rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_coding,item_text,options,response,coded_response,exp_id
1884,13,text,0,1886,0.0-0.0,s625,,,,,,,,,,,,,,
2091,66,poldrack-text,1,4980,0.0-1.0,s625,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>,2091.0,500.0,fmri_response_test,,,,,,,,,,
1812,89,poldrack-text,2,7297,0.0-2.0,s625,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1812.0,500.0,fmri_response_test,,,,,,,,,,
2288,71,poldrack-text,3,10088,0.0-3.0,s625,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,2288.0,500.0,fmri_response_test,,,,,,,,,,
908,82,poldrack-text,4,11498,0.0-4.0,s625,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,908.0,500.0,fmri_response_test,,,,,,,,,,
3327,77,poldrack-text,5,15329,0.0-5.0,s625,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,3327.0,500.0,fmri_response_test,,,,,,,,,,
14854,32,poldrack-single-stim,6,30689,0.0-6.0,s625,,14854.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,14854.0,,,,,,,
21626,32,poldrack-text,7,52317,0.0-7.0,s625,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,21626.0,0.0,fmri_scanner_wait,,,,,,,,,,
9532,84,poldrack-text,8,61849,0.0-8.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,9532.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,9,62528,0.0-9.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
681,84,poldrack-text,10,63209,0.0-10.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,681.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,11,63888,0.0-11.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,12,64568,0.0-12.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,13,65248,0.0-13.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,14,65929,0.0-14.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,15,66608,0.0-15.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,16,67289,0.0-16.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
678,84,poldrack-text,17,67969,0.0-17.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,18,68649,0.0-18.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,19,69329,0.0-19.0,s625,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
