"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"3604","13","text","0","3608","0.0-0.0","s495","","","","","","","","","","","","","",""
"1037","89","poldrack-text","1","5648","0.0-1.0","s495","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1037","500","fmri_response_test","","","","","","","","","",""
"635","71","poldrack-text","2","6786","0.0-2.0","s495","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","635","500","fmri_response_test","","","","","","","","","",""
"18726","32","poldrack-single-stim","3","26020","0.0-3.0","s495","","18726","500","instructions","<div class = centerbox><div class = center-text>Choose between <strong>$20 today</strong> or the presented option.<br><br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br><br>We will start with a practice trial.</div></div>","32","18726","","","","","","",""
"2146","71","poldrack-single-stim","4","28669","0.0-4.0","s495","","2146","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">$53.75</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","2146","practice","","","","","",""
"87871","32","poldrack-text","5","117542","0.0-5.0","s495","<div class = centerbox><div  class = center-text>Scanner calibration<br><strong>Please close your eyes and don't move!</strong></div></div>","87871","0","fmri_scanner_wait","","","","","","","","","",""
"3834","84","poldrack-text","6","121377","0.0-6.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","3834","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","7","122056","0.0-7.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","8","122736","0.0-8.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","9","123417","0.0-9.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","10","124097","0.0-10.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","11","124776","0.0-11.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","12","125456","0.0-12.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","13","126137","0.0-13.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"676","84","poldrack-text","14","126815","0.0-14.0","s495","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","676","0","fmri_trigger_wait","","","","","","","","","",""
