"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"2617","13","text","0","2620","0.0-0.0","s609","","","","","","","","","","","","","","","","","",""
"1380","89","poldrack-text","1","5003","0.0-1.0","s609","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1380","500","fmri_response_test","","","","","","","","","","","","","",""
"613","71","poldrack-text","2","6119","0.0-2.0","s609","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","613","500","fmri_response_test","","","","","","","","","","","","","",""
"690","82","poldrack-text","3","7312","0.0-3.0","s609","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","690","500","fmri_response_test","","","","","","","","","","","","","",""
"53809","32","poldrack-single-stim","4","61625","0.0-4.0","s609","","53809","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","53809","","","","","","","","","","",""
"24608","32","poldrack-text","5","86233","0.0-5.0","s609","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24608","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1081","84","poldrack-text","6","87315","0.0-6.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1081","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","87995","0.0-7.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","88675","0.0-8.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","89355","0.0-9.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","90035","0.0-10.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","90715","0.0-11.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","91395","0.0-12.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","92075","0.0-13.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","92755","0.0-14.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","93435","0.0-15.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","94115","0.0-16.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","94795","0.0-17.0","s609","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
