rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
2196,13,text,0,2199,0.0-0.0,s627,,,,,,,,,,,,,,,
6214,66,poldrack-text,1,9418,0.0-1.0,s627,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,6214.0,500.0,fmri_response_test,,,,,,,,,,,
1925,89,poldrack-text,2,11843,0.0-2.0,s627,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1925.0,500.0,fmri_response_test,,,,,,,,,,,
975,71,poldrack-text,3,13324,0.0-3.0,s627,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,975.0,500.0,fmri_response_test,,,,,,,,,,,
1065,82,poldrack-text,4,14893,0.0-4.0,s627,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,1065.0,500.0,fmri_response_test,,,,,,,,,,,
685,77,poldrack-text,5,16084,0.0-5.0,s627,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,685.0,500.0,fmri_response_test,,,,,,,,,,,
30371,32,poldrack-single-stim,6,46960,0.0-6.0,s627,,30371.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,30371.0,,,,,,,,
20058,32,poldrack-text,7,67018,0.0-7.0,s627,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,20058.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1241,84,poldrack-text,8,68259,0.0-8.0,s627,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1241.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,9,68939,0.0-9.0,s627,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,10,69619,0.0-10.0,s627,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,11,70299,0.0-11.0,s627,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
