"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"1727","13","text","0","1730","0.0-0.0","s613","","","","","","","","","","","","","","","","","",""
"1002","89","poldrack-text","1","3738","0.0-1.0","s613","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1002","500","fmri_response_test","","","","","","","","","","","","","",""
"257","71","poldrack-text","2","4496","0.0-2.0","s613","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","257","500","fmri_response_test","","","","","","","","","","","","","",""
"8749","82","poldrack-text","3","13750","0.0-3.0","s613","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","8749","500","fmri_response_test","","","","","","","","","","","","","",""
"21313","32","poldrack-single-stim","4","35569","0.0-4.0","s613","","21313","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","21313","","","","","","","","","","",""
"30989","32","poldrack-text","5","66558","0.0-5.0","s613","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","30989","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2296","84","poldrack-text","6","68854","0.0-6.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2296","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","69534","0.0-7.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","70214","0.0-8.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","70894","0.0-9.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","71574","0.0-10.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","72255","0.0-11.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","72934","0.0-12.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","73614","0.0-13.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","74294","0.0-14.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","74974","0.0-15.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","75654","0.0-16.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","76334","0.0-17.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","18","77015","0.0-18.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","77694","0.0-19.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","78374","0.0-20.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","21","79054","0.0-21.0","s613","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","80060","0.0-22.0","s613","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","23","81561","0.0-23.0","s613","","1500","500","practice_start_block","<div class = centerbox><div class = center-text>About to start practice</p></div>","none","1500","","","","","","","","","","",""
