"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"3092","13","text","0","3093","0.0-0.0","s631","","","","","","","","","","","","","","","",""
"2171","89","poldrack-text","1","6268","0.0-1.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2171","500","fmri_response_test","","","","","","","","","","","",""
"1904","71","poldrack-text","2","8673","0.0-2.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1904","500","fmri_response_test","","","","","","","","","","","",""
"2376","82","poldrack-text","3","11551","0.0-3.0","s631","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","2376","500","fmri_response_test","","","","","","","","","","","",""
"11396","32","poldrack-single-stim","4","23451","0.0-4.0","s631","","11396","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","11396","","","","","","","","",""
"1034","82","poldrack-categorize","5","25958","0.0-5.0-0.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","1","practice",""
"-1","-1","poldrack-single-stim","6","26212","0.0-5.0-1.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"566","82","poldrack-categorize","7","28216","0.0-5.0-2.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","2","practice",""
"-1","-1","poldrack-single-stim","8","28468","0.0-5.0-3.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"577","71","poldrack-categorize","9","30473","0.0-5.0-4.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","3","practice",""
"-1","-1","poldrack-single-stim","10","30724","0.0-5.0-5.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"466","89","poldrack-categorize","11","32728","0.0-5.0-6.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","4","practice",""
"-1","-1","poldrack-single-stim","12","32981","0.0-5.0-7.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"641","71","poldrack-categorize","13","34986","0.0-5.0-8.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","5","practice",""
"-1","-1","poldrack-single-stim","14","35238","0.0-5.0-9.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"474","71","poldrack-categorize","15","37241","0.0-5.0-10.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","37494","0.0-5.0-11.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"579","82","poldrack-categorize","17","39498","0.0-5.0-12.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","7","practice",""
"-1","-1","poldrack-single-stim","18","39751","0.0-5.0-13.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"349","89","poldrack-categorize","19","41755","0.0-5.0-14.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","42008","0.0-5.0-15.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"491","89","poldrack-categorize","21","44012","0.0-5.0-16.0-0.0","s631","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","9","practice",""
"-1","-1","poldrack-single-stim","22","44264","0.0-5.0-17.0","s631","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"21911","32","poldrack-text","23","66176","0.0-6.0","s631","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","21911","0","fmri_scanner_wait","","","","","","","","","","","",""
"1481","84","poldrack-text","24","67658","0.0-7.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1481","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","25","68338","0.0-8.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","26","69018","0.0-9.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","27","69698","0.0-10.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","28","70378","0.0-11.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","29","71058","0.0-12.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","30","71738","0.0-13.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","31","72418","0.0-14.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","32","73098","0.0-15.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","33","73778","0.0-16.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","34","74458","0.0-17.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","35","75138","0.0-18.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","36","75818","0.0-19.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","37","76498","0.0-20.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","38","77178","0.0-21.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","39","77858","0.0-22.0","s631","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","40","78860","0.0-23.0","s631","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","80363","0.0-24.0","s631","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","81366","0.0-25.0","s631","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"470","89","poldrack-single-stim","43","83369","0.0-26.0-0.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","0","test",""
"406","71","poldrack-single-stim","44","85371","0.0-26.0-1.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","1","test",""
"933","71","poldrack-single-stim","45","87645","0.0-26.0-2.0","s631","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","2","test",""
"606","82","poldrack-single-stim","46","89647","0.0-26.0-3.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","3","test",""
"443","71","poldrack-single-stim","47","91785","0.0-26.0-4.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","4","test",""
"322","89","poldrack-single-stim","48","93788","0.0-26.0-5.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","5","test",""
"435","89","poldrack-single-stim","49","95926","0.0-26.0-6.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","6","test",""
"494","82","poldrack-single-stim","50","97929","0.0-26.0-7.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","7","test",""
"557","89","poldrack-single-stim","51","99931","0.0-26.0-8.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","8","test",""
"554","71","poldrack-single-stim","52","101933","0.0-26.0-9.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","false","82","","incongruent","green","blue","9","test",""
"466","82","poldrack-single-stim","53","104208","0.0-26.0-10.0","s631","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","10","test",""
"616","82","poldrack-single-stim","54","106211","0.0-26.0-11.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","11","test",""
"438","82","poldrack-single-stim","55","108348","0.0-26.0-12.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","12","test",""
"449","82","poldrack-single-stim","56","110759","0.0-26.0-13.0","s631","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","13","test",""
"369","71","poldrack-single-stim","57","113032","0.0-26.0-14.0","s631","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","14","test",""
"498","82","poldrack-single-stim","58","115715","0.0-26.0-15.0","s631","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","15","test",""
"450","82","poldrack-single-stim","59","117718","0.0-26.0-16.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","16","test",""
"564","71","poldrack-single-stim","60","120128","0.0-26.0-17.0","s631","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","17","test",""
"501","71","poldrack-single-stim","61","122267","0.0-26.0-18.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","18","test",""
"447","71","poldrack-single-stim","62","124948","0.0-26.0-19.0","s631","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","19","test",""
"453","89","poldrack-single-stim","63","126951","0.0-26.0-20.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","20","test",""
"713","71","poldrack-single-stim","64","129089","0.0-26.0-21.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","21","test",""
"421","71","poldrack-single-stim","65","132044","0.0-26.0-22.0","s631","","2952","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","22","test",""
"418","82","poldrack-single-stim","66","134046","0.0-26.0-23.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","23","test",""
"677","82","poldrack-single-stim","67","136321","0.0-26.0-24.0","s631","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","24","test",""
"578","82","poldrack-single-stim","68","138323","0.0-26.0-25.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","25","test",""
"510","89","poldrack-single-stim","69","140326","0.0-26.0-26.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","26","test",""
"483","82","poldrack-single-stim","70","142328","0.0-26.0-27.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","27","test",""
"482","89","poldrack-single-stim","71","144331","0.0-26.0-28.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","28","test",""
"922","89","poldrack-single-stim","72","146470","0.0-26.0-29.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","29","test",""
"604","82","poldrack-single-stim","73","148472","0.0-26.0-30.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","30","test",""
"425","71","poldrack-single-stim","74","150474","0.0-26.0-31.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","31","test",""
"459","89","poldrack-single-stim","75","152613","0.0-26.0-32.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","32","test",""
"408","82","poldrack-single-stim","76","154614","0.0-26.0-33.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","33","test",""
"409","89","poldrack-single-stim","77","156616","0.0-26.0-34.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","34","test",""
"541","71","poldrack-single-stim","78","158755","0.0-26.0-35.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","35","test",""
"480","71","poldrack-single-stim","79","160892","0.0-26.0-36.0","s631","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","36","test",""
"457","82","poldrack-single-stim","80","163166","0.0-26.0-37.0","s631","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","37","test",""
"662","89","poldrack-single-stim","81","165849","0.0-26.0-38.0","s631","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","38","test",""
"386","89","poldrack-single-stim","82","167851","0.0-26.0-39.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","39","test",""
"546","71","poldrack-single-stim","83","169854","0.0-26.0-40.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","40","test",""
"472","89","poldrack-single-stim","84","172128","0.0-26.0-41.0","s631","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","41","test",""
"343","89","poldrack-single-stim","85","174131","0.0-26.0-42.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","42","test",""
"332","89","poldrack-single-stim","86","176133","0.0-26.0-43.0","s631","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","43","test",""
