rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
2558,13,text,0,2561,0.0-0.0,s585,,,,,,,,,,,,,,,
2353,66,poldrack-text,1,5918,0.0-1.0,s585,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,2353.0,500.0,fmri_response_test,,,,,,,,,,,
1193,89,poldrack-text,2,7616,0.0-2.0,s585,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1193.0,500.0,fmri_response_test,,,,,,,,,,,
450,71,poldrack-text,3,8569,0.0-3.0,s585,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,450.0,500.0,fmri_response_test,,,,,,,,,,,
367,82,poldrack-text,4,9440,0.0-4.0,s585,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,367.0,500.0,fmri_response_test,,,,,,,,,,,
474,77,poldrack-text,5,10416,0.0-5.0,s585,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,474.0,500.0,fmri_response_test,,,,,,,,,,,
21102,32,poldrack-single-stim,6,32023,0.0-6.0,s585,,21102.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,21102.0,,,,,,,,
26371,32,poldrack-text,7,58394,0.0-7.0,s585,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,26371.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1722,84,poldrack-text,8,60116,0.0-8.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1722.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,9,60796,0.0-9.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,10,61477,0.0-10.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,11,62156,0.0-11.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,12,62836,0.0-12.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,13,63516,0.0-13.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
681,84,poldrack-text,14,64197,0.0-14.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,681.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,15,64876,0.0-15.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,16,65557,0.0-16.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,17,66236,0.0-17.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,18,66916,0.0-18.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,19,67596,0.0-19.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,20,68277,0.0-20.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,21,68957,0.0-21.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,22,69637,0.0-22.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,23,70316,0.0-23.0,s585,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
-1,-1,poldrack-single-stim,24,71321,0.0-24.0,s585,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,,
3543,71,poldrack-single-stim,25,80459,0.0-25.0-0.0,s585,,9136.0,0.0,,"<div class = centerbox><p class=item-text>I refuse things that are bad for me.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,"66,89,71,82,77",forward,I refuse things that are bad for me.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",3.0,3.0,
3284,82,poldrack-single-stim,26,90075,0.0-25.0-1.0,s585,,9612.0,0.0,,"<div class = centerbox><p class=item-text>I have a hard time breaking bad habits.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,"66,89,71,82,77",reverse,I have a hard time breaking bad habits.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",4.0,2.0,
