"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1747","13","text","0","1750","0.0-0.0","s585","","","","","","","","","","","","","","","",""
"17718","89","poldrack-text","1","20474","0.0-1.0","s585","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","17718","500","fmri_response_test","","","","","","","","","","","",""
"854","71","poldrack-text","2","21833","0.0-2.0","s585","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","854","500","fmri_response_test","","","","","","","","","","","",""
"850","82","poldrack-text","3","23184","0.0-3.0","s585","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","850","500","fmri_response_test","","","","","","","","","","","",""
"24121","32","poldrack-single-stim","4","47811","0.0-4.0","s585","","24121","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","24121","","","","","","","","",""
"1192","71","poldrack-categorize","5","50325","0.0-5.0-0.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","1","practice",""
"-1","-1","poldrack-single-stim","6","50581","0.0-5.0-1.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"780","82","poldrack-categorize","7","52585","0.0-5.0-2.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","2","practice",""
"-1","-1","poldrack-single-stim","8","52839","0.0-5.0-3.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"492","89","poldrack-categorize","9","54847","0.0-5.0-4.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","3","practice",""
"-1","-1","poldrack-single-stim","10","55101","0.0-5.0-5.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1154","89","poldrack-categorize","11","57106","0.0-5.0-6.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","4","practice",""
"-1","-1","poldrack-single-stim","12","57358","0.0-5.0-7.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"958","89","poldrack-categorize","13","59368","0.0-5.0-8.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","5","practice",""
"-1","-1","poldrack-single-stim","14","59620","0.0-5.0-9.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"748","82","poldrack-categorize","15","61629","0.0-5.0-10.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","6","practice",""
"-1","-1","poldrack-single-stim","16","61880","0.0-5.0-11.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1105","82","poldrack-categorize","17","63887","0.0-5.0-12.0-0.0","s585","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","7","practice",""
"-1","-1","poldrack-single-stim","18","64144","0.0-5.0-13.0","s585","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
