"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"2480","13","text","0","2482","0.0-0.0","s647","","","","","","","","","","","","","","","","","",""
"1585","89","poldrack-text","1","5070","0.0-1.0","s647","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1585","500","fmri_response_test","","","","","","","","","","","","","",""
"823","71","poldrack-text","2","6395","0.0-2.0","s647","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","823","500","fmri_response_test","","","","","","","","","","","","","",""
"1796","82","poldrack-text","3","8692","0.0-3.0","s647","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1796","500","fmri_response_test","","","","","","","","","","","","","",""
"17267","32","poldrack-single-stim","4","26462","0.0-4.0","s647","","17267","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","17267","","","","","","","","","","",""
"23954","32","poldrack-text","5","50417","0.0-5.0","s647","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23954","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1641","84","poldrack-text","6","52059","0.0-6.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1641","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","7","52737","0.0-7.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","53417","0.0-8.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","9","54098","0.0-9.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","54778","0.0-10.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","55458","0.0-11.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","56138","0.0-12.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","56818","0.0-13.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","57498","0.0-14.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","58178","0.0-15.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","58858","0.0-16.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","59538","0.0-17.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","60218","0.0-18.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","60898","0.0-19.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","61578","0.0-20.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","21","62259","0.0-21.0","s647","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","63263","0.0-22.0","s647","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","23","64765","0.0-23.0","s647","","1500","500","practice_start_block","<div class = centerbox><div class = center-text>About to start practice</p></div>","none","1500","","","","","","","","","","",""
