"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"13903","13","text","0","13906","0.0-0.0","s594","","","","","","","","","","","","","","","","","",""
"2389","89","poldrack-text","1","17300","0.0-1.0","s594","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2389","500","fmri_response_test","","","","","","","","","","","","","",""
"3567","71","poldrack-text","2","21370","0.0-2.0","s594","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","3567","500","fmri_response_test","","","","","","","","","","","","","",""
"1520","82","poldrack-text","3","23391","0.0-3.0","s594","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1520","500","fmri_response_test","","","","","","","","","","","","","",""
"19007","32","poldrack-single-stim","4","42904","0.0-4.0","s594","","19007","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","19007","","","","","","","","","","",""
"23594","32","poldrack-text","5","66499","0.0-5.0","s594","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23594","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1020","84","poldrack-text","6","67519","0.0-6.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1020","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","68200","0.0-7.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","8","68880","0.0-8.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","69560","0.0-9.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","70240","0.0-10.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","70920","0.0-11.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","71600","0.0-12.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","72280","0.0-13.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","72960","0.0-14.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","73640","0.0-15.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","74320","0.0-16.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","75000","0.0-17.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","18","75680","0.0-18.0","s594","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
