"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"12312","13","text","0","12315","0.0-0.0","s594","","","","","","","","","","","","","","","",""
"1053","89","poldrack-text","1","14373","0.0-1.0","s594","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1053","500","fmri_response_test","","","","","","","","","","","",""
"324","71","poldrack-text","2","15201","0.0-2.0","s594","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","324","500","fmri_response_test","","","","","","","","","","","",""
"395","82","poldrack-text","3","16099","0.0-3.0","s594","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","395","500","fmri_response_test","","","","","","","","","","","",""
"26613","32","poldrack-single-stim","4","43219","0.0-4.0","s594","","26613","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","26613","","","","","","","","",""
"622","71","poldrack-categorize","5","45729","0.0-5.0-0.0-0.0","s594","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","1","practice",""
"-1","-1","poldrack-single-stim","6","45983","0.0-5.0-1.0","s594","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"520","89","poldrack-categorize","7","47989","0.0-5.0-2.0-0.0","s594","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","2","practice",""
"-1","-1","poldrack-single-stim","8","48244","0.0-5.0-3.0","s594","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"438","71","poldrack-categorize","9","50249","0.0-5.0-4.0-0.0","s594","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","3","practice",""
