"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"3034","13","text","0","3036","0.0-0.0","s548","","","","","","","","","","","","","","","",""
"1430","89","poldrack-text","1","5469","0.0-1.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1430","500","fmri_response_test","","","","","","","","","","","",""
"661","71","poldrack-text","2","6631","0.0-2.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","661","500","fmri_response_test","","","","","","","","","","","",""
"1150","82","poldrack-text","3","8283","0.0-3.0","s548","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1150","500","fmri_response_test","","","","","","","","","","","",""
"15344","32","poldrack-single-stim","4","24129","0.0-4.0","s548","","15344","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","15344","","","","","","","","",""
"-1","-1","poldrack-categorize","5","26638","0.0-5.0-0.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","false","82","500","congruent","green","green","1","practice",""
"-1","-1","poldrack-single-stim","6","26892","0.0-5.0-1.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1104","71","poldrack-categorize","7","28895","0.0-5.0-2.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","2","practice",""
"-1","-1","poldrack-single-stim","8","29147","0.0-5.0-3.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"889","89","poldrack-categorize","9","31150","0.0-5.0-4.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","3","practice",""
"-1","-1","poldrack-single-stim","10","31402","0.0-5.0-5.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1218","82","poldrack-categorize","11","33406","0.0-5.0-6.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","false","71","500","incongruent","blue","green","4","practice",""
"-1","-1","poldrack-single-stim","12","33658","0.0-5.0-7.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"-1","-1","poldrack-categorize","13","35661","0.0-5.0-8.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","false","82","500","incongruent","green","red","5","practice",""
"-1","-1","poldrack-single-stim","14","35913","0.0-5.0-9.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"581","89","poldrack-categorize","15","37916","0.0-5.0-10.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","6","practice",""
"-1","-1","poldrack-single-stim","16","38168","0.0-5.0-11.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1007","71","poldrack-categorize","17","40170","0.0-5.0-12.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","7","practice",""
"-1","-1","poldrack-single-stim","18","40422","0.0-5.0-13.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"831","82","poldrack-categorize","19","42426","0.0-5.0-14.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","42678","0.0-5.0-15.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"493","89","poldrack-categorize","21","44681","0.0-5.0-16.0-0.0","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","9","practice",""
"-1","-1","poldrack-single-stim","22","44932","0.0-5.0-17.0","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"668","82","poldrack-categorize","23","46938","0.0-5.1-0.1-0.1","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","10","practice",""
"-1","-1","poldrack-single-stim","24","47190","0.0-5.1-1.1","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"813","71","poldrack-categorize","25","49194","0.0-5.1-2.1-0.1","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","11","practice",""
"-1","-1","poldrack-single-stim","26","49446","0.0-5.1-3.1","s548","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"521","89","poldrack-categorize","27","51450","0.0-5.1-4.1-0.1","s548","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","12","practice",""
