"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"9517","13","text","0","9519","0.0-0.0","s130","","","","","","","","","","","","","","","","","",""
"1974","89","poldrack-text","1","12495","0.0-1.0","s130","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1974","500","fmri_response_test","","","","","","","","","","","","","",""
"733","71","poldrack-text","2","13731","0.0-2.0","s130","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","733","500","fmri_response_test","","","","","","","","","","","","","",""
"8545","","survey-text","3","22782","0.0-3.0","s130","","","","task_setup","{""Q0"":""300""}","","","","","","","","","","","","",""
"77246","32","poldrack-single-stim","4","101053","0.0-4.0","s130","","77246","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","77246","","","","","","","","","",""
"1103","71","poldrack-categorize","5","103408","0.0-5.0-0.0-0.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"918","89","poldrack-categorize","6","106015","0.0-5.0-0.0-1.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"785","71","poldrack-categorize","7","108619","0.0-5.0-0.0-2.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"578","89","poldrack-categorize","8","111225","0.0-5.0-0.0-3.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"599","89","poldrack-categorize","9","113830","0.0-5.0-0.0-4.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"486","89","poldrack-categorize","10","116435","0.0-5.0-0.0-5.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","5","","","","",""
"519","71","poldrack-categorize","11","119040","0.0-5.0-0.0-6.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","6","","","","",""
"546","89","poldrack-categorize","12","121643","0.0-5.0-0.0-7.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"546","71","poldrack-categorize","13","124249","0.0-5.0-0.0-8.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"510","89","poldrack-categorize","14","126854","0.0-5.0-0.0-9.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"591","71","poldrack-categorize","15","129458","0.0-5.0-0.0-10.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","10","","","","",""
"587","71","poldrack-categorize","16","132063","0.0-5.0-0.0-11.0","s130","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","11","","","","",""
"33663","32","poldrack-text","17","165980","0.0-6.0","s130","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","33663","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"2686","84","poldrack-text","18","168666","0.0-7.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2686","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","169346","0.0-8.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","170027","0.0-9.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","170706","0.0-10.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","22","171386","0.0-11.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","23","172066","0.0-12.0","s130","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
