"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"2450","13","text","0","2451","0.0-0.0","s556","","","","","","","","","","","","","","","","","",""
"1947","89","poldrack-text","1","5401","0.0-1.0","s556","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1947","500","fmri_response_test","","","","","","","","","","","","","",""
"624","71","poldrack-text","2","6527","0.0-2.0","s556","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","624","500","fmri_response_test","","","","","","","","","","","","","",""
"461","82","poldrack-text","3","7490","0.0-3.0","s556","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","461","500","fmri_response_test","","","","","","","","","","","","","",""
"25760","32","poldrack-single-stim","4","33753","0.0-4.0","s556","","25760","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","25760","","","","","","","","","","",""
"38471","32","poldrack-text","5","72226","0.0-5.0","s556","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","38471","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"3947","84","poldrack-text","6","76173","0.0-6.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","3947","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","76853","0.0-7.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","77533","0.0-8.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","78213","0.0-9.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","78893","0.0-10.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","79573","0.0-11.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","80252","0.0-12.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","80932","0.0-13.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","81612","0.0-14.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","82293","0.0-15.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","82972","0.0-16.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","83652","0.0-17.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","84332","0.0-18.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","85012","0.0-19.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","20","85692","0.0-20.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","86372","0.0-21.0","s556","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","87375","0.0-22.0","s556","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","23","88877","0.0-23.0","s556","","1500","500","practice_start_block","<div class = centerbox><div class = center-text>About to start practice</p></div>","none","1500","","","","","","","","","","",""
