"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","bonus"
"<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","4285","89","4285","500","fmri_response_test","poldrack-text","0","4287","0.0-0.0","discount_fixed","1084,1763,2443,3123,3803","","","","","","","","",""
"<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1154","71","1154","500","fmri_response_test","poldrack-text","1","5944","0.0-1.0","discount_fixed","4483,5164,5843","","","","","","","","",""
"","58075","32","58075","500","instructions","poldrack-single-stim","2","64525","0.0-2.0","discount_fixed","6523,7203,7883,8563,9243,9923,10604,11283,11963,12643","<div class = centerbox><div class = center-text>Choose between <strong>$20 today</strong> or the presented option.<br><br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br><br>We will start with a practice trial.</div></div>","32","58075","","","","","",""
"","1475","89","1475","1000","stim","poldrack-single-stim","3","66502","0.0-3.0","discount_fixed","","<div class = dd-stim><div class = amtbox style = ""color:white"">$53.75</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1475","practice","","","","",""
"<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24442","32","24442","0","fmri_scanner_wait","poldrack-text","4","91945","0.0-4.0","discount_fixed","73344,75199,76259,76294,76560,83322","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","937","84","937","0","fmri_trigger_wait","poldrack-text","5","92883","0.0-5.0","discount_fixed","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","6","93563","0.0-6.0","discount_fixed","92883","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","7","94243","0.0-7.0","discount_fixed","93563","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","8","94922","0.0-8.0","discount_fixed","94244","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","9","95603","0.0-9.0","discount_fixed","94923","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","10","96283","0.0-10.0","discount_fixed","95603","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","11","96963","0.0-11.0","discount_fixed","96283","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","12","97643","0.0-12.0","discount_fixed","96963","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","13","98323","0.0-13.0","discount_fixed","97643","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","14","99003","0.0-14.0","discount_fixed","98323","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","15","99683","0.0-15.0","discount_fixed","99003","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","84","678","0","fmri_trigger_wait","poldrack-text","16","100363","0.0-16.0","discount_fixed","99684","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","17","101043","0.0-17.0","discount_fixed","100363","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","18","101723","0.0-18.0","discount_fixed","101043","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","84","681","0","fmri_trigger_wait","poldrack-text","19","102405","0.0-19.0","discount_fixed","101723","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","677","84","677","0","fmri_trigger_wait","poldrack-text","20","103083","0.0-20.0","discount_fixed","102405","","","","","","","","",""
"","-1","-1","1000","0","fmri_buffer","poldrack-single-stim","21","104088","0.0-21.0","discount_fixed","103083,103763","","none","1000","","","","","",""
"","-1","-1","1500","500","test_start_block","poldrack-single-stim","22","105593","0.0-22.0","discount_fixed","104443,105123","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","",""
"","1933","89","4636","0","","poldrack-single-stim","23","110740","0.0-23.0","discount_fixed","105803,106483,107163,107843,108523,109203,109883,110563","<div class = dd-stim><div class = amtbox style = ""color:white"">$79</div><br><br><div class = delbox style = ""color:white"">92 days</div></div>","89,71","4000","","20","79","92","larger_later",""
"","2375","71","4568","0","","poldrack-single-stim","24","115311","0.0-24.0","discount_fixed","111243,111923,112604,113282,113962,114642","<div class = dd-stim><div class = amtbox style = ""color:white"">$61</div><br><br><div class = delbox style = ""color:white"">141 days</div></div>","89,71","4000","","20","61","141","smaller_sooner",""
"","1178","89","4568","0","","poldrack-single-stim","25","119884","0.0-25.0","discount_fixed","115322,116002,116682,117362,118042,118722,119402","<div class = dd-stim><div class = amtbox style = ""color:white"">$43</div><br><br><div class = delbox style = ""color:white"">38 days</div></div>","89,71","4000","","20","43","38","larger_later",""
"","1971","71","4908","0","","poldrack-single-stim","26","124794","0.0-26.0","discount_fixed","120082,120762,121442,122122,122804,123482,124163","<div class = dd-stim><div class = amtbox style = ""color:white"">$66</div><br><br><div class = delbox style = ""color:white"">145 days</div></div>","89,71","4000","","20","66","145","smaller_sooner",""
"","1496","89","4840","0","","poldrack-single-stim","27","129637","0.0-27.0","discount_fixed","124843,125522,126203,126882,127563,128242,128923,129603","<div class = dd-stim><div class = amtbox style = ""color:white"">$30</div><br><br><div class = delbox style = ""color:white"">23 days</div></div>","89,71","4000","","20","30","23","larger_later",""
"","1738","89","5248","0","","poldrack-single-stim","28","134890","0.0-28.0","discount_fixed","130283,130963,131643,132323,133004,133683,134363","<div class = dd-stim><div class = amtbox style = ""color:white"">$32</div><br><br><div class = delbox style = ""color:white"">57 days</div></div>","89,71","4000","","20","32","57","larger_later",""
"","1063","89","4772","0","","poldrack-single-stim","29","139664","0.0-29.0","discount_fixed","135043,135723,136403,137083,137763,138443,139122","<div class = dd-stim><div class = amtbox style = ""color:white"">$27</div><br><br><div class = delbox style = ""color:white"">91 days</div></div>","89,71","4000","","20","27","91","larger_later",""
"","2314","71","5996","0","","poldrack-single-stim","30","145664","0.0-30.0","discount_fixed","139803,140482,141163,141842,142523,143203,143882,144562,145242","<div class = dd-stim><div class = amtbox style = ""color:white"">$43</div><br><br><div class = delbox style = ""color:white"">120 days</div></div>","89,71","4000","","20","43","120","smaller_sooner",""
"","1163","89","5588","0","","poldrack-single-stim","31","151253","0.0-31.0","discount_fixed","145922,146603,147282,147962,148642,149323,150002,150683","<div class = dd-stim><div class = amtbox style = ""color:white"">$75</div><br><br><div class = delbox style = ""color:white"">60 days</div></div>","89,71","4000","","20","75","60","larger_later",""
"","1787","71","4568","0","","poldrack-single-stim","32","155824","0.0-32.0","discount_fixed","151362,152043,152723,153404,154082,154763,155442","<div class = dd-stim><div class = amtbox style = ""color:white"">$34</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","34","176","smaller_sooner",""
"","1736","71","5112","0","","poldrack-single-stim","33","160939","0.0-33.0","discount_fixed","156123,156803,157483,158163,158843,159523,160203,160883","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">38 days</div></div>","89,71","4000","","20","24","38","smaller_sooner",""
"","1166","89","5656","0","","poldrack-single-stim","34","166598","0.0-34.0","discount_fixed","161563,162243,162923,163604,164283,164963,165642,166322","<div class = dd-stim><div class = amtbox style = ""color:white"">$82</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","82","74","larger_later",""
"","886","89","4568","0","","poldrack-single-stim","35","171169","0.0-35.0","discount_fixed","167002,167682,168362,169042,169722,170402,171082","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">53 days</div></div>","89,71","4000","","20","58","53","larger_later",""
"","605","89","4772","0","","poldrack-single-stim","36","175945","0.0-36.0","discount_fixed","171762,172442,173122,173804,174482,175163,175842","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">23 days</div></div>","89,71","4000","","20","54","23","larger_later",""
"","758","89","5044","0","","poldrack-single-stim","37","180993","0.0-37.0","discount_fixed","176522,177202,177882,178562,179243,179922,180603","<div class = dd-stim><div class = amtbox style = ""color:white"">$41</div><br><br><div class = delbox style = ""color:white"">55 days</div></div>","89,71","4000","","20","41","55","larger_later",""
"","1191","89","4840","0","","poldrack-single-stim","38","185836","0.0-38.0","discount_fixed","181282,181963,182642,183323,184003,184683,185362","<div class = dd-stim><div class = amtbox style = ""color:white"">$77</div><br><br><div class = delbox style = ""color:white"">142 days</div></div>","89,71","4000","","20","77","142","larger_later",""
"","1844","71","5180","0","","poldrack-single-stim","39","191020","0.0-39.0","discount_fixed","186043,186723,187403,188083,188763,189443,190123,190802","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">108 days</div></div>","89,71","4000","","20","25","108","smaller_sooner",""
"","2123","71","5044","0","","poldrack-single-stim","40","196066","0.0-40.0","discount_fixed","191482,192162,192842,193522,194203,194882,195562","<div class = dd-stim><div class = amtbox style = ""color:white"">$33</div><br><br><div class = delbox style = ""color:white"">163 days</div></div>","89,71","4000","","20","33","163","smaller_sooner",""
"","2385","89","4976","0","","poldrack-single-stim","41","201047","0.0-41.0","discount_fixed","196242,196922,197603,198282,198963,199642,200323,201002","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">75 days</div></div>","89,71","4000","","20","29","75","larger_later",""
"","691","89","4976","0","","poldrack-single-stim","42","206029","0.0-42.0","discount_fixed","201683,202362,203043,203722,204403,205082,205763","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">157 days</div></div>","89,71","4000","","20","45","157","larger_later",""
"","1324","89","5316","0","","poldrack-single-stim","43","211346","0.0-43.0","discount_fixed","206442,207123,207802,208483,209163,209843,210523,211203","<div class = dd-stim><div class = amtbox style = ""color:white"">$31</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","31","74","larger_later",""
"","896","89","4500","0","","poldrack-single-stim","44","215848","0.0-44.0","discount_fixed","211883,212563,213243,213923,214603,215283","<div class = dd-stim><div class = amtbox style = ""color:white"">$80</div><br><br><div class = delbox style = ""color:white"">39 days</div></div>","89,71","4000","","20","80","39","larger_later",""
"","1510","89","5044","0","","poldrack-single-stim","45","220898","0.0-45.0","discount_fixed","215963,216643,217322,218002,218682,219362,220042,220722","<div class = dd-stim><div class = amtbox style = ""color:white"">$22</div><br><br><div class = delbox style = ""color:white"">21 days</div></div>","89,71","4000","","20","22","21","larger_later",""
"","1121","89","4704","0","","poldrack-single-stim","46","225608","0.0-46.0","discount_fixed","221402,222082,222762,223443,224122,224803,225482","<div class = dd-stim><div class = amtbox style = ""color:white"">$52</div><br><br><div class = delbox style = ""color:white"">139 days</div></div>","89,71","4000","","20","52","139","larger_later",""
"","603","89","4840","0","","poldrack-single-stim","47","230451","0.0-47.0","discount_fixed","226162,226842,227523,228202,228883,229562,230242","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">126 days</div></div>","89,71","4000","","20","54","126","larger_later",""
"","515","89","6744","0","","poldrack-single-stim","48","237198","0.0-48.0","discount_fixed","230923,231602,232282,232963,233643,234323,235003,235683,236362,237042","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","23","176","larger_later",""
