"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"1807","13","text","0","1809","0.0-0.0","s574","","","","","","","","","","","","","","","","","",""
"2264","89","poldrack-text","1","5077","0.0-1.0","s574","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2264","500","fmri_response_test","","","","","","","","","","","","","",""
"1147","71","poldrack-text","2","6727","0.0-2.0","s574","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1147","500","fmri_response_test","","","","","","","","","","","","","",""
"653","82","poldrack-text","3","7882","0.0-3.0","s574","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","653","500","fmri_response_test","","","","","","","","","","","","","",""
"23551","32","poldrack-single-stim","4","31939","0.0-4.0","s574","","23551","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","23551","","","","","","","","","","",""
"23463","32","poldrack-text","5","55403","0.0-5.0","s574","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23463","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1143","84","poldrack-text","6","56546","0.0-6.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1143","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"927","84","poldrack-text","7","57473","0.0-7.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","927","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"432","84","poldrack-text","8","57906","0.0-8.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","432","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","58586","0.0-9.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","59266","0.0-10.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","59946","0.0-11.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","60626","0.0-12.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","61306","0.0-13.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","61986","0.0-14.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","15","62666","0.0-15.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","63346","0.0-16.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","64026","0.0-17.0","s574","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
