"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_responses","item_coding","item_text","options","response","coded_response","exp_id"
"1925","13","text","0","1927","0.0-0.0","s649","","","","","","","","","","","","","","",""
"26816","66","poldrack-text","1","29748","0.0-1.0","s649","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>","26816","500","fmri_response_test","","","","","","","","","","",""
"1094","89","poldrack-text","2","31346","0.0-2.0","s649","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1094","500","fmri_response_test","","","","","","","","","","",""
"964","71","poldrack-text","3","32815","0.0-3.0","s649","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","964","500","fmri_response_test","","","","","","","","","","",""
"1119","82","poldrack-text","4","34439","0.0-4.0","s649","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1119","500","fmri_response_test","","","","","","","","","","",""
"986","77","poldrack-text","5","35930","0.0-5.0","s649","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","986","500","fmri_response_test","","","","","","","","","","",""
"10941","32","poldrack-single-stim","6","47377","0.0-6.0","s649","","10941","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","10941","","","","","","","",""
"22737","32","poldrack-text","7","70116","0.0-7.0","s649","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22737","0","fmri_scanner_wait","","","","","","","","","","",""
"952","84","poldrack-text","8","71068","0.0-8.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","952","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","9","71747","0.0-9.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"681","84","poldrack-text","10","72428","0.0-10.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","11","73108","0.0-11.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","12","73788","0.0-12.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","13","74468","0.0-13.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","14","75148","0.0-14.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
"680","84","poldrack-text","15","75829","0.0-15.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","",""
"679","84","poldrack-text","16","76508","0.0-16.0","s649","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","",""
