rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
1832,13,text,0,1834,0.0-0.0,s373,,,,,,,,,,,,,,,
1604,66,poldrack-text,1,4443,0.0-1.0,s373,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,1604.0,500.0,fmri_response_test,,,,,,,,,,,
795,89,poldrack-text,2,5740,0.0-2.0,s373,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,795.0,500.0,fmri_response_test,,,,,,,,,,,
784,71,poldrack-text,3,7030,0.0-3.0,s373,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,784.0,500.0,fmri_response_test,,,,,,,,,,,
1005,82,poldrack-text,4,8539,0.0-4.0,s373,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,1005.0,500.0,fmri_response_test,,,,,,,,,,,
2016,77,poldrack-text,5,11056,0.0-5.0,s373,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,2016.0,500.0,fmri_response_test,,,,,,,,,,,
10104,32,poldrack-single-stim,6,21663,0.0-6.0,s373,,10104.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,10104.0,,,,,,,,
19726,32,poldrack-text,7,41390,0.0-7.0,s373,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,19726.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1342,84,poldrack-text,8,42733,0.0-8.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1342.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,9,43413,0.0-9.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,10,44093,0.0-10.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,11,44774,0.0-11.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,12,45453,0.0-12.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,13,46133,0.0-13.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,14,46813,0.0-14.0,s373,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
