"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"2318","13","text","0","2320","0.0-0.0","s634","","","","","","","","","","","","","","","","","",""
"1812","89","poldrack-text","1","5134","0.0-1.0","s634","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1812","500","fmri_response_test","","","","","","","","","","","","","",""
"535","71","poldrack-text","2","6170","0.0-2.0","s634","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","535","500","fmri_response_test","","","","","","","","","","","","","",""
"732","82","poldrack-text","3","7403","0.0-3.0","s634","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","732","500","fmri_response_test","","","","","","","","","","","","","",""
"20685","32","poldrack-single-stim","4","28590","0.0-4.0","s634","","20685","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","20685","","","","","","","","","","",""
"170033","32","poldrack-text","5","198623","0.0-5.0","s634","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","170033","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1758","84","poldrack-text","6","200383","0.0-6.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1758","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","201062","0.0-7.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","201743","0.0-8.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","202423","0.0-9.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","203103","0.0-10.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","203783","0.0-11.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","204463","0.0-12.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","205143","0.0-13.0","s634","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
