"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"2510","13","text","0","2512","0.0-0.0","s634","","","","","","","","","","","","","","","","","",""
"1310","89","poldrack-text","1","4823","0.0-1.0","s634","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1310","500","fmri_response_test","","","","","","","","","","","","","",""
"597","71","poldrack-text","2","5921","0.0-2.0","s634","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","597","500","fmri_response_test","","","","","","","","","","","","","",""
"8726","","survey-text","3","15152","0.0-3.0","s634","","","","task_setup","{""Q0"":""200""}","","","","","","","","","","","","",""
"27322","32","poldrack-single-stim","4","43502","0.0-4.0","s634","","27322","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","27322","","","","","","","","","",""
"1233","71","poldrack-categorize","5","45855","0.0-5.0-0.0-0.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"596","89","poldrack-categorize","6","48457","0.0-5.0-0.0-1.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"540","71","poldrack-categorize","7","51060","0.0-5.0-0.0-2.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"564","89","poldrack-categorize","8","53662","0.0-5.0-0.0-3.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"458","71","poldrack-categorize","9","56263","0.0-5.0-0.0-4.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"467","71","poldrack-categorize","10","58864","0.0-5.0-0.0-5.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"499","89","poldrack-categorize","11","61466","0.0-5.0-0.0-6.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"522","89","poldrack-categorize","12","64068","0.0-5.0-0.0-7.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","false","71","500","practice","7","","","","",""
"661","89","poldrack-categorize","13","66669","0.0-5.0-0.0-8.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","8","","","","",""
"501","71","poldrack-categorize","14","69271","0.0-5.0-0.0-9.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","9","","","","",""
"518","89","poldrack-categorize","15","71874","0.0-5.0-0.0-10.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"738","89","poldrack-categorize","16","74476","0.0-5.0-0.0-11.0","s634","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","11","","","","",""
"23701","32","poldrack-text","17","98428","0.0-6.0","s634","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23701","0","fmri_scanner_wait","","","","","","","","","","","","","",""
