rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
1639,13,text,0,1641,0.0-0.0,s592,,,,,,,,,,,,,,,
765,66,poldrack-text,1,3410,0.0-1.0,s592,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,765.0,500.0,fmri_response_test,,,,,,,,,,,
243,89,poldrack-text,2,4154,0.0-2.0,s592,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,243.0,500.0,fmri_response_test,,,,,,,,,,,
251,71,poldrack-text,3,4906,0.0-3.0,s592,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,251.0,500.0,fmri_response_test,,,,,,,,,,,
402,82,poldrack-text,4,5810,0.0-4.0,s592,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,402.0,500.0,fmri_response_test,,,,,,,,,,,
224,77,poldrack-text,5,6541,0.0-5.0,s592,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,224.0,500.0,fmri_response_test,,,,,,,,,,,
5291,32,poldrack-single-stim,6,12334,0.0-6.0,s592,,5291.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,5291.0,,,,,,,,
19624,32,poldrack-text,7,31958,0.0-7.0,s592,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,19624.0,0.0,fmri_scanner_wait,,,,,,,,,,,
2350,84,poldrack-text,8,34309,0.0-8.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,2350.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,9,34988,0.0-9.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,10,35668,0.0-10.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,11,36348,0.0-11.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,12,37028,0.0-12.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,13,37708,0.0-13.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,14,38388,0.0-14.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,15,39067,0.0-15.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,16,39748,0.0-16.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,17,40428,0.0-17.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,18,41107,0.0-18.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,19,41787,0.0-19.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,20,42467,0.0-20.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
681,84,poldrack-text,21,43148,0.0-21.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,681.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,22,43827,0.0-22.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,23,44508,0.0-23.0,s592,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
-1,-1,poldrack-single-stim,24,45514,0.0-24.0,s592,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,,
2543,89,poldrack-single-stim,25,56830,0.0-25.0-0.0,s592,,11312.0,0.0,,"<div class = centerbox><p class=item-text>I have difficulty maintaining my focus on projects that take more than a few months to complete.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all like me</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much like me</span></div></div>","66,89,71,82,77",8500.0,grit,"66,89,71,82,77",reverse,I have difficulty maintaining my focus on projects that take more than a few months to complete.,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>",2.0,4.0,
3968,66,poldrack-single-stim,26,66446,0.0-25.0-1.0,s592,,9612.0,0.0,,"<div class = centerbox><p class=item-text>New ideas and projects sometimes distract me from previous ones.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all like me</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much like me</span></div></div>","66,89,71,82,77",8500.0,grit,"66,89,71,82,77",reverse,New ideas and projects sometimes distract me from previous ones.,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>",1.0,5.0,
6557,77,poldrack-single-stim,27,75651,0.0-25.0-2.0,s592,,9204.0,0.0,,"<div class = centerbox><p class=item-text>I do certain things that are bad for me, if they are fun.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,"66,89,71,82,77",reverse,"I do certain things that are bad for me, if they are fun.","<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",5.0,1.0,
3904,89,poldrack-single-stim,28,85198,0.0-25.0-3.0,s592,,9544.0,0.0,,"<div class = centerbox><p class=item-text>I am good at resisting temptation.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,"66,89,71,82,77",forward,I am good at resisting temptation.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",2.0,2.0,
