"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1711","13","text","0","1714","0.0-0.0","s615","","","","","","","","","","","","","","","","","",""
"1510","89","poldrack-text","1","4229","0.0-1.0","s615","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1510","500","fmri_response_test","","","","","","","","","","","","","",""
"538","71","poldrack-text","2","5273","0.0-2.0","s615","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","538","500","fmri_response_test","","","","","","","","","","","","","",""
"9036","","survey-text","3","14815","0.0-3.0","s615","","","","task_setup","{""Q0"":""200""}","","","","","","","","","","","","",""
"36473","32","poldrack-single-stim","4","52319","0.0-4.0","s615","","36473","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","36473","","","","","","","","","",""
"1195","71","poldrack-categorize","5","54680","0.0-5.0-0.0-0.0","s615","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"548","89","poldrack-categorize","6","57290","0.0-5.0-0.0-1.0","s615","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"446","71","poldrack-categorize","7","59898","0.0-5.0-0.0-2.0","s615","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"541","89","poldrack-categorize","8","62501","0.0-5.0-0.0-3.0","s615","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"494","89","poldrack-categorize","9","65104","0.0-5.0-0.0-4.0","s615","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"386","71","poldrack-categorize","10","67713","0.0-5.0-0.0-5.0","s615","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
