rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_coding,item_text,options,response,coded_response,exp_id
1834,13,text,0,1836,0.0-0.0,s558,,,,,,,,,,,,,,
1304,66,poldrack-text,1,4143,0.0-1.0,s558,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>,1304.0,500.0,fmri_response_test,,,,,,,,,,
821,89,poldrack-text,2,5466,0.0-2.0,s558,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,821.0,500.0,fmri_response_test,,,,,,,,,,
798,71,poldrack-text,3,6766,0.0-3.0,s558,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,798.0,500.0,fmri_response_test,,,,,,,,,,
1185,82,poldrack-text,4,8452,0.0-4.0,s558,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,1185.0,500.0,fmri_response_test,,,,,,,,,,
854,77,poldrack-text,5,9807,0.0-5.0,s558,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,854.0,500.0,fmri_response_test,,,,,,,,,,
33545,32,poldrack-single-stim,6,43855,0.0-6.0,s558,,33545.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,33545.0,,,,,,,
21574,32,poldrack-text,7,65429,0.0-7.0,s558,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,21574.0,0.0,fmri_scanner_wait,,,,,,,,,,
3277,84,poldrack-text,8,68706,0.0-8.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,3277.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,9,69386,0.0-9.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,10,70066,0.0-10.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,11,70746,0.0-11.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,12,71427,0.0-12.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,13,72106,0.0-13.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,14,72786,0.0-14.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,15,73466,0.0-15.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,16,74146,0.0-16.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,17,74826,0.0-17.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,18,75506,0.0-18.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,19,76186,0.0-19.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,20,76866,0.0-20.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,21,77546,0.0-21.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,22,78226,0.0-22.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,23,78906,0.0-23.0,s558,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
-1,-1,poldrack-single-stim,24,79908,0.0-24.0,s558,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,
2181,82,poldrack-single-stim,25,88978,0.0-25.0-0.0,s558,,9068.0,0.0,,"<div class = centerbox><p class=item-text>I wish I had more self-discipline.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,reverse,I wish I had more self-discipline.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",4.0,2.0,
-1,-1,poldrack-single-stim,26,99273,0.0-25.0-1.0,s558,,10292.0,0.0,,<div class = centerbox><p class=item-text>Do you sometimes like doing things that are a bit frightening?</p></div><div class=response-text><div class=response-item>No</div><div class=response-item>Yes</div></div>,"66,89",8500.0,impulsive_venture,forward,Do you sometimes like doing things that are a bit frightening?,"No,Yes",0.0,0.0,
4362,71,poldrack-single-stim,27,111063,0.0-25.0-2.0,s558,,11788.0,0.0,,"<div class = centerbox><p class=item-text>As I get older, I begin to experience time as limited.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very Untrue</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very True</span></div></div>","66,89,71,82,77",8500.0,future_time,reverse,"As I get older, I begin to experience time as limited.","<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>",3.0,3.0,
