"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"3493","13","text","0","3495","0.0-0.0","s623","","","","","","","","","","","","","","","","","",""
"2676","89","poldrack-text","1","7173","0.0-1.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2676","500","fmri_response_test","","","","","","","","","","","","","",""
"850","71","poldrack-text","2","8524","0.0-2.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","850","500","fmri_response_test","","","","","","","","","","","","","",""
"1210","82","poldrack-text","3","10234","0.0-3.0","s623","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1210","500","fmri_response_test","","","","","","","","","","","","","",""
"34898","32","poldrack-single-stim","4","45634","0.0-4.0","s623","","34898","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","34898","","","","","","","","","","",""
"27596","32","poldrack-text","5","73231","0.0-5.0","s623","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","27596","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"969","84","poldrack-text","6","74200","0.0-6.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","969","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","74880","0.0-7.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","75560","0.0-8.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","76240","0.0-9.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","76920","0.0-10.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","77600","0.0-11.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","78280","0.0-12.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","13","78960","0.0-13.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","14","79640","0.0-14.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","80320","0.0-15.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","81000","0.0-16.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","81680","0.0-17.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","18","82360","0.0-18.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","83040","0.0-19.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","20","83721","0.0-20.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","21","84401","0.0-21.0","s623","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","85402","0.0-22.0","s623","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
