"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_coding","item_text","options","response","coded_response","exp_id"
"2564","13","text","0","2566","0.0-0.0","s570","","","","","","","","","","","","","",""
"1372","66","poldrack-text","1","4944","0.0-1.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>","1372","500","fmri_response_test","","","","","","","","","",""
"487","89","poldrack-text","2","5935","0.0-2.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","487","500","fmri_response_test","","","","","","","","","",""
"373","71","poldrack-text","3","6813","0.0-3.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","373","500","fmri_response_test","","","","","","","","","",""
"348","82","poldrack-text","4","7663","0.0-4.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","348","500","fmri_response_test","","","","","","","","","",""
"394","77","poldrack-text","5","8562","0.0-5.0","s570","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","394","500","fmri_response_test","","","","","","","","","",""
"12356","32","poldrack-single-stim","6","21424","0.0-6.0","s570","","12356","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","12356","","","","","","",""
"30086","32","poldrack-text","7","51511","0.0-7.0","s570","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","30086","0","fmri_scanner_wait","","","","","","","","","",""
"2634","84","poldrack-text","8","54145","0.0-8.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2634","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","9","54825","0.0-9.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","10","55505","0.0-10.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","11","56186","0.0-11.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","12","56865","0.0-12.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","13","57545","0.0-13.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","14","58224","0.0-14.0","s570","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
