"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1920","13","text","0","1922","0.0-0.0","s644","","","","","","","","","","","","","","","","","",""
"942","89","poldrack-text","1","3870","0.0-1.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","942","500","fmri_response_test","","","","","","","","","","","","","",""
"378","71","poldrack-text","2","4754","0.0-2.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","378","500","fmri_response_test","","","","","","","","","","","","","",""
"7033","","survey-text","3","12296","0.0-3.0","s644","","","","task_setup","{""Q0"":""100""}","","","","","","","","","","","","",""
"23760","32","poldrack-single-stim","4","37084","0.0-4.0","s644","","23760","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","23760","","","","","","","","","",""
"786","71","poldrack-categorize","5","39446","0.0-5.0-0.0-0.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"624","71","poldrack-categorize","6","42060","0.0-5.0-0.0-1.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"638","89","poldrack-categorize","7","44675","0.0-5.0-0.0-2.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"665","71","poldrack-categorize","8","47288","0.0-5.0-0.0-3.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"580","71","poldrack-categorize","9","49900","0.0-5.0-0.0-4.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"597","89","poldrack-categorize","10","52512","0.0-5.0-0.0-5.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","5","","","","",""
"648","89","poldrack-categorize","11","55129","0.0-5.0-0.0-6.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"561","71","poldrack-categorize","12","57742","0.0-5.0-0.0-7.0","s644","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","7","","","","",""
