"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"5198","13","text","0","5201","0.0-0.0","s644","","","","","","","","","","","","","",""
"6428","89","poldrack-text","1","12636","0.0-1.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","6428","500","fmri_response_test","","","","","","","","","",""
"1739","71","poldrack-text","2","14881","0.0-2.0","s644","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1739","500","fmri_response_test","","","","","","","","","",""
"26524","32","poldrack-single-stim","3","41912","0.0-3.0","s644","","26524","500","instructions","<div class = centerbox><div class = center-text>Choose between <strong>$20 today</strong> or the presented option.<br><br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br><br>We will start with a practice trial.</div></div>","32","26524","","","","","","",""
"5321","89","poldrack-single-stim","4","47740","0.0-4.0","s644","","5321","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">$53.75</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","5321","practice","","","","","",""
"26494","32","poldrack-text","5","75239","0.0-5.0","s644","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","26494","0","fmri_scanner_wait","","","","","","","","","",""
"1663","84","poldrack-text","6","76903","0.0-6.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1663","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","7","77583","0.0-7.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","8","78263","0.0-8.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","9","78943","0.0-9.0","s644","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
