"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"2143","13","text","0","2146","0.0-0.0","s629","","","","","","","","","","","","","","","","","",""
"1534","89","poldrack-text","1","4683","0.0-1.0","s629","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1534","500","fmri_response_test","","","","","","","","","","","","","",""
"950","71","poldrack-text","2","6137","0.0-2.0","s629","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","950","500","fmri_response_test","","","","","","","","","","","","","",""
"11725","","survey-text","3","18371","0.0-3.0","s629","","","","task_setup","{""Q0"":""300""}","","","","","","","","","","","","",""
"39690","32","poldrack-single-stim","4","59087","0.0-4.0","s629","","39690","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>index finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","39690","","","","","","","","","",""
"1295","89","poldrack-categorize","5","61442","0.0-5.0-0.0-0.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","500","practice","0","","","","",""
"678","89","poldrack-categorize","6","64051","0.0-5.0-0.0-1.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"536","71","poldrack-categorize","7","66659","0.0-5.0-0.0-2.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"694","89","poldrack-categorize","8","69267","0.0-5.0-0.0-3.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"589","71","poldrack-categorize","9","71875","0.0-5.0-0.0-4.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"465","71","poldrack-categorize","10","74478","0.0-5.0-0.0-5.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"553","89","poldrack-categorize","11","77092","0.0-5.0-0.0-6.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"594","71","poldrack-categorize","12","79698","0.0-5.0-0.0-7.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","7","","","","",""
"630","89","poldrack-categorize","13","82308","0.0-5.0-0.0-8.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","8","","","","",""
"572","89","poldrack-categorize","14","84910","0.0-5.0-0.0-9.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"983","89","poldrack-categorize","15","87515","0.0-5.0-0.0-10.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"539","71","poldrack-categorize","16","90121","0.0-5.0-0.0-11.0","s629","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","11","","","","",""
"25820","32","poldrack-text","17","116193","0.0-6.0","s629","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","25820","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"882","84","poldrack-text","18","117075","0.0-7.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","882","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","117755","0.0-8.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","20","118436","0.0-9.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","119116","0.0-10.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","22","119796","0.0-11.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","23","120476","0.0-12.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","24","121155","0.0-13.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","25","121836","0.0-14.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","26","122517","0.0-15.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","27","123196","0.0-16.0","s629","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
