block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
1249.0,,practice,discount_fixed,89,,,"89,71",1249,,1249.0,,-42258,1000.0,stim,poldrack-single-stim,s555
4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1152,20.0,4000.0,,7644,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,61.0,141.0,"89,71",1995,20.0,4000.0,,12215,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",2058,20.0,4000.0,,16785,0.0,,poldrack-single-stim,s555
4908.0,larger_later,,discount_fixed,89,66.0,145.0,"89,71",2332,20.0,4000.0,,21695,0.0,,poldrack-single-stim,s555
4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",1744,20.0,4000.0,,26537,0.0,,poldrack-single-stim,s555
5248.0,larger_later,,discount_fixed,89,32.0,57.0,"89,71",1831,20.0,4000.0,,31787,0.0,,poldrack-single-stim,s555
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",2330,20.0,4000.0,,36561,0.0,,poldrack-single-stim,s555
5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",2009,20.0,4000.0,,42560,0.0,,poldrack-single-stim,s555
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",1604,20.0,4000.0,,48149,0.0,,poldrack-single-stim,s555
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",2964,20.0,4000.0,,52720,0.0,,poldrack-single-stim,s555
5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",2433,20.0,4000.0,,57834,0.0,,poldrack-single-stim,s555
5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",1532,20.0,4000.0,,63492,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",1270,20.0,4000.0,,68063,0.0,,poldrack-single-stim,s555
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1096,20.0,4000.0,,72838,0.0,,poldrack-single-stim,s555
5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",1761,20.0,4000.0,,77884,0.0,,poldrack-single-stim,s555
4840.0,larger_later,,discount_fixed,89,77.0,142.0,"89,71",1496,20.0,4000.0,,82726,0.0,,poldrack-single-stim,s555
5180.0,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",2305,20.0,4000.0,,87908,0.0,,poldrack-single-stim,s555
5044.0,smaller_sooner,,discount_fixed,71,33.0,163.0,"89,71",2517,20.0,4000.0,,92954,0.0,,poldrack-single-stim,s555
4976.0,larger_later,,discount_fixed,89,29.0,75.0,"89,71",2216,20.0,4000.0,,97932,0.0,,poldrack-single-stim,s555
4976.0,larger_later,,discount_fixed,89,45.0,157.0,"89,71",2316,20.0,4000.0,,102910,0.0,,poldrack-single-stim,s555
5316.0,larger_later,,discount_fixed,89,31.0,74.0,"89,71",1920,20.0,4000.0,,108229,0.0,,poldrack-single-stim,s555
4500.0,larger_later,,discount_fixed,89,80.0,39.0,"89,71",1306,20.0,4000.0,,112731,0.0,,poldrack-single-stim,s555
5044.0,larger_later,,discount_fixed,89,22.0,21.0,"89,71",1810,20.0,4000.0,,117777,0.0,,poldrack-single-stim,s555
4704.0,larger_later,,discount_fixed,89,52.0,139.0,"89,71",2015,20.0,4000.0,,122483,0.0,,poldrack-single-stim,s555
4840.0,larger_later,,discount_fixed,89,54.0,126.0,"89,71",1488,20.0,4000.0,,127324,0.0,,poldrack-single-stim,s555
6744.0,smaller_sooner,,discount_fixed,71,23.0,176.0,"89,71",1346,20.0,4000.0,,134070,0.0,,poldrack-single-stim,s555
4500.0,smaller_sooner,,discount_fixed,71,24.0,87.0,"89,71",2040,20.0,4000.0,,138573,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,36.0,140.0,"89,71",1562,20.0,4000.0,,143144,0.0,,poldrack-single-stim,s555
4704.0,larger_later,,discount_fixed,89,35.0,171.0,"89,71",1760,20.0,4000.0,,147851,0.0,,poldrack-single-stim,s555
4908.0,larger_later,,discount_fixed,89,34.0,43.0,"89,71",1543,20.0,4000.0,,152761,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",1238,20.0,4000.0,,157331,0.0,,poldrack-single-stim,s555
4772.0,larger_later,,discount_fixed,89,45.0,107.0,"89,71",1126,20.0,4000.0,,162106,0.0,,poldrack-single-stim,s555
4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1058,20.0,4000.0,,166744,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,39.0,161.0,"89,71",1654,20.0,4000.0,,171314,0.0,,poldrack-single-stim,s555
5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",1678,20.0,4000.0,,176768,0.0,,poldrack-single-stim,s555
5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1464,20.0,4000.0,,182154,0.0,,poldrack-single-stim,s555
4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",1024,20.0,4000.0,,186725,0.0,,poldrack-single-stim,s555
6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",1416,20.0,4000.0,,192995,0.0,,poldrack-single-stim,s555
5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1468,20.0,4000.0,,198518,0.0,,poldrack-single-stim,s555
4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",1353,20.0,4000.0,,203088,0.0,,poldrack-single-stim,s555
4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1106,20.0,4000.0,,207727,0.0,,poldrack-single-stim,s555
4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1867,20.0,4000.0,,212366,0.0,,poldrack-single-stim,s555
5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1097,20.0,4000.0,,217480,0.0,,poldrack-single-stim,s555
5316.0,larger_later,,discount_fixed,89,29.0,44.0,"89,71",1622,20.0,4000.0,,222800,0.0,,poldrack-single-stim,s555
4568.0,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",1879,20.0,4000.0,,227370,0.0,,poldrack-single-stim,s555
4568.0,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",1661,20.0,4000.0,,231941,0.0,,poldrack-single-stim,s555
4568.0,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",2062,20.0,4000.0,,236512,0.0,,poldrack-single-stim,s555
