,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
128,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1122.0,#1F45FC,1000.0,9.0,magnitude,stay,,26435,stim,7.0,poldrack-single-stim,s553
131,900.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",871.0,orange,1000.0,3.0,magnitude,stay,,29890,stim,8.0,poldrack-single-stim,s553
134,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1298.0,#1F45FC,1000.0,6.0,color,switch,,32136,stim,9.0,poldrack-single-stim,s553
137,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",880.0,#1F45FC,1000.0,3.0,magnitude,switch,,35043,stim,10.0,poldrack-single-stim,s553
140,900.0,2000.0,False,71.0,Magnitude,stay,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,8.0,magnitude,stay,,37950,stim,11.0,poldrack-single-stim,s553
143,100.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1561.0,#1F45FC,1000.0,8.0,magnitude,stay,,40192,stim,12.0,poldrack-single-stim,s553
146,900.0,2136.0,False,89.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1329.0,#1F45FC,1000.0,3.0,magnitude,stay,,43236,stim,13.0,poldrack-single-stim,s553
149,100.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",867.0,#1F45FC,1000.0,7.0,color,switch,,45620,stim,14.0,poldrack-single-stim,s553
152,100.0,3224.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1236.0,orange,1000.0,6.0,color,stay,,48949,stim,15.0,poldrack-single-stim,s553
155,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",579.0,#1F45FC,1000.0,7.0,color,stay,,51853,stim,16.0,poldrack-single-stim,s553
158,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",850.0,orange,1000.0,1.0,magnitude,switch,,54761,stim,17.0,poldrack-single-stim,s553
161,100.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",723.0,#1F45FC,1000.0,1.0,color,switch,,57140,stim,18.0,poldrack-single-stim,s553
164,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",824.0,orange,1000.0,7.0,magnitude,switch,,60190,stim,19.0,poldrack-single-stim,s553
167,900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",1262.0,#1F45FC,1000.0,2.0,magnitude,stay,,63098,stim,20.0,poldrack-single-stim,s553
170,900.0,2000.0,False,71.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1250.0,orange,1000.0,9.0,magnitude,stay,,66010,stim,21.0,poldrack-single-stim,s553
173,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",1357.0,orange,1000.0,7.0,magnitude,stay,,68922,stim,22.0,poldrack-single-stim,s553
176,100.0,2680.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1045.0,orange,1000.0,2.0,magnitude,stay,,71711,stim,23.0,poldrack-single-stim,s553
179,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1172.0,#1F45FC,1000.0,3.0,color,switch,,73823,stim,24.0,poldrack-single-stim,s553
182,100.0,2272.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",1522.0,orange,1000.0,7.0,magnitude,switch,,76204,stim,25.0,poldrack-single-stim,s553
185,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1031.0,#1F45FC,1000.0,7.0,color,switch,,79114,stim,26.0,poldrack-single-stim,s553
188,900.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",576.0,orange,1000.0,9.0,color,stay,,82298,stim,27.0,poldrack-single-stim,s553
191,100.0,2952.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",670.0,#1F45FC,1000.0,9.0,color,stay,,85360,stim,28.0,poldrack-single-stim,s553
194,100.0,2000.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",677.0,orange,1000.0,9.0,magnitude,switch,,87472,stim,29.0,poldrack-single-stim,s553
197,900.0,2000.0,False,71.0,High-Low,switch,test,twobytwo,,89.0,"89,71",674.0,orange,1000.0,8.0,magnitude,stay,,90378,stim,30.0,poldrack-single-stim,s553
200,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",961.0,#1F45FC,1000.0,3.0,color,switch,,93289,stim,31.0,poldrack-single-stim,s553
203,100.0,2000.0,False,89.0,Orange-Blue,stay,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,4.0,color,stay,,95397,stim,32.0,poldrack-single-stim,s553
206,900.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1159.0,#1F45FC,1000.0,1.0,color,stay,,98443,stim,33.0,poldrack-single-stim,s553
209,900.0,2000.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",643.0,orange,1000.0,8.0,magnitude,switch,,101354,stim,34.0,poldrack-single-stim,s553
212,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1133.0,orange,1000.0,7.0,color,switch,,103462,stim,35.0,poldrack-single-stim,s553
215,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1110.0,orange,1000.0,4.0,color,stay,,105574,stim,36.0,poldrack-single-stim,s553
218,100.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1175.0,#1F45FC,1000.0,3.0,magnitude,switch,,107954,stim,37.0,poldrack-single-stim,s553
221,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1111.0,orange,1000.0,3.0,color,switch,,110197,stim,38.0,poldrack-single-stim,s553
224,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",875.0,orange,1000.0,2.0,magnitude,switch,,112302,stim,39.0,poldrack-single-stim,s553
227,100.0,2136.0,False,71.0,Orange-Blue,,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,9.0,color,switch,,114550,stim,40.0,poldrack-single-stim,s553
230,900.0,2816.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",868.0,orange,1000.0,8.0,magnitude,switch,,118273,stim,41.0,poldrack-single-stim,s553
233,900.0,2408.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",1286.0,#1F45FC,1000.0,1.0,magnitude,stay,,121590,stim,42.0,poldrack-single-stim,s553
236,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1347.0,#1F45FC,1000.0,4.0,color,switch,,123699,stim,43.0,poldrack-single-stim,s553
239,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",645.0,orange,1000.0,4.0,magnitude,switch,,126742,stim,44.0,poldrack-single-stim,s553
242,900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",613.0,#1F45FC,1000.0,7.0,magnitude,stay,,129788,stim,45.0,poldrack-single-stim,s553
245,100.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",1238.0,#1F45FC,1000.0,6.0,magnitude,stay,,132033,stim,46.0,poldrack-single-stim,s553
248,900.0,2544.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",608.0,#1F45FC,1000.0,1.0,color,switch,,135489,stim,47.0,poldrack-single-stim,s553
251,100.0,2136.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",991.0,#1F45FC,1000.0,1.0,magnitude,switch,,137735,stim,48.0,poldrack-single-stim,s553
254,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",554.0,orange,1000.0,4.0,color,switch,,140647,stim,49.0,poldrack-single-stim,s553
257,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1202.0,orange,1000.0,4.0,magnitude,switch,,142754,stim,50.0,poldrack-single-stim,s553
260,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1049.0,#1F45FC,1000.0,6.0,magnitude,stay,,144862,stim,51.0,poldrack-single-stim,s553
263,900.0,2000.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",799.0,orange,1000.0,7.0,color,switch,,147772,stim,52.0,poldrack-single-stim,s553
266,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",453.0,#1F45FC,1000.0,4.0,magnitude,switch,,150817,stim,53.0,poldrack-single-stim,s553
269,100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",1222.0,#1F45FC,1000.0,2.0,magnitude,stay,,152925,stim,54.0,poldrack-single-stim,s553
272,100.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",946.0,#1F45FC,1000.0,4.0,magnitude,stay,,155031,stim,55.0,poldrack-single-stim,s553
275,900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",472.0,#1F45FC,1000.0,2.0,magnitude,stay,,157943,stim,56.0,poldrack-single-stim,s553
278,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",899.0,#1F45FC,1000.0,6.0,color,switch,,160989,stim,57.0,poldrack-single-stim,s553
281,100.0,2136.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",1263.0,#1F45FC,1000.0,2.0,magnitude,switch,,163234,stim,58.0,poldrack-single-stim,s553
284,900.0,2136.0,False,71.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",615.0,orange,1000.0,7.0,magnitude,stay,,166280,stim,59.0,poldrack-single-stim,s553
287,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",825.0,#1F45FC,1000.0,3.0,color,switch,,169325,stim,60.0,poldrack-single-stim,s553
290,900.0,2680.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",990.0,#1F45FC,1000.0,3.0,color,stay,,172909,stim,61.0,poldrack-single-stim,s553
293,100.0,2544.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",714.0,orange,1000.0,9.0,color,stay,,175557,stim,62.0,poldrack-single-stim,s553
296,100.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1341.0,#1F45FC,1000.0,1.0,color,stay,,177936,stim,63.0,poldrack-single-stim,s553
299,100.0,2272.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",881.0,orange,1000.0,4.0,color,stay,,180318,stim,64.0,poldrack-single-stim,s553
302,900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",740.0,#1F45FC,1000.0,9.0,magnitude,switch,,183635,stim,65.0,poldrack-single-stim,s553
305,100.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1342.0,orange,1000.0,8.0,magnitude,stay,,185880,stim,66.0,poldrack-single-stim,s553
308,100.0,2272.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1187.0,#1F45FC,1000.0,9.0,color,switch,,188264,stim,67.0,poldrack-single-stim,s553
311,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",629.0,orange,1000.0,2.0,color,stay,,191171,stim,68.0,poldrack-single-stim,s553
314,100.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1612.0,#1F45FC,1000.0,3.0,color,stay,,193417,stim,69.0,poldrack-single-stim,s553
317,900.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",619.0,orange,1000.0,7.0,color,stay,,196601,stim,70.0,poldrack-single-stim,s553
320,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",635.0,#1F45FC,1000.0,6.0,magnitude,switch,,199513,stim,71.0,poldrack-single-stim,s553
323,900.0,2680.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",700.0,orange,1000.0,3.0,color,switch,,203102,stim,72.0,poldrack-single-stim,s553
326,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1295.0,orange,1000.0,7.0,color,stay,,205214,stim,73.0,poldrack-single-stim,s553
329,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1186.0,orange,1000.0,8.0,magnitude,switch,,207321,stim,74.0,poldrack-single-stim,s553
332,100.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",778.0,orange,1000.0,1.0,magnitude,stay,,209428,stim,75.0,poldrack-single-stim,s553
335,900.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",612.0,orange,1000.0,4.0,color,switch,,212612,stim,76.0,poldrack-single-stim,s553
338,100.0,2000.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",1289.0,#1F45FC,1000.0,3.0,magnitude,switch,,214724,stim,77.0,poldrack-single-stim,s553
341,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1617.0,orange,1000.0,3.0,color,switch,,217631,stim,78.0,poldrack-single-stim,s553
344,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",982.0,#1F45FC,1000.0,1.0,magnitude,switch,,220537,stim,79.0,poldrack-single-stim,s553
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,230540,rest_block,,poldrack-single-stim,s553
350,100.0,2680.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",1197.0,#1F45FC,1000.0,6.0,magnitude,stay,,236842,stim,0.0,poldrack-single-stim,s553
353,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",501.0,orange,1000.0,1.0,color,switch,,239754,stim,1.0,poldrack-single-stim,s553
356,900.0,2136.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",616.0,orange,1000.0,7.0,magnitude,switch,,242800,stim,2.0,poldrack-single-stim,s553
359,900.0,2408.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",403.0,orange,1000.0,1.0,magnitude,stay,,246117,stim,3.0,poldrack-single-stim,s553
362,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",547.0,#1F45FC,1000.0,2.0,color,switch,,249162,stim,4.0,poldrack-single-stim,s553
365,900.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",723.0,orange,1000.0,6.0,color,stay,,252069,stim,5.0,poldrack-single-stim,s553
368,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",502.0,#1F45FC,1000.0,9.0,color,stay,,254176,stim,6.0,poldrack-single-stim,s553
371,100.0,2544.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",788.0,#1F45FC,1000.0,9.0,color,stay,,256832,stim,7.0,poldrack-single-stim,s553
374,900.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",423.0,orange,1000.0,3.0,color,stay,,259877,stim,8.0,poldrack-single-stim,s553
377,100.0,2544.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1402.0,#1F45FC,1000.0,6.0,magnitude,switch,,262534,stim,9.0,poldrack-single-stim,s553
380,900.0,2680.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1042.0,#1F45FC,1000.0,3.0,color,switch,,266123,stim,10.0,poldrack-single-stim,s553
383,900.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",405.0,orange,1000.0,8.0,color,stay,,269035,stim,11.0,poldrack-single-stim,s553
386,100.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",723.0,#1F45FC,1000.0,8.0,color,stay,,271415,stim,12.0,poldrack-single-stim,s553
389,900.0,3088.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",638.0,#1F45FC,1000.0,3.0,color,stay,,275413,stim,13.0,poldrack-single-stim,s553
392,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",890.0,#1F45FC,1000.0,7.0,magnitude,switch,,277521,stim,14.0,poldrack-single-stim,s553
395,100.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1286.0,orange,1000.0,6.0,magnitude,stay,,279766,stim,15.0,poldrack-single-stim,s553
398,900.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",775.0,#1F45FC,1000.0,7.0,magnitude,stay,,282812,stim,16.0,poldrack-single-stim,s553
401,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",834.0,orange,1000.0,1.0,color,switch,,285718,stim,17.0,poldrack-single-stim,s553
404,100.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1208.0,#1F45FC,1000.0,1.0,magnitude,switch,,288097,stim,18.0,poldrack-single-stim,s553
407,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1445.0,orange,1000.0,7.0,color,switch,,291004,stim,19.0,poldrack-single-stim,s553
410,900.0,2136.0,False,71.0,Color,switch,test,twobytwo,,89.0,"89,71",829.0,#1F45FC,1000.0,2.0,color,stay,,294044,stim,20.0,poldrack-single-stim,s553
413,900.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",1236.0,orange,1000.0,9.0,color,stay,,297089,stim,21.0,poldrack-single-stim,s553
416,900.0,2544.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",519.0,orange,1000.0,7.0,color,stay,,300540,stim,22.0,poldrack-single-stim,s553
419,100.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",719.0,orange,1000.0,2.0,color,stay,,302652,stim,23.0,poldrack-single-stim,s553
422,100.0,2136.0,False,89.0,High-Low,,test,twobytwo,,71.0,"89,71",670.0,#1F45FC,1000.0,3.0,magnitude,switch,,304898,stim,24.0,poldrack-single-stim,s553
425,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1223.0,orange,1000.0,7.0,color,switch,,307143,stim,25.0,poldrack-single-stim,s553
428,900.0,2136.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",812.0,#1F45FC,1000.0,7.0,magnitude,switch,,310183,stim,26.0,poldrack-single-stim,s553
431,900.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1025.0,orange,1000.0,9.0,magnitude,stay,,313093,stim,27.0,poldrack-single-stim,s553
434,100.0,2136.0,False,71.0,Magnitude,switch,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,9.0,magnitude,stay,,315335,stim,28.0,poldrack-single-stim,s553
437,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1227.0,orange,1000.0,9.0,color,switch,,317447,stim,29.0,poldrack-single-stim,s553
440,900.0,2136.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",778.0,orange,1000.0,8.0,color,stay,,320493,stim,30.0,poldrack-single-stim,s553
443,900.0,2816.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",1171.0,#1F45FC,1000.0,3.0,magnitude,switch,,324220,stim,31.0,poldrack-single-stim,s553
446,100.0,2136.0,False,89.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",908.0,orange,1000.0,4.0,magnitude,stay,,326461,stim,32.0,poldrack-single-stim,s553
449,900.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",1428.0,#1F45FC,1000.0,1.0,magnitude,stay,,329368,stim,33.0,poldrack-single-stim,s553
452,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1287.0,orange,1000.0,8.0,color,switch,,332280,stim,34.0,poldrack-single-stim,s553
455,100.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1609.0,orange,1000.0,7.0,magnitude,switch,,334659,stim,35.0,poldrack-single-stim,s553
458,100.0,2000.0,False,89.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",1781.0,orange,1000.0,4.0,magnitude,stay,,336771,stim,36.0,poldrack-single-stim,s553
461,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1236.0,#1F45FC,1000.0,3.0,color,switch,,338883,stim,37.0,poldrack-single-stim,s553
464,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1096.0,orange,1000.0,3.0,magnitude,switch,,340992,stim,38.0,poldrack-single-stim,s553
467,100.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1092.0,orange,1000.0,2.0,color,switch,,343512,stim,39.0,poldrack-single-stim,s553
470,100.0,2272.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1272.0,#1F45FC,1000.0,9.0,magnitude,switch,,345891,stim,40.0,poldrack-single-stim,s553
473,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",790.0,orange,1000.0,8.0,color,switch,,348931,stim,41.0,poldrack-single-stim,s553
476,900.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1248.0,#1F45FC,1000.0,1.0,color,stay,,351843,stim,42.0,poldrack-single-stim,s553
479,100.0,2000.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",1214.0,#1F45FC,1000.0,4.0,magnitude,switch,,353955,stim,43.0,poldrack-single-stim,s553
482,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",941.0,orange,1000.0,4.0,color,switch,,356995,stim,44.0,poldrack-single-stim,s553
485,900.0,2000.0,False,71.0,Color,stay,test,twobytwo,,89.0,"89,71",1268.0,#1F45FC,1000.0,7.0,color,stay,,359908,stim,45.0,poldrack-single-stim,s553
488,100.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",808.0,#1F45FC,1000.0,6.0,color,stay,,362153,stim,46.0,poldrack-single-stim,s553
491,900.0,2408.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",424.0,#1F45FC,1000.0,1.0,magnitude,switch,,365470,stim,47.0,poldrack-single-stim,s553
494,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",455.0,#1F45FC,1000.0,1.0,color,switch,,367716,stim,48.0,poldrack-single-stim,s553
497,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1149.0,orange,1000.0,4.0,magnitude,switch,,370625,stim,49.0,poldrack-single-stim,s553
500,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1727.0,orange,1000.0,4.0,color,switch,,372868,stim,50.0,poldrack-single-stim,s553
503,100.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",882.0,#1F45FC,1000.0,6.0,color,stay,,375251,stim,51.0,poldrack-single-stim,s553
506,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1717.0,orange,1000.0,7.0,magnitude,switch,,378159,stim,52.0,poldrack-single-stim,s553
