,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,2500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",707,500.0,,-80471,probe,0.0,poldrack-single-stim,s573
11,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",583,500.0,,-75951,probe,1.0,poldrack-single-stim,s573
15,1700.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",331,500.0,,-71235,probe,2.0,poldrack-single-stim,s573
19,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",469,500.0,,-66721,probe,3.0,poldrack-single-stim,s573
23,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",463,500.0,,-62206,probe,4.0,poldrack-single-stim,s573
27,2300.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",610,500.0,,-56891,probe,5.0,poldrack-single-stim,s573
31,2100.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",426,500.0,,-51776,probe,6.0,poldrack-single-stim,s573
35,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",417,500.0,,-47264,probe,7.0,poldrack-single-stim,s573
39,1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",562,500.0,,-42347,probe,8.0,poldrack-single-stim,s573
43,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",551,500.0,,-37832,probe,9.0,poldrack-single-stim,s573
66,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",455,500.0,,7293,probe,0.0,poldrack-single-stim,s573
69,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",387,500.0,,11303,probe,1.0,poldrack-single-stim,s573
72,2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",567,500.0,,16269,probe,2.0,poldrack-single-stim,s573
75,1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",670,500.0,,20551,probe,3.0,poldrack-single-stim,s573
78,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",388,500.0,,24968,probe,4.0,poldrack-single-stim,s573
81,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",550,500.0,,29390,probe,5.0,poldrack-single-stim,s573
84,2588.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",426,500.0,,34487,probe,6.0,poldrack-single-stim,s573
87,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",960,500.0,,38499,probe,7.0,poldrack-single-stim,s573
90,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",341,500.0,,42513,probe,8.0,poldrack-single-stim,s573
93,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",357,500.0,,46526,probe,9.0,poldrack-single-stim,s573
96,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",426,500.0,,50670,probe,10.0,poldrack-single-stim,s573
99,2044.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",468,500.0,,55225,probe,11.0,poldrack-single-stim,s573
102,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",411,500.0,,59506,probe,12.0,poldrack-single-stim,s573
105,2588.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",433,500.0,,64605,probe,13.0,poldrack-single-stim,s573
108,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",497,500.0,,68618,probe,14.0,poldrack-single-stim,s573
111,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",596,500.0,,73583,probe,15.0,poldrack-single-stim,s573
114,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",385,500.0,,77727,probe,16.0,poldrack-single-stim,s573
117,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",432,500.0,,81871,probe,17.0,poldrack-single-stim,s573
120,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",529,500.0,,85882,probe,18.0,poldrack-single-stim,s573
123,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",449,500.0,,90026,probe,19.0,poldrack-single-stim,s573
126,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",436,500.0,,94039,probe,20.0,poldrack-single-stim,s573
129,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",590,500.0,,98725,probe,21.0,poldrack-single-stim,s573
132,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",466,500.0,,102739,probe,22.0,poldrack-single-stim,s573
135,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",636,500.0,,107158,probe,23.0,poldrack-single-stim,s573
138,1636.0,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,111302,probe,24.0,poldrack-single-stim,s573
141,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",652,500.0,,115451,probe,25.0,poldrack-single-stim,s573
144,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",421,500.0,,119596,probe,26.0,poldrack-single-stim,s573
147,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",458,500.0,,123606,probe,27.0,poldrack-single-stim,s573
150,2044.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",436,500.0,,128161,probe,28.0,poldrack-single-stim,s573
153,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",703,500.0,,132849,probe,29.0,poldrack-single-stim,s573
156,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",756,500.0,,136993,probe,30.0,poldrack-single-stim,s573
159,1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",602,500.0,,141276,probe,31.0,poldrack-single-stim,s573
162,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",430,500.0,,145289,probe,32.0,poldrack-single-stim,s573
165,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",507,500.0,,149709,probe,33.0,poldrack-single-stim,s573
168,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",400,500.0,,154264,probe,34.0,poldrack-single-stim,s573
171,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",423,500.0,,158408,probe,35.0,poldrack-single-stim,s573
174,1772.0,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,162690,probe,36.0,poldrack-single-stim,s573
177,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",600,500.0,,166835,probe,37.0,poldrack-single-stim,s573
180,1772.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",589,500.0,,171111,probe,38.0,poldrack-single-stim,s573
183,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",464,500.0,,175123,probe,39.0,poldrack-single-stim,s573
184,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,182627,rest_block,,poldrack-single-stim,s573
188,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",491,500.0,,189779,probe,0.0,poldrack-single-stim,s573
191,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",732,500.0,,193790,probe,1.0,poldrack-single-stim,s573
194,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",496,500.0,,198345,probe,2.0,poldrack-single-stim,s573
197,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",347,500.0,,202628,probe,3.0,poldrack-single-stim,s573
200,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",420,500.0,,206776,probe,4.0,poldrack-single-stim,s573
203,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",593,500.0,,210922,probe,5.0,poldrack-single-stim,s573
206,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",527,500.0,,214932,probe,6.0,poldrack-single-stim,s573
209,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",406,500.0,,218948,probe,7.0,poldrack-single-stim,s573
212,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",778,500.0,,223503,probe,8.0,poldrack-single-stim,s573
215,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",656,500.0,,228463,probe,9.0,poldrack-single-stim,s573
218,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,500.0,,232880,probe,10.0,poldrack-single-stim,s573
221,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,500.0,,236889,probe,11.0,poldrack-single-stim,s573
