,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,3302.0,,practice,discount_fixed,89,,,"89,71",3302,,3302.0,,-45642,stim,poldrack-single-stim,s546
24,4568.0,smaller_sooner,,discount_fixed,71,74.0,121.0,"89,71",1574,20.0,4000.0,,7576,,poldrack-single-stim,s546
25,4772.0,smaller_sooner,,discount_fixed,71,45.0,107.0,"89,71",1481,20.0,4000.0,,12350,,poldrack-single-stim,s546
26,4636.0,smaller_sooner,,discount_fixed,71,77.0,24.0,"89,71",1833,20.0,4000.0,,16988,,poldrack-single-stim,s546
27,4568.0,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",1242,20.0,4000.0,,21557,,poldrack-single-stim,s546
28,5452.0,smaller_sooner,,discount_fixed,71,62.0,180.0,"89,71",2432,20.0,4000.0,,27011,,poldrack-single-stim,s546
29,5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1565,20.0,4000.0,,32396,,poldrack-single-stim,s546
30,4568.0,smaller_sooner,,discount_fixed,71,58.0,72.0,"89,71",2348,20.0,4000.0,,36967,,poldrack-single-stim,s546
31,6268.0,smaller_sooner,,discount_fixed,71,56.0,93.0,"89,71",1651,20.0,4000.0,,43238,,poldrack-single-stim,s546
32,5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1954,20.0,4000.0,,48759,,poldrack-single-stim,s546
33,4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",2822,20.0,4000.0,,53330,,poldrack-single-stim,s546
34,4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1391,20.0,4000.0,,57968,,poldrack-single-stim,s546
35,4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1350,20.0,4000.0,,62605,,poldrack-single-stim,s546
36,5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1982,20.0,4000.0,,67719,,poldrack-single-stim,s546
37,5316.0,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",1582,20.0,4000.0,,73037,,poldrack-single-stim,s546
