,SS_delay,SS_duration,SS_stimulus,SS_trial_type,correct,correct_response,exp_stage,experiment_exp_id,key_press,passed_check,possible_responses,rt,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
5,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",769,False,,-65595,stim,0.0,poldrack-categorize,s465
6,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",601,False,,-62989,stim,1.0,poldrack-categorize,s465
7,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",472,False,,-60385,stim,2.0,poldrack-categorize,s465
8,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",405,False,,-57780,stim,3.0,poldrack-categorize,s465
9,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",502,False,,-55175,stim,4.0,poldrack-categorize,s465
10,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",553,False,,-52570,stim,5.0,poldrack-categorize,s465
11,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",618,False,,-49963,stim,6.0,poldrack-categorize,s465
12,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",572,False,,-47358,stim,7.0,poldrack-categorize,s465
13,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",696,False,,-44754,stim,8.0,poldrack-categorize,s465
14,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",518,False,,-42148,stim,9.0,poldrack-categorize,s465
15,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",480,False,,-39544,stim,10.0,poldrack-categorize,s465
16,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",594,False,,-36940,stim,11.0,poldrack-categorize,s465
36,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,71.0,test,stop_signal,71.0,True,"89,71",579,False,,6074,stim,0.0,stop-signal,s465
37,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,8327,stim,1.0,stop-signal,s465
38,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",531,False,,10714,stim,2.0,stop-signal,s465
39,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,13103,stim,3.0,stop-signal,s465
40,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",600,False,,15626,stim,4.0,stop-signal,s465
41,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",604,False,,18015,stim,5.0,stop-signal,s465
42,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",841,False,,20402,stim,6.0,stop-signal,s465
43,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,89.0,test,stop_signal,89.0,True,"89,71",543,False,,23198,stim,7.0,stop-signal,s465
44,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",616,False,,25587,stim,8.0,stop-signal,s465
45,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,27840,stim,9.0,stop-signal,s465
46,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,89.0,test,stop_signal,89.0,True,"89,71",572,False,,30363,stim,10.0,stop-signal,s465
47,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,89.0,test,stop_signal,89.0,True,"89,71",477,False,,32751,stim,11.0,stop-signal,s465
48,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",700,False,,35140,stim,12.0,stop-signal,s465
49,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,37393,stim,13.0,stop-signal,s465
