,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",769,1700.0,,-74357,stim,,poldrack-categorize,s574
9,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",521,1700.0,,-70633,stim,,poldrack-categorize,s574
12,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",566,1700.0,,-66917,stim,,poldrack-categorize,s574
15,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",711,1700.0,,-63199,stim,,poldrack-categorize,s574
18,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",665,1700.0,,-59482,stim,,poldrack-categorize,s574
21,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",614,1700.0,,-55764,stim,,poldrack-categorize,s574
24,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",509,1700.0,,-52050,stim,,poldrack-categorize,s574
27,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",514,1700.0,,-48334,stim,,poldrack-categorize,s574
30,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",574,1700.0,,-44618,stim,,poldrack-categorize,s574
33,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",595,1700.0,,-40900,stim,,poldrack-categorize,s574
36,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",581,1700.0,,-37183,stim,,poldrack-categorize,s574
39,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",462,1700.0,,-33465,stim,,poldrack-categorize,s574
61,2100.952,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",649,1700.0,,5622,stim,0.0,poldrack-single-stim,s574
64,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",560,1700.0,,8230,stim,1.0,poldrack-single-stim,s574
67,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",509,1700.0,,10838,stim,2.0,poldrack-single-stim,s574
70,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",546,1700.0,,13452,stim,3.0,poldrack-single-stim,s574
73,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",513,1700.0,,16060,stim,4.0,poldrack-single-stim,s574
76,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",596,1700.0,,18668,stim,5.0,poldrack-single-stim,s574
79,2100.272,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",393,1700.0,,21276,stim,6.0,poldrack-single-stim,s574
82,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",548,1700.0,,23884,stim,7.0,poldrack-single-stim,s574
85,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",430,1700.0,,26492,stim,8.0,poldrack-single-stim,s574
88,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",562,1700.0,,29100,stim,9.0,poldrack-single-stim,s574
91,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",575,1700.0,,31714,stim,10.0,poldrack-single-stim,s574
94,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",398,1700.0,,34324,stim,11.0,poldrack-single-stim,s574
97,2100.272,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",486,1700.0,,36935,stim,12.0,poldrack-single-stim,s574
100,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",457,1700.0,,39548,stim,13.0,poldrack-single-stim,s574
103,2100.0,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",479,1700.0,,42157,stim,14.0,poldrack-single-stim,s574
106,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",425,1700.0,,44774,stim,15.0,poldrack-single-stim,s574
109,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",606,1700.0,,47383,stim,16.0,poldrack-single-stim,s574
112,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",369,1700.0,,49997,stim,17.0,poldrack-single-stim,s574
115,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",445,1700.0,,52610,stim,18.0,poldrack-single-stim,s574
118,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",389,1700.0,,55224,stim,19.0,poldrack-single-stim,s574
121,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",567,1700.0,,57837,stim,20.0,poldrack-single-stim,s574
124,2101.0879999999997,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",371,1700.0,,60451,stim,21.0,poldrack-single-stim,s574
127,2100.272,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",416,1700.0,,63059,stim,22.0,poldrack-single-stim,s574
130,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",414,1700.0,,65669,stim,23.0,poldrack-single-stim,s574
133,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",373,1700.0,,68281,stim,24.0,poldrack-single-stim,s574
136,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",633,1700.0,,70893,stim,25.0,poldrack-single-stim,s574
139,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",430,1700.0,,73502,stim,26.0,poldrack-single-stim,s574
142,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",389,1700.0,,76110,stim,27.0,poldrack-single-stim,s574
145,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",451,1700.0,,78718,stim,28.0,poldrack-single-stim,s574
148,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",343,1700.0,,81326,stim,29.0,poldrack-single-stim,s574
151,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",398,1700.0,,83934,stim,30.0,poldrack-single-stim,s574
154,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",494,1700.0,,86544,stim,31.0,poldrack-single-stim,s574
157,2100.136,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",557,1700.0,,89155,stim,32.0,poldrack-single-stim,s574
160,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",497,1700.0,,91769,stim,33.0,poldrack-single-stim,s574
163,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",512,1700.0,,94377,stim,34.0,poldrack-single-stim,s574
166,2100.408,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",397,1700.0,,96991,stim,35.0,poldrack-single-stim,s574
169,2100.544,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",537,1700.0,,99601,stim,36.0,poldrack-single-stim,s574
172,2100.408,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",460,1700.0,,102212,stim,37.0,poldrack-single-stim,s574
175,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",427,1700.0,,104820,stim,38.0,poldrack-single-stim,s574
178,2100.408,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",556,1700.0,,107429,stim,39.0,poldrack-single-stim,s574
181,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",459,1700.0,,110042,stim,40.0,poldrack-single-stim,s574
184,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",363,1700.0,,112650,stim,41.0,poldrack-single-stim,s574
187,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",500,1700.0,,115258,stim,42.0,poldrack-single-stim,s574
190,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",528,1700.0,,117872,stim,43.0,poldrack-single-stim,s574
193,2100.408,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",466,1700.0,,120480,stim,44.0,poldrack-single-stim,s574
196,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",467,1700.0,,123088,stim,45.0,poldrack-single-stim,s574
199,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",572,1700.0,,125696,stim,46.0,poldrack-single-stim,s574
202,2100.544,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",535,1700.0,,128304,stim,47.0,poldrack-single-stim,s574
205,2100.272,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",434,1700.0,,130912,stim,48.0,poldrack-single-stim,s574
208,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",397,1700.0,,133523,stim,49.0,poldrack-single-stim,s574
211,2100.408,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",473,1700.0,,136134,stim,50.0,poldrack-single-stim,s574
214,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",539,1700.0,,138742,stim,51.0,poldrack-single-stim,s574
217,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",479,1700.0,,141351,stim,52.0,poldrack-single-stim,s574
220,2100.544,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",561,1700.0,,143958,stim,53.0,poldrack-single-stim,s574
223,2100.408,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",632,1700.0,,146569,stim,54.0,poldrack-single-stim,s574
226,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",525,1700.0,,149184,stim,55.0,poldrack-single-stim,s574
229,2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",478,1700.0,,151791,stim,56.0,poldrack-single-stim,s574
232,2100.8160000000003,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",462,1700.0,,154401,stim,57.0,poldrack-single-stim,s574
235,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",499,1700.0,,157009,stim,58.0,poldrack-single-stim,s574
238,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",517,1700.0,,159617,stim,59.0,poldrack-single-stim,s574
241,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",484,1700.0,,162231,stim,60.0,poldrack-single-stim,s574
244,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",550,1700.0,,164841,stim,61.0,poldrack-single-stim,s574
247,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",461,1700.0,,167452,stim,62.0,poldrack-single-stim,s574
250,2100.544,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",445,1700.0,,170061,stim,63.0,poldrack-single-stim,s574
251,7500.0,,,,,attention_network_task,,,,,-1,none,-1,7500.0,,177565,rest_block,,poldrack-single-stim,s574
255,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",421,1700.0,,183181,stim,64.0,poldrack-single-stim,s574
258,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",513,1700.0,,185789,stim,65.0,poldrack-single-stim,s574
261,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",464,1700.0,,188397,stim,66.0,poldrack-single-stim,s574
264,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",524,1700.0,,191005,stim,67.0,poldrack-single-stim,s574
