,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,text,time_elapsed,trial_id,trial_type,worker_id
4,,practice,discount_fixed,71,,,"89,71",1498,,,-37450,stim,poldrack-single-stim,s525
24,smaller_sooner,,discount_fixed,71,67.0,74.0,"89,71",1129,20.0,,7646,,poldrack-single-stim,s525
25,larger_later,,discount_fixed,89,29.0,58.0,"89,71",2166,20.0,,12963,,poldrack-single-stim,s525
26,larger_later,,discount_fixed,89,39.0,104.0,"89,71",1373,20.0,,17941,,poldrack-single-stim,s525
27,larger_later,,discount_fixed,89,33.0,103.0,"89,71",2071,20.0,,22512,,poldrack-single-stim,s525
28,larger_later,,discount_fixed,89,33.0,78.0,"89,71",2121,20.0,,28034,,poldrack-single-stim,s525
29,smaller_sooner,,discount_fixed,71,74.0,52.0,"89,71",1910,20.0,,33624,,poldrack-single-stim,s525
30,larger_later,,discount_fixed,89,28.0,132.0,"89,71",2866,20.0,,39418,,poldrack-single-stim,s525
31,smaller_sooner,,discount_fixed,71,28.0,59.0,"89,71",1803,20.0,,43988,,poldrack-single-stim,s525
32,larger_later,,discount_fixed,89,28.0,163.0,"89,71",1294,20.0,,49103,,poldrack-single-stim,s525
33,larger_later,,discount_fixed,89,32.0,74.0,"89,71",1425,20.0,,53605,,poldrack-single-stim,s525
34,larger_later,,discount_fixed,89,57.0,89.0,"89,71",1303,20.0,,58447,,poldrack-single-stim,s525
35,larger_later,,discount_fixed,89,70.0,108.0,"89,71",2429,20.0,,63017,,poldrack-single-stim,s525
36,larger_later,,discount_fixed,89,72.0,95.0,"89,71",1767,20.0,,68404,,poldrack-single-stim,s525
37,smaller_sooner,,discount_fixed,71,30.0,36.0,"89,71",2051,20.0,,73451,,poldrack-single-stim,s525
38,smaller_sooner,,discount_fixed,71,41.0,129.0,"89,71",2841,20.0,,78157,,poldrack-single-stim,s525
39,smaller_sooner,,discount_fixed,71,78.0,129.0,"89,71",2271,20.0,,83067,,poldrack-single-stim,s525
40,larger_later,,discount_fixed,89,71.0,88.0,"89,71",1704,20.0,,87977,,poldrack-single-stim,s525
41,smaller_sooner,,discount_fixed,71,65.0,159.0,"89,71",1046,20.0,,92819,,poldrack-single-stim,s525
42,smaller_sooner,,discount_fixed,71,24.0,125.0,"89,71",1645,20.0,,97934,,poldrack-single-stim,s525
43,smaller_sooner,,discount_fixed,71,58.0,36.0,"89,71",2778,20.0,,103048,,poldrack-single-stim,s525
44,larger_later,,discount_fixed,89,63.0,37.0,"89,71",1400,20.0,,107754,,poldrack-single-stim,s525
