,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",533,500.0,,-83808,probe,0.0,poldrack-single-stim,s561
11,2500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",292,500.0,,-78297,probe,1.0,poldrack-single-stim,s561
15,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",280,500.0,,-73788,probe,2.0,poldrack-single-stim,s561
19,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",392,500.0,,-69281,probe,3.0,poldrack-single-stim,s561
23,1900.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",579,500.0,,-64374,probe,4.0,poldrack-single-stim,s561
27,2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",472,500.0,,-59064,probe,5.0,poldrack-single-stim,s561
31,2100.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",623,500.0,,-53954,probe,6.0,poldrack-single-stim,s561
35,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",445,500.0,,-49445,probe,7.0,poldrack-single-stim,s561
39,1700.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",437,500.0,,-44738,probe,8.0,poldrack-single-stim,s561
43,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",222,500.0,,-40229,probe,9.0,poldrack-single-stim,s561
66,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",477,500.0,,7147,probe,0.0,poldrack-single-stim,s561
69,1636.0,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",418,500.0,,11288,probe,1.0,poldrack-single-stim,s561
72,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",473,500.0,,15294,probe,2.0,poldrack-single-stim,s561
75,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",367,500.0,,19299,probe,3.0,poldrack-single-stim,s561
78,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",452,500.0,,23713,probe,4.0,poldrack-single-stim,s561
81,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",227,500.0,,27857,probe,5.0,poldrack-single-stim,s561
84,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",415,500.0,,32407,probe,6.0,poldrack-single-stim,s561
87,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",347,500.0,,36686,probe,7.0,poldrack-single-stim,s561
90,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",366,500.0,,40692,probe,8.0,poldrack-single-stim,s561
93,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",389,500.0,,45379,probe,9.0,poldrack-single-stim,s561
96,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",416,500.0,,49386,probe,10.0,poldrack-single-stim,s561
