,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,2100.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",774,500.0,,-82223,probe,0.0,poldrack-single-stim,s570
11,2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",716,500.0,,-76905,probe,1.0,poldrack-single-stim,s570
15,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",705,500.0,,-72393,probe,2.0,poldrack-single-stim,s570
19,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",556,500.0,,-67881,probe,3.0,poldrack-single-stim,s570
23,2500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",771,500.0,,-62369,probe,4.0,poldrack-single-stim,s570
27,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",283,500.0,,-57851,probe,5.0,poldrack-single-stim,s570
31,1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",487,500.0,,-52931,probe,6.0,poldrack-single-stim,s570
35,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",237,500.0,,-48419,probe,7.0,poldrack-single-stim,s570
39,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",447,500.0,,-43904,probe,8.0,poldrack-single-stim,s570
43,1700.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",615,500.0,,-39192,probe,9.0,poldrack-single-stim,s570
66,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",779,500.0,,7157,probe,0.0,poldrack-single-stim,s570
69,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",593,500.0,,11307,probe,1.0,poldrack-single-stim,s570
72,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",587,500.0,,15316,probe,2.0,poldrack-single-stim,s570
75,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",425,500.0,,19328,probe,3.0,poldrack-single-stim,s570
78,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",451,500.0,,23750,probe,4.0,poldrack-single-stim,s570
81,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",278,500.0,,27899,probe,5.0,poldrack-single-stim,s570
84,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",451,500.0,,32454,probe,6.0,poldrack-single-stim,s570
87,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",448,500.0,,36737,probe,7.0,poldrack-single-stim,s570
90,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",379,500.0,,40748,probe,8.0,poldrack-single-stim,s570
93,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",480,500.0,,45447,probe,9.0,poldrack-single-stim,s570
96,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",471,500.0,,49454,probe,10.0,poldrack-single-stim,s570
99,3676.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",342,500.0,,55639,probe,11.0,poldrack-single-stim,s570
102,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",259,500.0,,59783,probe,12.0,poldrack-single-stim,s570
105,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",320,500.0,,63928,probe,13.0,poldrack-single-stim,s570
108,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",236,500.0,,67944,probe,14.0,poldrack-single-stim,s570
111,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",412,500.0,,72362,probe,15.0,poldrack-single-stim,s570
114,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",411,500.0,,76509,probe,16.0,poldrack-single-stim,s570
117,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",610,500.0,,80520,probe,17.0,poldrack-single-stim,s570
120,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",506,500.0,,84937,probe,18.0,poldrack-single-stim,s570
123,2180.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",534,500.0,,89630,probe,19.0,poldrack-single-stim,s570
126,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",426,500.0,,93913,probe,20.0,poldrack-single-stim,s570
129,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",560,500.0,,97921,probe,21.0,poldrack-single-stim,s570
132,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",608,500.0,,101933,probe,22.0,poldrack-single-stim,s570
135,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,500.0,,106489,probe,23.0,poldrack-single-stim,s570
138,2860.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",406,500.0,,111860,probe,24.0,poldrack-single-stim,s570
141,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",290,500.0,,115871,probe,25.0,poldrack-single-stim,s570
144,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",607,500.0,,120149,probe,26.0,poldrack-single-stim,s570
147,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",390,500.0,,124431,probe,27.0,poldrack-single-stim,s570
150,2860.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",603,500.0,,129810,probe,28.0,poldrack-single-stim,s570
153,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",545,500.0,,134096,probe,29.0,poldrack-single-stim,s570
156,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",415,500.0,,138245,probe,30.0,poldrack-single-stim,s570
159,2452.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",345,500.0,,143208,probe,31.0,poldrack-single-stim,s570
162,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",546,500.0,,147355,probe,32.0,poldrack-single-stim,s570
165,1500.0,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",1014,500.0,,151366,probe,33.0,poldrack-single-stim,s570
168,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",521,500.0,,155516,probe,34.0,poldrack-single-stim,s570
171,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",373,500.0,,159668,probe,35.0,poldrack-single-stim,s570
174,2180.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",391,500.0,,164362,probe,36.0,poldrack-single-stim,s570
177,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",483,500.0,,168375,probe,37.0,poldrack-single-stim,s570
180,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",843,500.0,,172519,probe,38.0,poldrack-single-stim,s570
183,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",511,500.0,,176663,probe,39.0,poldrack-single-stim,s570
184,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,184168,rest_block,,poldrack-single-stim,s570
188,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",960,500.0,,191869,probe,0.0,poldrack-single-stim,s570
191,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",651,500.0,,196696,probe,1.0,poldrack-single-stim,s570
194,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",794,500.0,,200840,probe,2.0,poldrack-single-stim,s570
197,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",559,500.0,,205262,probe,3.0,poldrack-single-stim,s570
200,3540.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",456,500.0,,211315,probe,4.0,poldrack-single-stim,s570
203,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",643,500.0,,215459,probe,5.0,poldrack-single-stim,s570
206,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",352,500.0,,219470,probe,6.0,poldrack-single-stim,s570
209,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",501,500.0,,223481,probe,7.0,poldrack-single-stim,s570
212,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",491,500.0,,227764,probe,8.0,poldrack-single-stim,s570
215,2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",614,500.0,,232730,probe,9.0,poldrack-single-stim,s570
218,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",398,500.0,,237156,probe,10.0,poldrack-single-stim,s570
