,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,text,time_elapsed,trial_id,trial_type,worker_id
4,,,,,ward_and_allport,,32,,,32,,,10934,,,-94792,instruction,poldrack-single-stim,s491
23,,,,,ward_and_allport,,-1,,,none,,,-1,,,2509,practice_start_block,poldrack-single-stim,s491
24,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,2901,"1,0,0,2,3,0,0,0,0",,5915,to_hand,poldrack-single-stim,s491
25,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,440,"1,0,0,2,3,0,0,0,0",,6359,to_board,poldrack-single-stim,s491
26,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,986,"1,0,0,2,3,0,0,0,0",,7349,to_hand,poldrack-single-stim,s491
27,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,326,"1,0,0,2,3,0,0,0,0",,7677,to_board,poldrack-single-stim,s491
28,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,957,"1,0,0,2,3,0,0,0,0",,8637,to_hand,poldrack-single-stim,s491
29,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,291,"1,0,0,2,3,0,0,0,0",,8930,to_board,poldrack-single-stim,s491
30,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,8926.0,-1,,,11435,feedback,poldrack-single-stim,s491
31,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71",1.0,,2419,"1,2,0,3,0,0,0,0,0",,13859,to_hand,poldrack-single-stim,s491
32,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",1.0,,269,"1,2,0,3,0,0,0,0,0",,14131,to_board,poldrack-single-stim,s491
33,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,89,1.0,,1793,"1,2,0,3,0,0,0,0,0",,15929,to_hand,poldrack-single-stim,s491
34,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",1.0,,423,"1,2,0,3,0,0,0,0,0",,16354,to_board,poldrack-single-stim,s491
35,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,82",1.0,,1250,"1,2,0,3,0,0,0,0,0",,17608,to_hand,poldrack-single-stim,s491
36,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",1.0,,276,"1,2,0,3,0,0,0,0,0",,17886,to_board,poldrack-single-stim,s491
37,UA_with_intermeidate,,"0,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",1.0,,734,"1,2,0,3,0,0,0,0,0",,18624,to_hand,poldrack-single-stim,s491
38,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",1.0,,820,"1,2,0,3,0,0,0,0,0",,19446,to_board,poldrack-single-stim,s491
