,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
173,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",731.0,#1F45FC,1000.0,4.0,magnitude,switch,,63215,stim,22.0,poldrack-single-stim,s568
176,100.0,2408.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",913.0,#1F45FC,1000.0,7.0,magnitude,stay,,65728,stim,23.0,poldrack-single-stim,s568
179,900.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",692.0,#1F45FC,1000.0,2.0,magnitude,stay,,68769,stim,24.0,poldrack-single-stim,s568
182,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",650.0,#1F45FC,1000.0,4.0,magnitude,stay,,71673,stim,25.0,poldrack-single-stim,s568
185,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",430.0,orange,1000.0,4.0,color,switch,,74578,stim,26.0,poldrack-single-stim,s568
188,100.0,2544.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",907.0,orange,1000.0,2.0,magnitude,switch,,77225,stim,27.0,poldrack-single-stim,s568
191,100.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",817.0,orange,1000.0,2.0,magnitude,stay,,79466,stim,28.0,poldrack-single-stim,s568
194,100.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",812.0,orange,1000.0,6.0,magnitude,stay,,82115,stim,29.0,poldrack-single-stim,s568
197,100.0,2680.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1530.0,#1F45FC,1000.0,2.0,color,switch,,84900,stim,30.0,poldrack-single-stim,s568
200,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",533.0,#1F45FC,1000.0,7.0,color,stay,,87805,stim,31.0,poldrack-single-stim,s568
203,900.0,2272.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",735.0,#1F45FC,1000.0,3.0,magnitude,switch,,90981,stim,32.0,poldrack-single-stim,s568
206,100.0,3088.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",759.0,#1F45FC,1000.0,1.0,color,switch,,94173,stim,33.0,poldrack-single-stim,s568
209,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",361.0,orange,1000.0,7.0,magnitude,switch,,97077,stim,34.0,poldrack-single-stim,s568
212,100.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",767.0,#1F45FC,1000.0,4.0,magnitude,stay,,99318,stim,35.0,poldrack-single-stim,s568
215,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",540.0,#1F45FC,1000.0,7.0,color,switch,,102359,stim,36.0,poldrack-single-stim,s568
218,900.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",438.0,orange,1000.0,8.0,color,stay,,105263,stim,37.0,poldrack-single-stim,s568
221,100.0,2272.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",596.0,orange,1000.0,9.0,color,stay,,107640,stim,38.0,poldrack-single-stim,s568
224,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1122.0,orange,1000.0,3.0,magnitude,switch,,110544,stim,39.0,poldrack-single-stim,s568
227,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",909.0,#1F45FC,1000.0,7.0,color,switch,,112785,stim,40.0,poldrack-single-stim,s568
230,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",490.0,orange,1000.0,8.0,magnitude,switch,,115827,stim,41.0,poldrack-single-stim,s568
233,900.0,2544.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",717.0,#1F45FC,1000.0,4.0,magnitude,stay,,119275,stim,42.0,poldrack-single-stim,s568
236,900.0,2000.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",845.0,orange,1000.0,6.0,color,switch,,122180,stim,43.0,poldrack-single-stim,s568
239,900.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",497.0,orange,1000.0,6.0,color,stay,,125219,stim,44.0,poldrack-single-stim,s568
242,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",741.0,orange,1000.0,2.0,magnitude,switch,,128260,stim,45.0,poldrack-single-stim,s568
245,900.0,2136.0,False,71.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",522.0,#1F45FC,1000.0,6.0,color,switch,,131300,stim,46.0,poldrack-single-stim,s568
248,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",880.0,#1F45FC,1000.0,1.0,magnitude,switch,,133404,stim,47.0,poldrack-single-stim,s568
251,900.0,2136.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",810.0,#1F45FC,1000.0,6.0,color,switch,,136445,stim,48.0,poldrack-single-stim,s568
254,900.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",342.0,orange,1000.0,9.0,color,stay,,139348,stim,49.0,poldrack-single-stim,s568
257,900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",596.0,#1F45FC,1000.0,4.0,color,stay,,142389,stim,50.0,poldrack-single-stim,s568
260,100.0,2816.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",679.0,#1F45FC,1000.0,2.0,magnitude,switch,,145308,stim,51.0,poldrack-single-stim,s568
263,900.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",681.0,#1F45FC,1000.0,8.0,magnitude,stay,,148350,stim,52.0,poldrack-single-stim,s568
266,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",1212.0,orange,1000.0,3.0,magnitude,stay,,151255,stim,53.0,poldrack-single-stim,s568
269,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",740.0,#1F45FC,1000.0,9.0,color,switch,,154160,stim,54.0,poldrack-single-stim,s568
272,100.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",791.0,orange,1000.0,8.0,color,stay,,156535,stim,55.0,poldrack-single-stim,s568
275,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",884.0,orange,1000.0,8.0,magnitude,switch,,158640,stim,56.0,poldrack-single-stim,s568
278,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",565.0,orange,1000.0,9.0,color,switch,,161543,stim,57.0,poldrack-single-stim,s568
281,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",871.0,#1F45FC,1000.0,1.0,magnitude,switch,,163648,stim,58.0,poldrack-single-stim,s568
284,900.0,2408.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",720.0,#1F45FC,1000.0,7.0,color,switch,,166960,stim,59.0,poldrack-single-stim,s568
287,900.0,2272.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",541.0,#1F45FC,1000.0,3.0,color,stay,,170136,stim,60.0,poldrack-single-stim,s568
290,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",949.0,orange,1000.0,9.0,magnitude,switch,,172376,stim,61.0,poldrack-single-stim,s568
293,900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",531.0,orange,1000.0,8.0,magnitude,stay,,175281,stim,62.0,poldrack-single-stim,s568
296,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",994.0,#1F45FC,1000.0,9.0,color,switch,,177385,stim,63.0,poldrack-single-stim,s568
299,100.0,2136.0,False,89.0,High-Low,,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,6.0,magnitude,switch,,179625,stim,64.0,poldrack-single-stim,s568
302,100.0,2000.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1022.0,orange,1000.0,1.0,color,switch,,181729,stim,65.0,poldrack-single-stim,s568
305,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1317.0,orange,1000.0,3.0,magnitude,switch,,183968,stim,66.0,poldrack-single-stim,s568
308,100.0,2408.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",855.0,#1F45FC,1000.0,7.0,magnitude,stay,,186481,stim,67.0,poldrack-single-stim,s568
311,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",641.0,#1F45FC,1000.0,2.0,color,switch,,189521,stim,68.0,poldrack-single-stim,s568
314,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1265.0,orange,1000.0,3.0,magnitude,switch,,191625,stim,69.0,poldrack-single-stim,s568
317,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1088.0,orange,1000.0,2.0,color,switch,,193866,stim,70.0,poldrack-single-stim,s568
320,100.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",805.0,#1F45FC,1000.0,6.0,color,stay,,196243,stim,71.0,poldrack-single-stim,s568
323,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",458.0,orange,1000.0,6.0,magnitude,switch,,199148,stim,72.0,poldrack-single-stim,s568
326,100.0,2408.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",761.0,orange,1000.0,1.0,color,switch,,201660,stim,73.0,poldrack-single-stim,s568
329,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",914.0,orange,1000.0,9.0,color,stay,,204564,stim,74.0,poldrack-single-stim,s568
332,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",533.0,#1F45FC,1000.0,8.0,magnitude,switch,,207604,stim,75.0,poldrack-single-stim,s568
335,100.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",907.0,orange,1000.0,9.0,color,switch,,210115,stim,76.0,poldrack-single-stim,s568
338,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",637.0,#1F45FC,1000.0,4.0,magnitude,switch,,213157,stim,77.0,poldrack-single-stim,s568
341,100.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1210.0,#1F45FC,1000.0,6.0,color,switch,,215670,stim,78.0,poldrack-single-stim,s568
344,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",545.0,#1F45FC,1000.0,4.0,magnitude,switch,,218711,stim,79.0,poldrack-single-stim,s568
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,228714,rest_block,,poldrack-single-stim,s568
350,100.0,2000.0,False,71.0,High-Low,,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,4.0,magnitude,switch,,234325,stim,0.0,poldrack-single-stim,s568
353,100.0,2272.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",708.0,#1F45FC,1000.0,1.0,magnitude,stay,,236702,stim,1.0,poldrack-single-stim,s568
356,100.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",1180.0,#1F45FC,1000.0,1.0,magnitude,stay,,238806,stim,2.0,poldrack-single-stim,s568
359,100.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",611.0,orange,1000.0,4.0,magnitude,stay,,241182,stim,3.0,poldrack-single-stim,s568
362,900.0,2272.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",604.0,#1F45FC,1000.0,3.0,magnitude,stay,,244358,stim,4.0,poldrack-single-stim,s568
365,100.0,2952.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",839.0,#1F45FC,1000.0,3.0,color,switch,,247415,stim,5.0,poldrack-single-stim,s568
368,100.0,2680.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",790.0,#1F45FC,1000.0,4.0,color,stay,,250200,stim,6.0,poldrack-single-stim,s568
371,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",730.0,orange,1000.0,8.0,magnitude,switch,,252441,stim,7.0,poldrack-single-stim,s568
374,100.0,2272.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",726.0,#1F45FC,1000.0,8.0,magnitude,stay,,254818,stim,8.0,poldrack-single-stim,s568
377,900.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",522.0,orange,1000.0,2.0,magnitude,stay,,257995,stim,9.0,poldrack-single-stim,s568
380,100.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",1012.0,orange,1000.0,6.0,magnitude,stay,,260236,stim,10.0,poldrack-single-stim,s568
383,100.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1555.0,#1F45FC,1000.0,8.0,color,switch,,262749,stim,11.0,poldrack-single-stim,s568
386,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",519.0,#1F45FC,1000.0,2.0,magnitude,switch,,265790,stim,12.0,poldrack-single-stim,s568
389,100.0,2136.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",952.0,orange,1000.0,8.0,magnitude,stay,,268031,stim,13.0,poldrack-single-stim,s568
392,900.0,2000.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",619.0,orange,1000.0,1.0,color,switch,,270935,stim,14.0,poldrack-single-stim,s568
395,100.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",730.0,#1F45FC,1000.0,2.0,color,stay,,273042,stim,15.0,poldrack-single-stim,s568
398,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",800.0,orange,1000.0,9.0,magnitude,switch,,275146,stim,16.0,poldrack-single-stim,s568
401,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",450.0,orange,1000.0,1.0,color,switch,,278050,stim,17.0,poldrack-single-stim,s568
404,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1241.0,orange,1000.0,4.0,magnitude,switch,,280153,stim,18.0,poldrack-single-stim,s568
407,900.0,2272.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",630.0,orange,1000.0,3.0,color,switch,,283330,stim,19.0,poldrack-single-stim,s568
410,900.0,2408.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",561.0,#1F45FC,1000.0,4.0,color,stay,,286643,stim,20.0,poldrack-single-stim,s568
413,900.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",349.0,orange,1000.0,8.0,color,stay,,289547,stim,21.0,poldrack-single-stim,s568
416,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",814.0,#1F45FC,1000.0,4.0,magnitude,switch,,291787,stim,22.0,poldrack-single-stim,s568
419,100.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",703.0,#1F45FC,1000.0,7.0,magnitude,stay,,293891,stim,23.0,poldrack-single-stim,s568
422,900.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",855.0,#1F45FC,1000.0,2.0,magnitude,stay,,296932,stim,24.0,poldrack-single-stim,s568
425,900.0,2544.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",615.0,#1F45FC,1000.0,4.0,magnitude,stay,,300381,stim,25.0,poldrack-single-stim,s568
428,900.0,2680.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",526.0,orange,1000.0,4.0,color,switch,,303965,stim,26.0,poldrack-single-stim,s568
431,100.0,3088.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1228.0,orange,1000.0,2.0,magnitude,switch,,307158,stim,27.0,poldrack-single-stim,s568
434,100.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",565.0,orange,1000.0,2.0,magnitude,stay,,309399,stim,28.0,poldrack-single-stim,s568
437,100.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",899.0,orange,1000.0,6.0,magnitude,stay,,312046,stim,29.0,poldrack-single-stim,s568
440,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",797.0,#1F45FC,1000.0,2.0,color,switch,,314151,stim,30.0,poldrack-single-stim,s568
443,900.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",549.0,#1F45FC,1000.0,7.0,color,stay,,317191,stim,31.0,poldrack-single-stim,s568
446,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",771.0,#1F45FC,1000.0,3.0,magnitude,switch,,320095,stim,32.0,poldrack-single-stim,s568
449,100.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1224.0,#1F45FC,1000.0,1.0,color,switch,,322607,stim,33.0,poldrack-single-stim,s568
452,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",620.0,orange,1000.0,7.0,magnitude,switch,,325514,stim,34.0,poldrack-single-stim,s568
455,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",826.0,#1F45FC,1000.0,4.0,magnitude,stay,,327620,stim,35.0,poldrack-single-stim,s568
458,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",580.0,#1F45FC,1000.0,7.0,color,switch,,330525,stim,36.0,poldrack-single-stim,s568
461,900.0,2680.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",968.0,orange,1000.0,8.0,color,stay,,334109,stim,37.0,poldrack-single-stim,s568
464,100.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",794.0,orange,1000.0,9.0,color,stay,,336485,stim,38.0,poldrack-single-stim,s568
467,900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",605.0,orange,1000.0,3.0,magnitude,switch,,339798,stim,39.0,poldrack-single-stim,s568
470,100.0,3224.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1177.0,#1F45FC,1000.0,7.0,color,switch,,343128,stim,40.0,poldrack-single-stim,s568
473,900.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",712.0,orange,1000.0,8.0,magnitude,switch,,346440,stim,41.0,poldrack-single-stim,s568
476,900.0,2816.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",508.0,#1F45FC,1000.0,4.0,magnitude,stay,,350160,stim,42.0,poldrack-single-stim,s568
479,900.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",419.0,orange,1000.0,6.0,color,switch,,353473,stim,43.0,poldrack-single-stim,s568
482,900.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",461.0,orange,1000.0,6.0,color,stay,,356513,stim,44.0,poldrack-single-stim,s568
485,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",641.0,orange,1000.0,2.0,magnitude,switch,,359554,stim,45.0,poldrack-single-stim,s568
488,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1048.0,#1F45FC,1000.0,6.0,color,switch,,362460,stim,46.0,poldrack-single-stim,s568
491,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",837.0,#1F45FC,1000.0,1.0,magnitude,switch,,364564,stim,47.0,poldrack-single-stim,s568
494,900.0,2272.0,False,71.0,Orange-Blue,,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,6.0,color,switch,,367739,stim,48.0,poldrack-single-stim,s568
497,900.0,2408.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",470.0,orange,1000.0,9.0,color,stay,,371052,stim,49.0,poldrack-single-stim,s568
500,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",674.0,#1F45FC,1000.0,4.0,color,stay,,373956,stim,50.0,poldrack-single-stim,s568
503,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",950.0,#1F45FC,1000.0,2.0,magnitude,switch,,376196,stim,51.0,poldrack-single-stim,s568
506,900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",669.0,#1F45FC,1000.0,8.0,magnitude,stay,,379100,stim,52.0,poldrack-single-stim,s568
