,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
116,900.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",475.0,#1F45FC,1000.0,8.0,color,stay,,15143,stim,3.0,poldrack-single-stim,s358
119,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",777.0,#1F45FC,1000.0,7.0,magnitude,switch,,17247,stim,4.0,poldrack-single-stim,s358
122,100.0,2816.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",926.0,orange,1000.0,2.0,magnitude,stay,,20168,stim,5.0,poldrack-single-stim,s358
125,900.0,2408.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",476.0,#1F45FC,1000.0,1.0,magnitude,stay,,23481,stim,6.0,poldrack-single-stim,s358
128,100.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",726.0,#1F45FC,1000.0,7.0,magnitude,stay,,25586,stim,7.0,poldrack-single-stim,s358
131,900.0,2544.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",457.0,orange,1000.0,2.0,magnitude,stay,,29035,stim,8.0,poldrack-single-stim,s358
134,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",886.0,orange,1000.0,3.0,color,switch,,31276,stim,9.0,poldrack-single-stim,s358
137,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",531.0,orange,1000.0,9.0,magnitude,switch,,34181,stim,10.0,poldrack-single-stim,s358
140,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",916.0,orange,1000.0,3.0,magnitude,stay,,36285,stim,11.0,poldrack-single-stim,s358
143,100.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",717.0,orange,1000.0,1.0,magnitude,stay,,38526,stim,12.0,poldrack-single-stim,s358
146,100.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",796.0,orange,1000.0,4.0,magnitude,stay,,40768,stim,13.0,poldrack-single-stim,s358
149,100.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",919.0,orange,1000.0,3.0,color,switch,,43144,stim,14.0,poldrack-single-stim,s358
152,100.0,3224.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1176.0,orange,1000.0,3.0,color,stay,,46474,stim,15.0,poldrack-single-stim,s358
155,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",560.0,orange,1000.0,9.0,color,stay,,49379,stim,16.0,poldrack-single-stim,s358
158,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",562.0,orange,1000.0,1.0,magnitude,switch,,52282,stim,17.0,poldrack-single-stim,s358
161,100.0,2272.0,False,71.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",865.0,#1F45FC,1000.0,6.0,color,switch,,54659,stim,18.0,poldrack-single-stim,s358
164,100.0,2136.0,False,71.0,High-Low,,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,2.0,magnitude,switch,,56901,stim,19.0,poldrack-single-stim,s358
167,100.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",630.0,orange,1000.0,4.0,magnitude,stay,,59006,stim,20.0,poldrack-single-stim,s358
170,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",492.0,orange,1000.0,1.0,magnitude,stay,,61911,stim,21.0,poldrack-single-stim,s358
173,100.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",557.0,orange,1000.0,9.0,magnitude,stay,,64014,stim,22.0,poldrack-single-stim,s358
176,900.0,2680.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",513.0,#1F45FC,1000.0,4.0,magnitude,stay,,67599,stim,23.0,poldrack-single-stim,s358
179,900.0,2000.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",543.0,#1F45FC,1000.0,7.0,color,switch,,70503,stim,24.0,poldrack-single-stim,s358
182,100.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1206.0,#1F45FC,1000.0,9.0,magnitude,switch,,72880,stim,25.0,poldrack-single-stim,s358
185,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",945.0,orange,1000.0,9.0,color,switch,,74985,stim,26.0,poldrack-single-stim,s358
188,100.0,2272.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1234.0,#1F45FC,1000.0,3.0,color,stay,,77362,stim,27.0,poldrack-single-stim,s358
191,900.0,2952.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",604.0,#1F45FC,1000.0,8.0,color,stay,,81218,stim,28.0,poldrack-single-stim,s358
194,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",830.0,orange,1000.0,9.0,magnitude,switch,,83322,stim,29.0,poldrack-single-stim,s358
197,100.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",679.0,#1F45FC,1000.0,4.0,magnitude,stay,,85426,stim,30.0,poldrack-single-stim,s358
200,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",847.0,orange,1000.0,1.0,color,switch,,87530,stim,31.0,poldrack-single-stim,s358
203,100.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",675.0,orange,1000.0,7.0,color,stay,,89635,stim,32.0,poldrack-single-stim,s358
206,900.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",468.0,orange,1000.0,3.0,color,stay,,92674,stim,33.0,poldrack-single-stim,s358
209,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1006.0,#1F45FC,1000.0,6.0,magnitude,switch,,94778,stim,34.0,poldrack-single-stim,s358
212,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",869.0,orange,1000.0,2.0,color,switch,,96883,stim,35.0,poldrack-single-stim,s358
215,100.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",677.0,orange,1000.0,2.0,color,stay,,98987,stim,36.0,poldrack-single-stim,s358
218,100.0,2272.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",771.0,#1F45FC,1000.0,7.0,magnitude,switch,,101363,stim,37.0,poldrack-single-stim,s358
221,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",833.0,#1F45FC,1000.0,6.0,color,switch,,103603,stim,38.0,poldrack-single-stim,s358
224,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",871.0,orange,1000.0,1.0,magnitude,switch,,106509,stim,39.0,poldrack-single-stim,s358
227,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",401.0,orange,1000.0,7.0,color,switch,,109550,stim,40.0,poldrack-single-stim,s358
230,100.0,2816.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",622.0,#1F45FC,1000.0,2.0,magnitude,switch,,112469,stim,41.0,poldrack-single-stim,s358
233,100.0,2408.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",643.0,orange,1000.0,4.0,magnitude,stay,,114982,stim,42.0,poldrack-single-stim,s358
236,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",523.0,#1F45FC,1000.0,6.0,color,switch,,117886,stim,43.0,poldrack-single-stim,s358
239,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",422.0,orange,1000.0,1.0,magnitude,switch,,120925,stim,44.0,poldrack-single-stim,s358
242,100.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",725.0,orange,1000.0,7.0,magnitude,stay,,123166,stim,45.0,poldrack-single-stim,s358
245,900.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",492.0,orange,1000.0,1.0,magnitude,stay,,126206,stim,46.0,poldrack-single-stim,s358
248,100.0,2544.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1106.0,orange,1000.0,4.0,color,switch,,128855,stim,47.0,poldrack-single-stim,s358
251,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",641.0,#1F45FC,1000.0,6.0,magnitude,switch,,131896,stim,48.0,poldrack-single-stim,s358
254,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",861.0,orange,1000.0,4.0,color,switch,,133999,stim,49.0,poldrack-single-stim,s358
257,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1370.0,#1F45FC,1000.0,8.0,magnitude,switch,,136104,stim,50.0,poldrack-single-stim,s358
260,900.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",608.0,orange,1000.0,6.0,magnitude,stay,,139009,stim,51.0,poldrack-single-stim,s358
263,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",565.0,orange,1000.0,3.0,color,switch,,141912,stim,52.0,poldrack-single-stim,s358
266,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",603.0,#1F45FC,1000.0,4.0,magnitude,switch,,144954,stim,53.0,poldrack-single-stim,s358
269,900.0,2000.0,False,89.0,High-Low,switch,test,twobytwo,,71.0,"89,71",675.0,#1F45FC,1000.0,6.0,magnitude,stay,,147858,stim,54.0,poldrack-single-stim,s358
272,900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",684.0,#1F45FC,1000.0,1.0,magnitude,stay,,150761,stim,55.0,poldrack-single-stim,s358
275,100.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",623.0,#1F45FC,1000.0,9.0,magnitude,stay,,152866,stim,56.0,poldrack-single-stim,s358
278,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1028.0,#1F45FC,1000.0,9.0,color,switch,,155907,stim,57.0,poldrack-single-stim,s358
281,100.0,2136.0,False,89.0,Magnitude,,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,8.0,magnitude,switch,,158148,stim,58.0,poldrack-single-stim,s358
284,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",751.0,#1F45FC,1000.0,7.0,magnitude,stay,,160389,stim,59.0,poldrack-single-stim,s358
287,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1033.0,#1F45FC,1000.0,6.0,color,switch,,163429,stim,60.0,poldrack-single-stim,s358
290,100.0,2680.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",620.0,orange,1000.0,9.0,color,stay,,166213,stim,61.0,poldrack-single-stim,s358
293,100.0,2544.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",684.0,#1F45FC,1000.0,1.0,color,stay,,168861,stim,62.0,poldrack-single-stim,s358
296,900.0,2272.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",415.0,orange,1000.0,6.0,color,stay,,172038,stim,63.0,poldrack-single-stim,s358
299,100.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",730.0,#1F45FC,1000.0,1.0,color,stay,,174415,stim,64.0,poldrack-single-stim,s358
302,100.0,2408.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",983.0,#1F45FC,1000.0,6.0,magnitude,switch,,176927,stim,65.0,poldrack-single-stim,s358
305,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",593.0,orange,1000.0,9.0,magnitude,stay,,179169,stim,66.0,poldrack-single-stim,s358
308,900.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",495.0,orange,1000.0,3.0,color,switch,,182346,stim,67.0,poldrack-single-stim,s358
311,100.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",698.0,#1F45FC,1000.0,9.0,color,stay,,184452,stim,68.0,poldrack-single-stim,s358
314,100.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1176.0,#1F45FC,1000.0,9.0,color,stay,,186693,stim,69.0,poldrack-single-stim,s358
317,900.0,2272.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",631.0,#1F45FC,1000.0,8.0,color,stay,,189868,stim,70.0,poldrack-single-stim,s358
320,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",543.0,orange,1000.0,9.0,magnitude,switch,,192772,stim,71.0,poldrack-single-stim,s358
323,900.0,2680.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",835.0,#1F45FC,1000.0,1.0,color,switch,,196357,stim,72.0,poldrack-single-stim,s358
326,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1834.0,#1F45FC,1000.0,9.0,color,stay,,198461,stim,73.0,poldrack-single-stim,s358
329,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",856.0,#1F45FC,1000.0,9.0,magnitude,switch,,200564,stim,74.0,poldrack-single-stim,s358
332,900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",455.0,#1F45FC,1000.0,7.0,magnitude,stay,,203469,stim,75.0,poldrack-single-stim,s358
335,900.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",930.0,orange,1000.0,8.0,color,switch,,206644,stim,76.0,poldrack-single-stim,s358
338,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1164.0,#1F45FC,1000.0,6.0,magnitude,switch,,209550,stim,77.0,poldrack-single-stim,s358
341,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",616.0,orange,1000.0,9.0,color,switch,,211656,stim,78.0,poldrack-single-stim,s358
344,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",624.0,orange,1000.0,1.0,magnitude,switch,,213759,stim,79.0,poldrack-single-stim,s358
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,223762,rest_block,,poldrack-single-stim,s358
350,900.0,2680.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",445.0,#1F45FC,1000.0,7.0,color,stay,,230854,stim,0.0,poldrack-single-stim,s358
353,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",997.0,#1F45FC,1000.0,1.0,magnitude,switch,,232958,stim,1.0,poldrack-single-stim,s358
356,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",487.0,#1F45FC,1000.0,2.0,color,switch,,235998,stim,2.0,poldrack-single-stim,s358
359,900.0,2408.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",469.0,#1F45FC,1000.0,8.0,color,stay,,239309,stim,3.0,poldrack-single-stim,s358
362,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",869.0,#1F45FC,1000.0,7.0,magnitude,switch,,241550,stim,4.0,poldrack-single-stim,s358
365,100.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",615.0,orange,1000.0,2.0,magnitude,stay,,243654,stim,5.0,poldrack-single-stim,s358
368,900.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1027.0,#1F45FC,1000.0,1.0,magnitude,stay,,246558,stim,6.0,poldrack-single-stim,s358
371,100.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",630.0,#1F45FC,1000.0,7.0,magnitude,stay,,249206,stim,7.0,poldrack-single-stim,s358
374,900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",707.0,orange,1000.0,2.0,magnitude,stay,,252248,stim,8.0,poldrack-single-stim,s358
377,100.0,2544.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",944.0,orange,1000.0,3.0,color,switch,,254896,stim,9.0,poldrack-single-stim,s358
380,900.0,2680.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1035.0,orange,1000.0,9.0,magnitude,switch,,258481,stim,10.0,poldrack-single-stim,s358
383,100.0,2000.0,False,71.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",640.0,orange,1000.0,3.0,magnitude,stay,,260586,stim,11.0,poldrack-single-stim,s358
386,100.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",791.0,orange,1000.0,1.0,magnitude,stay,,262960,stim,12.0,poldrack-single-stim,s358
389,100.0,3088.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",745.0,orange,1000.0,4.0,magnitude,stay,,266153,stim,13.0,poldrack-single-stim,s358
392,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",750.0,orange,1000.0,3.0,color,switch,,268257,stim,14.0,poldrack-single-stim,s358
395,100.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",697.0,orange,1000.0,3.0,color,stay,,270500,stim,15.0,poldrack-single-stim,s358
398,900.0,2136.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",498.0,orange,1000.0,9.0,color,stay,,273541,stim,16.0,poldrack-single-stim,s358
401,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",804.0,orange,1000.0,1.0,magnitude,switch,,276444,stim,17.0,poldrack-single-stim,s358
404,100.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",963.0,#1F45FC,1000.0,6.0,color,switch,,278820,stim,18.0,poldrack-single-stim,s358
407,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",765.0,orange,1000.0,2.0,magnitude,switch,,280925,stim,19.0,poldrack-single-stim,s358
410,100.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",978.0,orange,1000.0,4.0,magnitude,stay,,283167,stim,20.0,poldrack-single-stim,s358
413,900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",544.0,orange,1000.0,1.0,magnitude,stay,,286208,stim,21.0,poldrack-single-stim,s358
416,100.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",830.0,orange,1000.0,9.0,magnitude,stay,,288856,stim,22.0,poldrack-single-stim,s358
419,900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",444.0,#1F45FC,1000.0,4.0,magnitude,stay,,291760,stim,23.0,poldrack-single-stim,s358
422,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1120.0,#1F45FC,1000.0,7.0,color,switch,,294800,stim,24.0,poldrack-single-stim,s358
425,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",924.0,#1F45FC,1000.0,9.0,magnitude,switch,,297040,stim,25.0,poldrack-single-stim,s358
428,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",817.0,orange,1000.0,9.0,color,switch,,299280,stim,26.0,poldrack-single-stim,s358
431,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",738.0,#1F45FC,1000.0,3.0,color,stay,,301384,stim,27.0,poldrack-single-stim,s358
434,900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",692.0,#1F45FC,1000.0,8.0,color,stay,,304425,stim,28.0,poldrack-single-stim,s358
437,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",702.0,orange,1000.0,9.0,magnitude,switch,,306530,stim,29.0,poldrack-single-stim,s358
440,100.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",873.0,#1F45FC,1000.0,4.0,magnitude,stay,,308770,stim,30.0,poldrack-single-stim,s358
443,100.0,2816.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1010.0,orange,1000.0,1.0,color,switch,,311691,stim,31.0,poldrack-single-stim,s358
446,100.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",1224.0,orange,1000.0,7.0,color,stay,,313932,stim,32.0,poldrack-single-stim,s358
449,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",453.0,orange,1000.0,3.0,color,stay,,316836,stim,33.0,poldrack-single-stim,s358
452,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",880.0,#1F45FC,1000.0,6.0,magnitude,switch,,318940,stim,34.0,poldrack-single-stim,s358
455,100.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1046.0,orange,1000.0,2.0,color,switch,,321317,stim,35.0,poldrack-single-stim,s358
458,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",548.0,orange,1000.0,2.0,color,stay,,323423,stim,36.0,poldrack-single-stim,s358
461,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1061.0,#1F45FC,1000.0,7.0,magnitude,switch,,325527,stim,37.0,poldrack-single-stim,s358
464,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",684.0,#1F45FC,1000.0,6.0,color,switch,,327631,stim,38.0,poldrack-single-stim,s358
467,900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",674.0,orange,1000.0,1.0,magnitude,switch,,330944,stim,39.0,poldrack-single-stim,s358
470,900.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",941.0,orange,1000.0,7.0,color,switch,,334119,stim,40.0,poldrack-single-stim,s358
473,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",884.0,#1F45FC,1000.0,2.0,magnitude,switch,,336359,stim,41.0,poldrack-single-stim,s358
476,100.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",943.0,orange,1000.0,4.0,magnitude,stay,,338464,stim,42.0,poldrack-single-stim,s358
479,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",414.0,#1F45FC,1000.0,6.0,color,switch,,341368,stim,43.0,poldrack-single-stim,s358
482,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",611.0,orange,1000.0,1.0,magnitude,switch,,344408,stim,44.0,poldrack-single-stim,s358
485,100.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",796.0,orange,1000.0,7.0,magnitude,stay,,346511,stim,45.0,poldrack-single-stim,s358
488,900.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",666.0,orange,1000.0,1.0,magnitude,stay,,349549,stim,46.0,poldrack-single-stim,s358
491,100.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",950.0,orange,1000.0,4.0,color,switch,,352062,stim,47.0,poldrack-single-stim,s358
494,900.0,2136.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",635.0,#1F45FC,1000.0,6.0,magnitude,switch,,355101,stim,48.0,poldrack-single-stim,s358
497,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1057.0,orange,1000.0,4.0,color,switch,,357205,stim,49.0,poldrack-single-stim,s358
500,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1057.0,#1F45FC,1000.0,8.0,magnitude,switch,,359446,stim,50.0,poldrack-single-stim,s358
503,900.0,2272.0,False,89.0,High-Low,stay,test,twobytwo,,71.0,"89,71",413.0,orange,1000.0,6.0,magnitude,stay,,362624,stim,51.0,poldrack-single-stim,s358
506,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",453.0,orange,1000.0,3.0,color,switch,,365529,stim,52.0,poldrack-single-stim,s358
