,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,1889.0,,practice,discount_fixed,89,,,"89,71",1889,,1889.0,,-39842,stim,poldrack-single-stim,s548
24,4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",957,20.0,4000.0,,7576,,poldrack-single-stim,s548
25,4772.0,larger_later,,discount_fixed,89,45.0,107.0,"89,71",2113,20.0,4000.0,,12350,,poldrack-single-stim,s548
26,4636.0,smaller_sooner,,discount_fixed,71,77.0,24.0,"89,71",2946,20.0,4000.0,,16988,,poldrack-single-stim,s548
27,4568.0,larger_later,,discount_fixed,89,39.0,161.0,"89,71",2066,20.0,4000.0,,21558,,poldrack-single-stim,s548
28,5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",3282,20.0,4000.0,,27012,,poldrack-single-stim,s548
29,5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1844,20.0,4000.0,,32398,,poldrack-single-stim,s548
30,4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",2979,20.0,4000.0,,36969,,poldrack-single-stim,s548
31,6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",3706,20.0,4000.0,,43239,,poldrack-single-stim,s548
32,5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1787,20.0,4000.0,,48760,,poldrack-single-stim,s548
33,4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",1200,20.0,4000.0,,53330,,poldrack-single-stim,s548
34,4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",2320,20.0,4000.0,,57969,,poldrack-single-stim,s548
35,4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",900,20.0,4000.0,,62606,,poldrack-single-stim,s548
36,5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1484,20.0,4000.0,,67720,,poldrack-single-stim,s548
37,5316.0,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",2402,20.0,4000.0,,73038,,poldrack-single-stim,s548
38,4568.0,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",1915,20.0,4000.0,,77608,,poldrack-single-stim,s548
39,4568.0,larger_later,,discount_fixed,89,23.0,77.0,"89,71",3212,20.0,4000.0,,82178,,poldrack-single-stim,s548
40,4568.0,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",2069,20.0,4000.0,,86747,,poldrack-single-stim,s548
41,4840.0,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",930,20.0,4000.0,,91589,,poldrack-single-stim,s548
42,4500.0,smaller_sooner,,discount_fixed,71,55.0,107.0,"89,71",2154,20.0,4000.0,,96091,,poldrack-single-stim,s548
43,5656.0,larger_later,,discount_fixed,89,44.0,143.0,"89,71",3523,20.0,4000.0,,101750,,poldrack-single-stim,s548
44,4908.0,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1272,20.0,4000.0,,106660,,poldrack-single-stim,s548
45,4636.0,smaller_sooner,,discount_fixed,71,65.0,156.0,"89,71",1400,20.0,4000.0,,111297,,poldrack-single-stim,s548
46,4500.0,larger_later,,discount_fixed,89,22.0,27.0,"89,71",2285,20.0,4000.0,,115798,,poldrack-single-stim,s548
47,4500.0,larger_later,,discount_fixed,89,50.0,59.0,"89,71",3073,20.0,4000.0,,120300,,poldrack-single-stim,s548
48,5112.0,larger_later,,discount_fixed,89,85.0,129.0,"89,71",3857,20.0,4000.0,,125414,,poldrack-single-stim,s548
49,6132.0,larger_later,,discount_fixed,89,66.0,58.0,"89,71",2306,20.0,4000.0,,131548,,poldrack-single-stim,s548
50,4840.0,smaller_sooner,,discount_fixed,71,49.0,172.0,"89,71",1270,20.0,4000.0,,136390,,poldrack-single-stim,s548
51,4568.0,larger_later,,discount_fixed,89,73.0,44.0,"89,71",1944,20.0,4000.0,,140961,,poldrack-single-stim,s548
52,4704.0,larger_later,,discount_fixed,89,58.0,73.0,"89,71",3034,20.0,4000.0,,145668,,poldrack-single-stim,s548
53,5860.0,larger_later,,discount_fixed,89,71.0,76.0,"89,71",1935,20.0,4000.0,,151530,,poldrack-single-stim,s548
54,4636.0,smaller_sooner,,discount_fixed,71,67.0,74.0,"89,71",2462,20.0,4000.0,,156168,,poldrack-single-stim,s548
55,5316.0,larger_later,,discount_fixed,89,29.0,58.0,"89,71",2191,20.0,4000.0,,161485,,poldrack-single-stim,s548
56,4976.0,smaller_sooner,,discount_fixed,71,39.0,104.0,"89,71",3224,20.0,4000.0,,166463,,poldrack-single-stim,s548
57,4568.0,smaller_sooner,,discount_fixed,71,33.0,103.0,"89,71",1437,20.0,4000.0,,171032,,poldrack-single-stim,s548
58,5520.0,larger_later,,discount_fixed,89,33.0,78.0,"89,71",3585,20.0,4000.0,,175163,,poldrack-single-stim,s548
59,5588.0,larger_later,,discount_fixed,89,74.0,52.0,"89,71",3849,20.0,4000.0,,180754,,poldrack-single-stim,s548
60,5792.0,larger_later,,discount_fixed,89,28.0,132.0,"89,71",2963,20.0,4000.0,,186548,,poldrack-single-stim,s548
61,4568.0,larger_later,,discount_fixed,89,28.0,59.0,"89,71",2958,20.0,4000.0,,191118,,poldrack-single-stim,s548
62,5112.0,larger_later,,discount_fixed,89,28.0,163.0,"89,71",1359,20.0,4000.0,,196233,,poldrack-single-stim,s548
63,4500.0,false,,discount_fixed,-1,32.0,74.0,"89,71",-1,20.0,4000.0,,200735,,poldrack-single-stim,s548
64,4840.0,larger_later,,discount_fixed,89,57.0,89.0,"89,71",433,20.0,4000.0,,205577,,poldrack-single-stim,s548
65,4568.0,larger_later,,discount_fixed,89,70.0,108.0,"89,71",3277,20.0,4000.0,,210148,,poldrack-single-stim,s548
66,5384.0,smaller_sooner,,discount_fixed,71,72.0,95.0,"89,71",2305,20.0,4000.0,,215535,,poldrack-single-stim,s548
67,5044.0,larger_later,,discount_fixed,89,30.0,36.0,"89,71",2013,20.0,4000.0,,220582,,poldrack-single-stim,s548
68,4704.0,larger_later,,discount_fixed,89,41.0,129.0,"89,71",3259,20.0,4000.0,,225288,,poldrack-single-stim,s548
69,4908.0,larger_later,,discount_fixed,89,78.0,129.0,"89,71",1325,20.0,4000.0,,230198,,poldrack-single-stim,s548
70,4908.0,larger_later,,discount_fixed,89,71.0,88.0,"89,71",1260,20.0,4000.0,,235108,,poldrack-single-stim,s548
71,4840.0,smaller_sooner,,discount_fixed,71,65.0,159.0,"89,71",1350,20.0,4000.0,,239950,,poldrack-single-stim,s548
72,5112.0,larger_later,,discount_fixed,89,24.0,125.0,"89,71",1566,20.0,4000.0,,245064,,poldrack-single-stim,s548
73,5112.0,smaller_sooner,,discount_fixed,71,58.0,36.0,"89,71",1551,20.0,4000.0,,250177,,poldrack-single-stim,s548
74,4704.0,smaller_sooner,,discount_fixed,71,63.0,37.0,"89,71",3193,20.0,4000.0,,254883,,poldrack-single-stim,s548
75,4840.0,larger_later,,discount_fixed,89,75.0,41.0,"89,71",1012,20.0,4000.0,,259724,,poldrack-single-stim,s548
76,4840.0,smaller_sooner,,discount_fixed,71,45.0,72.0,"89,71",1980,20.0,4000.0,,264566,,poldrack-single-stim,s548
77,6880.0,larger_later,,discount_fixed,89,25.0,74.0,"89,71",1953,20.0,4000.0,,271448,,poldrack-single-stim,s548
78,4568.0,smaller_sooner,,discount_fixed,71,65.0,137.0,"89,71",3140,20.0,4000.0,,276019,,poldrack-single-stim,s548
79,4772.0,smaller_sooner,,discount_fixed,71,49.0,140.0,"89,71",973,20.0,4000.0,,280793,,poldrack-single-stim,s548
80,7016.0,smaller_sooner,,discount_fixed,71,67.0,103.0,"89,71",1255,20.0,4000.0,,287810,,poldrack-single-stim,s548
81,4704.0,smaller_sooner,,discount_fixed,71,69.0,172.0,"89,71",1007,20.0,4000.0,,292516,,poldrack-single-stim,s548
82,5180.0,larger_later,,discount_fixed,89,66.0,71.0,"89,71",1611,20.0,4000.0,,297698,,poldrack-single-stim,s548
83,5044.0,smaller_sooner,,discount_fixed,71,71.0,176.0,"89,71",626,20.0,4000.0,,302744,,poldrack-single-stim,s548
84,5316.0,larger_later,,discount_fixed,89,31.0,76.0,"89,71",2644,20.0,4000.0,,308061,,poldrack-single-stim,s548
85,7500.0,,,discount_fixed,-1,,,none,-1,,7500.0,,315563,rest_block,poldrack-single-stim,s548
86,4568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",2466,20.0,4000.0,,321134,,poldrack-single-stim,s548
87,4636.0,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",1911,20.0,4000.0,,325772,,poldrack-single-stim,s548
88,4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",1192,20.0,4000.0,,330681,,poldrack-single-stim,s548
89,4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",2487,20.0,4000.0,,335183,,poldrack-single-stim,s548
90,4976.0,smaller_sooner,,discount_fixed,71,44.0,92.0,"89,71",1974,20.0,4000.0,,340161,,poldrack-single-stim,s548
91,4908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",864,20.0,4000.0,,345070,,poldrack-single-stim,s548
92,4568.0,larger_later,,discount_fixed,89,64.0,89.0,"89,71",2191,20.0,4000.0,,349641,,poldrack-single-stim,s548
93,4500.0,larger_later,,discount_fixed,89,78.0,108.0,"89,71",2650,20.0,4000.0,,354143,,poldrack-single-stim,s548
94,6200.0,smaller_sooner,,discount_fixed,71,80.0,145.0,"89,71",2258,20.0,4000.0,,360345,,poldrack-single-stim,s548
95,4704.0,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",2378,20.0,4000.0,,365051,,poldrack-single-stim,s548
96,5044.0,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",1486,20.0,4000.0,,370097,,poldrack-single-stim,s548
97,5044.0,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",2999,20.0,4000.0,,375143,,poldrack-single-stim,s548
98,5180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",2470,20.0,4000.0,,380325,,poldrack-single-stim,s548
99,4976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",2118,20.0,4000.0,,385303,,poldrack-single-stim,s548
100,4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",1071,20.0,4000.0,,390078,,poldrack-single-stim,s548
101,4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1243,20.0,4000.0,,394852,,poldrack-single-stim,s548
102,5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1874,20.0,4000.0,,400034,,poldrack-single-stim,s548
103,5180.0,smaller_sooner,,discount_fixed,71,77.0,161.0,"89,71",1482,20.0,4000.0,,405216,,poldrack-single-stim,s548
104,5248.0,smaller_sooner,,discount_fixed,71,55.0,163.0,"89,71",1705,20.0,4000.0,,410466,,poldrack-single-stim,s548
105,4568.0,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",1162,20.0,4000.0,,415035,,poldrack-single-stim,s548
106,4500.0,smaller_sooner,,discount_fixed,71,76.0,161.0,"89,71",1131,20.0,4000.0,,419537,,poldrack-single-stim,s548
107,4908.0,smaller_sooner,,discount_fixed,71,48.0,128.0,"89,71",1580,20.0,4000.0,,424447,,poldrack-single-stim,s548
108,4568.0,smaller_sooner,,discount_fixed,71,39.0,95.0,"89,71",2584,20.0,4000.0,,429017,,poldrack-single-stim,s548
109,6200.0,larger_later,,discount_fixed,89,83.0,105.0,"89,71",1456,20.0,4000.0,,435219,,poldrack-single-stim,s548
110,4908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",1059,20.0,4000.0,,440129,,poldrack-single-stim,s548
111,5248.0,smaller_sooner,,discount_fixed,71,56.0,172.0,"89,71",738,20.0,4000.0,,445379,,poldrack-single-stim,s548
112,5044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1119,20.0,4000.0,,450426,,poldrack-single-stim,s548
113,4636.0,smaller_sooner,,discount_fixed,71,50.0,129.0,"89,71",1874,20.0,4000.0,,455063,,poldrack-single-stim,s548
114,4704.0,larger_later,,discount_fixed,89,23.0,61.0,"89,71",728,20.0,4000.0,,459769,,poldrack-single-stim,s548
115,4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",2442,20.0,4000.0,,464406,,poldrack-single-stim,s548
116,4568.0,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",2951,20.0,4000.0,,468977,,poldrack-single-stim,s548
