,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",1082,1700.0,,-71402,stim,,poldrack-categorize,s579
9,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",704,1700.0,,-67687,stim,,poldrack-categorize,s579
12,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",634,1700.0,,-63968,stim,,poldrack-categorize,s579
15,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",706,1700.0,,-60253,stim,,poldrack-categorize,s579
18,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",622,1700.0,,-56539,stim,,poldrack-categorize,s579
21,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",679,1700.0,,-52820,stim,,poldrack-categorize,s579
24,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",572,1700.0,,-49103,stim,,poldrack-categorize,s579
27,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",503,1700.0,,-45386,stim,,poldrack-categorize,s579
30,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",495,1700.0,,-41671,stim,,poldrack-categorize,s579
33,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",831,1700.0,,-37959,stim,,poldrack-categorize,s579
36,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",538,1700.0,,-34248,stim,,poldrack-categorize,s579
39,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",738,1700.0,,-30532,stim,,poldrack-categorize,s579
61,2100.952,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",735,1700.0,,5616,stim,0.0,poldrack-single-stim,s579
64,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",591,1700.0,,8224,stim,1.0,poldrack-single-stim,s579
67,2100.272,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",565,1700.0,,10832,stim,2.0,poldrack-single-stim,s579
70,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",637,1700.0,,13440,stim,3.0,poldrack-single-stim,s579
73,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",413,1700.0,,16049,stim,4.0,poldrack-single-stim,s579
76,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",570,1700.0,,18657,stim,5.0,poldrack-single-stim,s579
79,2100.272,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",487,1700.0,,21265,stim,6.0,poldrack-single-stim,s579
82,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",622,1700.0,,23873,stim,7.0,poldrack-single-stim,s579
85,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",534,1700.0,,26486,stim,8.0,poldrack-single-stim,s579
88,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",556,1700.0,,29099,stim,9.0,poldrack-single-stim,s579
91,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",759,1700.0,,31713,stim,10.0,poldrack-single-stim,s579
94,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",534,1700.0,,34322,stim,11.0,poldrack-single-stim,s579
97,2100.272,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",545,1700.0,,36929,stim,12.0,poldrack-single-stim,s579
100,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",575,1700.0,,39539,stim,13.0,poldrack-single-stim,s579
103,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",694,1700.0,,42153,stim,14.0,poldrack-single-stim,s579
106,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",590,1700.0,,44764,stim,15.0,poldrack-single-stim,s579
109,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",529,1700.0,,47372,stim,16.0,poldrack-single-stim,s579
112,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",458,1700.0,,49981,stim,17.0,poldrack-single-stim,s579
115,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",635,1700.0,,52594,stim,18.0,poldrack-single-stim,s579
118,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",629,1700.0,,55207,stim,19.0,poldrack-single-stim,s579
121,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",504,1700.0,,57815,stim,20.0,poldrack-single-stim,s579
124,2101.0879999999997,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",652,1700.0,,60429,stim,21.0,poldrack-single-stim,s579
127,2100.272,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",619,1700.0,,63041,stim,22.0,poldrack-single-stim,s579
130,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",538,1700.0,,65651,stim,23.0,poldrack-single-stim,s579
133,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",669,1700.0,,68259,stim,24.0,poldrack-single-stim,s579
136,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",483,1700.0,,70867,stim,25.0,poldrack-single-stim,s579
139,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",690,1700.0,,73475,stim,26.0,poldrack-single-stim,s579
142,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",466,1700.0,,76083,stim,27.0,poldrack-single-stim,s579
145,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",673,1700.0,,78691,stim,28.0,poldrack-single-stim,s579
148,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",524,1700.0,,81299,stim,29.0,poldrack-single-stim,s579
151,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",662,1700.0,,83910,stim,30.0,poldrack-single-stim,s579
154,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",507,1700.0,,86524,stim,31.0,poldrack-single-stim,s579
157,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",546,1700.0,,89134,stim,32.0,poldrack-single-stim,s579
160,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",570,1700.0,,91745,stim,33.0,poldrack-single-stim,s579
163,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",692,1700.0,,94356,stim,34.0,poldrack-single-stim,s579
166,2100.408,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",491,1700.0,,96968,stim,35.0,poldrack-single-stim,s579
169,2100.544,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",612,1700.0,,99577,stim,36.0,poldrack-single-stim,s579
172,2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",500,1700.0,,102186,stim,37.0,poldrack-single-stim,s579
175,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",600,1700.0,,104793,stim,38.0,poldrack-single-stim,s579
178,2100.408,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",599,1700.0,,107401,stim,39.0,poldrack-single-stim,s579
181,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",582,1700.0,,110015,stim,40.0,poldrack-single-stim,s579
184,2100.408,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",468,1700.0,,112623,stim,41.0,poldrack-single-stim,s579
187,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",592,1700.0,,115231,stim,42.0,poldrack-single-stim,s579
190,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",548,1700.0,,117839,stim,43.0,poldrack-single-stim,s579
193,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",612,1700.0,,120447,stim,44.0,poldrack-single-stim,s579
196,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",630,1700.0,,123056,stim,45.0,poldrack-single-stim,s579
199,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",562,1700.0,,125669,stim,46.0,poldrack-single-stim,s579
202,2100.544,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",540,1700.0,,128277,stim,47.0,poldrack-single-stim,s579
205,2100.272,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",584,1700.0,,130885,stim,48.0,poldrack-single-stim,s579
208,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",566,1700.0,,133498,stim,49.0,poldrack-single-stim,s579
211,2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",676,1700.0,,136107,stim,50.0,poldrack-single-stim,s579
214,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",474,1700.0,,138715,stim,51.0,poldrack-single-stim,s579
217,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",642,1700.0,,141323,stim,52.0,poldrack-single-stim,s579
220,2100.544,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",483,1700.0,,143936,stim,53.0,poldrack-single-stim,s579
223,2100.408,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",534,1700.0,,146550,stim,54.0,poldrack-single-stim,s579
226,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",536,1700.0,,149158,stim,55.0,poldrack-single-stim,s579
229,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",477,1700.0,,151766,stim,56.0,poldrack-single-stim,s579
232,2100.8160000000003,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",634,1700.0,,154372,stim,57.0,poldrack-single-stim,s579
235,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",787,1700.0,,156987,stim,58.0,poldrack-single-stim,s579
238,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",579,1700.0,,159596,stim,59.0,poldrack-single-stim,s579
241,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",756,1700.0,,162209,stim,60.0,poldrack-single-stim,s579
244,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",526,1700.0,,164817,stim,61.0,poldrack-single-stim,s579
247,2100.136,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",591,1700.0,,167425,stim,62.0,poldrack-single-stim,s579
250,2100.544,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",773,1700.0,,170033,stim,63.0,poldrack-single-stim,s579
251,7500.0,,,,,attention_network_task,,,,,-1,none,-1,7500.0,,177538,rest_block,,poldrack-single-stim,s579
255,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",605,1700.0,,183154,stim,64.0,poldrack-single-stim,s579
258,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",606,1700.0,,185762,stim,65.0,poldrack-single-stim,s579
261,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",474,1700.0,,188370,stim,66.0,poldrack-single-stim,s579
264,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",511,1700.0,,190978,stim,67.0,poldrack-single-stim,s579
267,2100.408,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",599,1700.0,,193586,stim,68.0,poldrack-single-stim,s579
270,2100.544,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",497,1700.0,,196194,stim,69.0,poldrack-single-stim,s579
273,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",924,1700.0,,198803,stim,70.0,poldrack-single-stim,s579
276,2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",603,1700.0,,201416,stim,71.0,poldrack-single-stim,s579
279,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",600,1700.0,,204024,stim,72.0,poldrack-single-stim,s579
282,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",520,1700.0,,206632,stim,73.0,poldrack-single-stim,s579
285,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",546,1700.0,,209246,stim,74.0,poldrack-single-stim,s579
288,2100.272,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",544,1700.0,,211854,stim,75.0,poldrack-single-stim,s579
291,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",673,1700.0,,214462,stim,76.0,poldrack-single-stim,s579
294,2100.408,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",609,1700.0,,217070,stim,77.0,poldrack-single-stim,s579
297,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",597,1700.0,,219678,stim,78.0,poldrack-single-stim,s579
300,2100.136,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",903,1700.0,,222286,stim,79.0,poldrack-single-stim,s579
303,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",640,1700.0,,224894,stim,80.0,poldrack-single-stim,s579
306,2100.136,0.0,71.0,double,test,attention_network_task,,up,right,incongruent,89,"89,71",687,1700.0,,227508,stim,81.0,poldrack-single-stim,s579
