,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
203,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",757.0,orange,2.0,magnitude,stay,,93628,stim,32.0,poldrack-single-stim,s518
206,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",1037.0,#1F45FC,7.0,magnitude,stay,,96669,stim,33.0,poldrack-single-stim,s518
209,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",562.0,#1F45FC,8.0,magnitude,stay,,99573,stim,34.0,poldrack-single-stim,s518
212,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",598.0,#1F45FC,2.0,magnitude,stay,,102478,stim,35.0,poldrack-single-stim,s518
215,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",487.0,orange,4.0,magnitude,stay,,105382,stim,36.0,poldrack-single-stim,s518
218,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",973.0,#1F45FC,2.0,magnitude,stay,,107486,stim,37.0,poldrack-single-stim,s518
221,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",514.0,orange,1.0,magnitude,stay,,110390,stim,38.0,poldrack-single-stim,s518
224,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",650.0,#1F45FC,4.0,magnitude,stay,,112768,stim,39.0,poldrack-single-stim,s518
227,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",514.0,#1F45FC,9.0,magnitude,stay,,116081,stim,40.0,poldrack-single-stim,s518
230,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",827.0,orange,3.0,magnitude,stay,,118185,stim,41.0,poldrack-single-stim,s518
233,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",715.0,#1F45FC,4.0,color,switch,,120425,stim,42.0,poldrack-single-stim,s518
236,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",760.0,#1F45FC,1.0,color,stay,,122529,stim,43.0,poldrack-single-stim,s518
239,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",750.0,orange,2.0,magnitude,switch,,124770,stim,44.0,poldrack-single-stim,s518
242,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",816.0,orange,9.0,color,switch,,127418,stim,45.0,poldrack-single-stim,s518
245,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",783.0,orange,2.0,magnitude,switch,,130202,stim,46.0,poldrack-single-stim,s518
248,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",483.0,orange,2.0,magnitude,stay,,134194,stim,47.0,poldrack-single-stim,s518
251,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",735.0,#1F45FC,9.0,magnitude,stay,,137235,stim,48.0,poldrack-single-stim,s518
254,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",1130.0,#1F45FC,9.0,magnitude,stay,,139884,stim,49.0,poldrack-single-stim,s518
257,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",968.0,orange,9.0,magnitude,stay,,142788,stim,50.0,poldrack-single-stim,s518
260,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",890.0,orange,6.0,color,switch,,145029,stim,51.0,poldrack-single-stim,s518
263,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",810.0,#1F45FC,9.0,magnitude,switch,,147133,stim,52.0,poldrack-single-stim,s518
266,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1142.0,#1F45FC,9.0,color,switch,,149646,stim,53.0,poldrack-single-stim,s518
269,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",636.0,orange,3.0,color,stay,,151749,stim,54.0,poldrack-single-stim,s518
272,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",449.0,orange,8.0,color,stay,,154653,stim,55.0,poldrack-single-stim,s518
275,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1198.0,orange,8.0,magnitude,switch,,156757,stim,56.0,poldrack-single-stim,s518
278,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",571.0,orange,7.0,magnitude,stay,,160341,stim,57.0,poldrack-single-stim,s518
281,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",720.0,#1F45FC,3.0,magnitude,stay,,163518,stim,58.0,poldrack-single-stim,s518
284,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",944.0,orange,3.0,magnitude,stay,,166031,stim,59.0,poldrack-single-stim,s518
287,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",684.0,#1F45FC,7.0,magnitude,stay,,170160,stim,60.0,poldrack-single-stim,s518
290,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",681.0,orange,9.0,color,switch,,172673,stim,61.0,poldrack-single-stim,s518
293,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",671.0,#1F45FC,4.0,magnitude,switch,,176393,stim,62.0,poldrack-single-stim,s518
296,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",891.0,orange,4.0,color,switch,,178905,stim,63.0,poldrack-single-stim,s518
299,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",760.0,orange,3.0,magnitude,switch,,181146,stim,64.0,poldrack-single-stim,s518
302,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",717.0,orange,1.0,magnitude,stay,,183386,stim,65.0,poldrack-single-stim,s518
305,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",787.0,orange,3.0,magnitude,stay,,185491,stim,66.0,poldrack-single-stim,s518
308,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",1110.0,orange,9.0,magnitude,stay,,187596,stim,67.0,poldrack-single-stim,s518
311,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",508.0,#1F45FC,7.0,color,switch,,190773,stim,68.0,poldrack-single-stim,s518
314,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",586.0,orange,9.0,magnitude,switch,,194086,stim,69.0,poldrack-single-stim,s518
317,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",845.0,orange,1.0,color,switch,,196991,stim,70.0,poldrack-single-stim,s518
320,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",764.0,#1F45FC,1.0,color,stay,,199231,stim,71.0,poldrack-single-stim,s518
323,900.0,False,71.0,High-Low,,test,twobytwo,89.0,"89,71",948.0,#1F45FC,1.0,magnitude,switch,,202136,stim,72.0,poldrack-single-stim,s518
326,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",863.0,orange,2.0,color,switch,,205448,stim,73.0,poldrack-single-stim,s518
329,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",871.0,orange,9.0,color,stay,,208623,stim,74.0,poldrack-single-stim,s518
332,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",854.0,orange,8.0,magnitude,switch,,211528,stim,75.0,poldrack-single-stim,s518
335,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",731.0,orange,4.0,magnitude,stay,,213903,stim,76.0,poldrack-single-stim,s518
338,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",931.0,orange,8.0,color,switch,,216008,stim,77.0,poldrack-single-stim,s518
341,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",866.0,orange,9.0,magnitude,switch,,218112,stim,78.0,poldrack-single-stim,s518
344,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",506.0,orange,7.0,magnitude,stay,,221288,stim,79.0,poldrack-single-stim,s518
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,231291,rest_block,,poldrack-single-stim,s518
350,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",895.0,#1F45FC,2.0,magnitude,stay,,237038,stim,0.0,poldrack-single-stim,s518
353,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",624.0,orange,8.0,color,switch,,239942,stim,1.0,poldrack-single-stim,s518
356,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1008.0,#1F45FC,2.0,color,stay,,242847,stim,2.0,poldrack-single-stim,s518
359,900.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",799.0,#1F45FC,1.0,magnitude,switch,,245751,stim,3.0,poldrack-single-stim,s518
362,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",526.0,orange,4.0,color,switch,,248655,stim,4.0,poldrack-single-stim,s518
365,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",497.0,orange,3.0,magnitude,switch,,251559,stim,5.0,poldrack-single-stim,s518
368,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",993.0,orange,9.0,color,switch,,254599,stim,6.0,poldrack-single-stim,s518
371,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",432.0,#1F45FC,6.0,color,stay,,257505,stim,7.0,poldrack-single-stim,s518
374,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",586.0,orange,1.0,magnitude,switch,,260409,stim,8.0,poldrack-single-stim,s518
377,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",864.0,#1F45FC,3.0,color,switch,,262650,stim,9.0,poldrack-single-stim,s518
380,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",862.0,orange,7.0,magnitude,switch,,264754,stim,10.0,poldrack-single-stim,s518
383,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",937.0,#1F45FC,3.0,magnitude,stay,,266995,stim,11.0,poldrack-single-stim,s518
386,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",675.0,orange,2.0,color,switch,,270579,stim,12.0,poldrack-single-stim,s518
389,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",793.0,orange,4.0,magnitude,switch,,272956,stim,13.0,poldrack-single-stim,s518
392,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",921.0,orange,3.0,magnitude,stay,,275197,stim,14.0,poldrack-single-stim,s518
395,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",522.0,orange,8.0,color,switch,,278103,stim,15.0,poldrack-single-stim,s518
398,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1107.0,orange,8.0,magnitude,switch,,280344,stim,16.0,poldrack-single-stim,s518
401,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",780.0,orange,3.0,color,switch,,283129,stim,17.0,poldrack-single-stim,s518
404,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",689.0,orange,1.0,magnitude,switch,,286305,stim,18.0,poldrack-single-stim,s518
407,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",853.0,#1F45FC,2.0,color,switch,,289210,stim,19.0,poldrack-single-stim,s518
410,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1131.0,#1F45FC,7.0,color,stay,,291315,stim,20.0,poldrack-single-stim,s518
413,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",876.0,orange,6.0,color,stay,,293555,stim,21.0,poldrack-single-stim,s518
416,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",794.0,orange,7.0,magnitude,switch,,296460,stim,22.0,poldrack-single-stim,s518
419,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",907.0,orange,2.0,color,switch,,298564,stim,23.0,poldrack-single-stim,s518
422,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",775.0,orange,4.0,color,stay,,300668,stim,24.0,poldrack-single-stim,s518
425,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",585.0,#1F45FC,7.0,color,stay,,303843,stim,25.0,poldrack-single-stim,s518
428,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",595.0,#1F45FC,7.0,color,stay,,306356,stim,26.0,poldrack-single-stim,s518
431,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",1027.0,#1F45FC,4.0,color,stay,,308460,stim,27.0,poldrack-single-stim,s518
434,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",725.0,#1F45FC,1.0,color,stay,,310564,stim,28.0,poldrack-single-stim,s518
437,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1009.0,#1F45FC,3.0,color,stay,,313468,stim,29.0,poldrack-single-stim,s518
440,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1144.0,#1F45FC,8.0,magnitude,switch,,315844,stim,30.0,poldrack-single-stim,s518
443,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",1024.0,#1F45FC,8.0,magnitude,stay,,318885,stim,31.0,poldrack-single-stim,s518
446,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",577.0,orange,2.0,magnitude,stay,,321789,stim,32.0,poldrack-single-stim,s518
449,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",550.0,#1F45FC,7.0,magnitude,stay,,325237,stim,33.0,poldrack-single-stim,s518
452,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",592.0,#1F45FC,8.0,magnitude,stay,,328413,stim,34.0,poldrack-single-stim,s518
455,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",1051.0,#1F45FC,2.0,magnitude,stay,,331592,stim,35.0,poldrack-single-stim,s518
458,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",708.0,orange,4.0,magnitude,stay,,334496,stim,36.0,poldrack-single-stim,s518
461,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",853.0,#1F45FC,2.0,magnitude,stay,,336600,stim,37.0,poldrack-single-stim,s518
464,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",646.0,orange,1.0,magnitude,stay,,339640,stim,38.0,poldrack-single-stim,s518
467,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",1085.0,#1F45FC,4.0,magnitude,stay,,341744,stim,39.0,poldrack-single-stim,s518
470,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",607.0,#1F45FC,9.0,magnitude,stay,,344783,stim,40.0,poldrack-single-stim,s518
473,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",628.0,orange,3.0,magnitude,stay,,347159,stim,41.0,poldrack-single-stim,s518
476,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",829.0,#1F45FC,4.0,color,switch,,349399,stim,42.0,poldrack-single-stim,s518
479,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",863.0,#1F45FC,1.0,color,stay,,351777,stim,43.0,poldrack-single-stim,s518
482,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",993.0,orange,2.0,magnitude,switch,,353881,stim,44.0,poldrack-single-stim,s518
485,100.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",622.0,orange,9.0,color,switch,,356801,stim,45.0,poldrack-single-stim,s518
488,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",831.0,orange,2.0,magnitude,switch,,359313,stim,46.0,poldrack-single-stim,s518
491,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",570.0,orange,2.0,magnitude,stay,,362217,stim,47.0,poldrack-single-stim,s518
494,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",581.0,#1F45FC,9.0,magnitude,stay,,365665,stim,48.0,poldrack-single-stim,s518
497,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",709.0,#1F45FC,9.0,magnitude,stay,,367904,stim,49.0,poldrack-single-stim,s518
500,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",1018.0,orange,9.0,magnitude,stay,,370808,stim,50.0,poldrack-single-stim,s518
503,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",736.0,orange,6.0,color,switch,,372914,stim,51.0,poldrack-single-stim,s518
506,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1071.0,#1F45FC,9.0,magnitude,switch,,375155,stim,52.0,poldrack-single-stim,s518
509,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",822.0,#1F45FC,9.0,color,switch,,377396,stim,53.0,poldrack-single-stim,s518
512,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",892.0,orange,3.0,color,stay,,379772,stim,54.0,poldrack-single-stim,s518
515,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",914.0,orange,8.0,color,stay,,383902,stim,55.0,poldrack-single-stim,s518
518,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",856.0,orange,8.0,magnitude,switch,,386007,stim,56.0,poldrack-single-stim,s518
521,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",551.0,orange,7.0,magnitude,stay,,388912,stim,57.0,poldrack-single-stim,s518
524,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",769.0,#1F45FC,3.0,magnitude,stay,,392088,stim,58.0,poldrack-single-stim,s518
527,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",641.0,orange,3.0,magnitude,stay,,394329,stim,59.0,poldrack-single-stim,s518
530,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",433.0,#1F45FC,7.0,magnitude,stay,,397234,stim,60.0,poldrack-single-stim,s518
533,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",909.0,orange,9.0,color,switch,,399339,stim,61.0,poldrack-single-stim,s518
536,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",814.0,#1F45FC,4.0,magnitude,switch,,402243,stim,62.0,poldrack-single-stim,s518
539,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",1221.0,orange,4.0,color,switch,,405029,stim,63.0,poldrack-single-stim,s518
542,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",760.0,orange,3.0,magnitude,switch,,407134,stim,64.0,poldrack-single-stim,s518
545,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",726.0,orange,1.0,magnitude,stay,,409510,stim,65.0,poldrack-single-stim,s518
548,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",818.0,orange,3.0,magnitude,stay,,411614,stim,66.0,poldrack-single-stim,s518
551,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",942.0,orange,9.0,magnitude,stay,,413990,stim,67.0,poldrack-single-stim,s518
554,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",468.0,#1F45FC,7.0,color,switch,,417846,stim,68.0,poldrack-single-stim,s518
557,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",474.0,orange,9.0,magnitude,switch,,420751,stim,69.0,poldrack-single-stim,s518
560,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",650.0,orange,1.0,color,switch,,423655,stim,70.0,poldrack-single-stim,s518
563,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",723.0,#1F45FC,1.0,color,stay,,425760,stim,71.0,poldrack-single-stim,s518
566,900.0,False,71.0,High-Low,,test,twobytwo,89.0,"89,71",751.0,#1F45FC,1.0,magnitude,switch,,428665,stim,72.0,poldrack-single-stim,s518
569,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",716.0,orange,2.0,color,switch,,431706,stim,73.0,poldrack-single-stim,s518
572,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",615.0,orange,9.0,color,stay,,434610,stim,74.0,poldrack-single-stim,s518
