,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
575,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",821.0,orange,9.0,magnitude,switch,,420806,stim,75.0,poldrack-single-stim,s519
578,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",724.0,orange,8.0,magnitude,stay,,422911,stim,76.0,poldrack-single-stim,s519
581,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",567.0,#1F45FC,1.0,color,switch,,426088,stim,77.0,poldrack-single-stim,s519
584,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",667.0,#1F45FC,1.0,magnitude,switch,,429130,stim,78.0,poldrack-single-stim,s519
587,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",924.0,orange,2.0,magnitude,stay,,431236,stim,79.0,poldrack-single-stim,s519
588,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,441239,rest_block,,poldrack-single-stim,s519
593,100.0,False,89.0,Color,stay,test,twobytwo,71.0,"89,71",1053.0,#1F45FC,1.0,color,stay,,446988,stim,0.0,poldrack-single-stim,s519
596,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1006.0,#1F45FC,9.0,magnitude,switch,,449908,stim,1.0,poldrack-single-stim,s519
599,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",858.0,#1F45FC,2.0,magnitude,stay,,453222,stim,2.0,poldrack-single-stim,s519
602,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",726.0,#1F45FC,3.0,color,switch,,455327,stim,3.0,poldrack-single-stim,s519
605,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1046.0,#1F45FC,9.0,magnitude,switch,,457568,stim,4.0,poldrack-single-stim,s519
608,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",608.0,#1F45FC,6.0,color,switch,,460610,stim,5.0,poldrack-single-stim,s519
611,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",946.0,#1F45FC,4.0,magnitude,switch,,462850,stim,6.0,poldrack-single-stim,s519
614,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",686.0,orange,7.0,magnitude,stay,,465498,stim,7.0,poldrack-single-stim,s519
617,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",523.0,orange,9.0,color,switch,,468540,stim,8.0,poldrack-single-stim,s519
620,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",917.0,#1F45FC,4.0,magnitude,switch,,470645,stim,9.0,poldrack-single-stim,s519
623,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",721.0,orange,8.0,color,switch,,472751,stim,10.0,poldrack-single-stim,s519
626,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",728.0,orange,9.0,color,stay,,474856,stim,11.0,poldrack-single-stim,s519
629,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",836.0,orange,8.0,magnitude,switch,,476961,stim,12.0,poldrack-single-stim,s519
632,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",972.0,#1F45FC,8.0,color,switch,,479203,stim,13.0,poldrack-single-stim,s519
635,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",843.0,#1F45FC,6.0,color,stay,,481306,stim,14.0,poldrack-single-stim,s519
638,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",743.0,orange,1.0,magnitude,switch,,483411,stim,15.0,poldrack-single-stim,s519
641,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",843.0,#1F45FC,9.0,color,switch,,485516,stim,16.0,poldrack-single-stim,s519
644,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",581.0,orange,6.0,magnitude,switch,,488558,stim,17.0,poldrack-single-stim,s519
647,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",1052.0,orange,4.0,color,switch,,490798,stim,18.0,poldrack-single-stim,s519
650,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",850.0,orange,7.0,magnitude,switch,,493038,stim,19.0,poldrack-single-stim,s519
653,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",773.0,orange,4.0,magnitude,stay,,496078,stim,20.0,poldrack-single-stim,s519
656,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",928.0,#1F45FC,9.0,magnitude,stay,,498862,stim,21.0,poldrack-single-stim,s519
659,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",767.0,#1F45FC,4.0,color,switch,,501511,stim,22.0,poldrack-single-stim,s519
662,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",503.0,#1F45FC,9.0,magnitude,switch,,504689,stim,23.0,poldrack-single-stim,s519
665,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",609.0,orange,6.0,magnitude,stay,,507867,stim,24.0,poldrack-single-stim,s519
668,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",833.0,orange,9.0,magnitude,stay,,510380,stim,25.0,poldrack-single-stim,s519
671,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",936.0,#1F45FC,3.0,magnitude,stay,,512622,stim,26.0,poldrack-single-stim,s519
674,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",626.0,orange,7.0,magnitude,stay,,514998,stim,27.0,poldrack-single-stim,s519
677,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",779.0,#1F45FC,4.0,magnitude,stay,,517104,stim,28.0,poldrack-single-stim,s519
680,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",584.0,#1F45FC,7.0,magnitude,stay,,520146,stim,29.0,poldrack-single-stim,s519
683,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",543.0,orange,2.0,color,switch,,523324,stim,30.0,poldrack-single-stim,s519
686,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",588.0,orange,9.0,color,stay,,526229,stim,31.0,poldrack-single-stim,s519
689,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",434.0,orange,6.0,color,stay,,529814,stim,32.0,poldrack-single-stim,s519
692,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",474.0,#1F45FC,4.0,color,stay,,532719,stim,33.0,poldrack-single-stim,s519
695,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",1040.0,#1F45FC,4.0,color,stay,,534825,stim,34.0,poldrack-single-stim,s519
698,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",496.0,#1F45FC,2.0,color,stay,,537730,stim,35.0,poldrack-single-stim,s519
701,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",509.0,#1F45FC,6.0,color,stay,,540906,stim,36.0,poldrack-single-stim,s519
704,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",825.0,#1F45FC,9.0,color,stay,,543011,stim,37.0,poldrack-single-stim,s519
707,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",577.0,#1F45FC,6.0,color,stay,,545117,stim,38.0,poldrack-single-stim,s519
710,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",714.0,orange,8.0,color,stay,,547223,stim,39.0,poldrack-single-stim,s519
713,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",601.0,#1F45FC,4.0,color,stay,,550010,stim,40.0,poldrack-single-stim,s519
716,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",410.0,orange,7.0,color,stay,,552914,stim,41.0,poldrack-single-stim,s519
719,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1269.0,orange,3.0,magnitude,switch,,555156,stim,42.0,poldrack-single-stim,s519
722,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",880.0,#1F45FC,2.0,magnitude,stay,,557669,stim,43.0,poldrack-single-stim,s519
725,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",789.0,orange,1.0,color,switch,,559910,stim,44.0,poldrack-single-stim,s519
728,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",753.0,#1F45FC,1.0,magnitude,switch,,562015,stim,45.0,poldrack-single-stim,s519
731,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",622.0,orange,4.0,color,switch,,564120,stim,46.0,poldrack-single-stim,s519
734,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",560.0,#1F45FC,2.0,color,stay,,567569,stim,47.0,poldrack-single-stim,s519
737,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",432.0,orange,3.0,color,stay,,570609,stim,48.0,poldrack-single-stim,s519
740,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",519.0,#1F45FC,1.0,color,stay,,574058,stim,49.0,poldrack-single-stim,s519
743,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",648.0,orange,8.0,color,stay,,576843,stim,50.0,poldrack-single-stim,s519
746,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",634.0,#1F45FC,1.0,magnitude,switch,,578947,stim,51.0,poldrack-single-stim,s519
749,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",778.0,orange,9.0,color,switch,,581324,stim,52.0,poldrack-single-stim,s519
752,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",733.0,#1F45FC,1.0,magnitude,switch,,584517,stim,53.0,poldrack-single-stim,s519
755,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",601.0,orange,4.0,magnitude,stay,,587422,stim,54.0,poldrack-single-stim,s519
758,100.0,False,89.0,High-Low,stay,test,twobytwo,71.0,"89,71",1229.0,orange,4.0,magnitude,stay,,589663,stim,55.0,poldrack-single-stim,s519
761,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",491.0,orange,6.0,color,switch,,592705,stim,56.0,poldrack-single-stim,s519
764,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",653.0,orange,9.0,color,stay,,594810,stim,57.0,poldrack-single-stim,s519
767,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",560.0,#1F45FC,8.0,color,stay,,597988,stim,58.0,poldrack-single-stim,s519
770,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",784.0,orange,7.0,color,stay,,600093,stim,59.0,poldrack-single-stim,s519
773,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",448.0,orange,2.0,color,stay,,603133,stim,60.0,poldrack-single-stim,s519
776,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",762.0,orange,4.0,magnitude,switch,,605373,stim,61.0,poldrack-single-stim,s519
779,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",957.0,#1F45FC,3.0,color,switch,,608022,stim,62.0,poldrack-single-stim,s519
782,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",605.0,orange,3.0,magnitude,switch,,610927,stim,63.0,poldrack-single-stim,s519
785,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",991.0,#1F45FC,4.0,color,switch,,613169,stim,64.0,poldrack-single-stim,s519
788,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",548.0,#1F45FC,3.0,color,stay,,616210,stim,65.0,poldrack-single-stim,s519
791,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1006.0,#1F45FC,8.0,color,stay,,619250,stim,66.0,poldrack-single-stim,s519
794,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",749.0,orange,9.0,color,stay,,621354,stim,67.0,poldrack-single-stim,s519
797,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",713.0,orange,7.0,magnitude,switch,,624396,stim,68.0,poldrack-single-stim,s519
800,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",823.0,orange,7.0,color,switch,,626501,stim,69.0,poldrack-single-stim,s519
803,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",808.0,#1F45FC,1.0,magnitude,switch,,628743,stim,70.0,poldrack-single-stim,s519
806,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",859.0,orange,4.0,magnitude,stay,,631664,stim,71.0,poldrack-single-stim,s519
809,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",667.0,#1F45FC,9.0,color,switch,,634707,stim,72.0,poldrack-single-stim,s519
812,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1186.0,orange,4.0,magnitude,switch,,636811,stim,73.0,poldrack-single-stim,s519
815,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",1244.0,#1F45FC,8.0,magnitude,stay,,638916,stim,74.0,poldrack-single-stim,s519
818,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",722.0,orange,9.0,color,switch,,641294,stim,75.0,poldrack-single-stim,s519
821,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",682.0,orange,8.0,color,stay,,643399,stim,76.0,poldrack-single-stim,s519
824,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",617.0,#1F45FC,1.0,magnitude,switch,,646304,stim,77.0,poldrack-single-stim,s519
827,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",626.0,#1F45FC,1.0,color,switch,,649209,stim,78.0,poldrack-single-stim,s519
830,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",685.0,orange,2.0,color,stay,,651722,stim,79.0,poldrack-single-stim,s519
