block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
3595.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,3595,"1,0,0,2,3,0,0,0,0",3595.0,,6602,0.0,to_hand,poldrack-single-stim,s533
1242.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,1242,"1,0,0,2,3,0,0,0,0",1242.0,,7846,0.0,to_board,poldrack-single-stim,s533
911.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,911,"1,0,0,2,3,0,0,0,0",911.0,,8758,0.0,to_hand,poldrack-single-stim,s533
686.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,686,"1,0,0,2,3,0,0,0,0",686.0,,9445,0.0,to_board,poldrack-single-stim,s533
1115.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,1115,"1,0,0,2,3,0,0,0,0",1115.0,,10562,0.0,to_hand,poldrack-single-stim,s533
1943.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,1943,"1,0,0,2,3,0,0,0,0",1943.0,,12505,0.0,to_board,poldrack-single-stim,s533
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,0.0,12504.0,-1,,1000.0,,15009,0.0,feedback,poldrack-single-stim,s533
3548.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71",1.0,,3548,"1,2,0,3,0,0,0,0,0",3548.0,,18559,0.0,to_hand,poldrack-single-stim,s533
4625.0,UA_with_intermeidate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",1.0,,4625,"1,2,0,3,0,0,0,0,0",4625.0,,23185,0.0,to_board,poldrack-single-stim,s533
913.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71",1.0,,913,"1,2,0,3,0,0,0,0,0",913.0,,24101,0.0,to_hand,poldrack-single-stim,s533
2101.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",1.0,,2101,"1,2,0,3,0,0,0,0,0",2101.0,,26203,0.0,to_board,poldrack-single-stim,s533
804.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",1.0,,804,"1,2,0,3,0,0,0,0,0",804.0,,27009,0.0,to_hand,poldrack-single-stim,s533
673.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,673,"1,2,0,3,0,0,0,0,0",673.0,,27683,0.0,to_board,poldrack-single-stim,s533
1874.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,4.0,"89,82",1.0,,1874,"1,2,0,3,0,0,0,0,0",1874.0,,29559,0.0,to_hand,poldrack-single-stim,s533
528.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",1.0,,528,"1,2,0,3,0,0,0,0,0",528.0,,30088,0.0,to_board,poldrack-single-stim,s533
2100.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,4.0,none,1.0,17182.0,-1,,1000.0,,32191,0.0,feedback,poldrack-single-stim,s533
1823.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,1823,"0,0,0,1,2,0,3,0,0",1823.0,,34015,0.0,to_hand,poldrack-single-stim,s533
884.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,884,"0,0,0,1,2,0,3,0,0",884.0,,34901,0.0,to_board,poldrack-single-stim,s533
1934.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,1934,"0,0,0,1,2,0,3,0,0",1934.0,,36837,0.0,to_hand,poldrack-single-stim,s533
2190.0,UA_without_intermeidate,,"3,0,0,1,0,0,2,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",2.0,,2190,"0,0,0,1,2,0,3,0,0",2190.0,,39027,0.0,to_board,poldrack-single-stim,s533
532.0,UA_without_intermeidate,,"3,0,0,0,0,0,2,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",2.0,,532,"0,0,0,1,2,0,3,0,0",532.0,,39561,0.0,to_hand,poldrack-single-stim,s533
507.0,UA_without_intermeidate,,"3,1,0,0,0,0,2,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,507,"0,0,0,1,2,0,3,0,0",507.0,,40069,0.0,to_board,poldrack-single-stim,s533
1091.0,UA_without_intermeidate,,"3,1,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,4.0,"89,82",2.0,,1091,"0,0,0,1,2,0,3,0,0",1091.0,,41161,0.0,to_hand,poldrack-single-stim,s533
399.0,UA_without_intermeidate,,"3,1,2,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",2.0,,399,"0,0,0,1,2,0,3,0,0",399.0,,41561,0.0,to_board,poldrack-single-stim,s533
5179.0,UA_without_intermeidate,,"3,1,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,5.0,89,2.0,,5179,"0,0,0,1,2,0,3,0,0",5179.0,,46742,0.0,to_hand,poldrack-single-stim,s533
1529.0,UA_without_intermeidate,,"3,1,0,2,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,5.0,"89,71,82",2.0,,1529,"0,0,0,1,2,0,3,0,0",1529.0,,48272,0.0,to_board,poldrack-single-stim,s533
1475.0,UA_without_intermeidate,,"3,1,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,6.0,"89,71",2.0,,1475,"0,0,0,1,2,0,3,0,0",1475.0,,49749,0.0,to_hand,poldrack-single-stim,s533
930.0,UA_without_intermeidate,,"3,1,0,2,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,6.0,"89,71,82",2.0,,930,"0,0,0,1,2,0,3,0,0",930.0,,50680,0.0,to_board,poldrack-single-stim,s533
2888.0,UA_without_intermeidate,,"3,0,0,2,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,7.0,"89,71",2.0,,2888,"0,0,0,1,2,0,3,0,0",2888.0,,53569,0.0,to_hand,poldrack-single-stim,s533
604.0,UA_without_intermeidate,,"3,0,0,2,0,0,1,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,7.0,"89,71,82",2.0,,604,"0,0,0,1,2,0,3,0,0",604.0,,54174,0.0,to_board,poldrack-single-stim,s533
596.0,UA_without_intermeidate,,"3,0,0,0,0,0,1,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,8.0,"89,71,82",2.0,,596,"0,0,0,1,2,0,3,0,0",596.0,,54772,0.0,to_hand,poldrack-single-stim,s533
552.0,UA_without_intermeidate,,"3,2,0,0,0,0,1,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,8.0,"89,71,82",2.0,,552,"0,0,0,1,2,0,3,0,0",552.0,,55324,0.0,to_board,poldrack-single-stim,s533
2058.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,9.0,"89,82",2.0,,2058,"0,0,0,1,2,0,3,0,0",2058.0,,57383,0.0,to_hand,poldrack-single-stim,s533
649.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,9.0,"89,71,82",2.0,,649,"0,0,0,1,2,0,3,0,0",649.0,,58033,0.0,to_board,poldrack-single-stim,s533
2200.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,9.0,none,2.0,28044.0,-1,,1000.0,,60235,0.0,feedback,poldrack-single-stim,s533
2390.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,2390,"0,0,0,1,2,0,3,0,0",2390.0,,62627,0.0,to_hand,poldrack-single-stim,s533
595.0,UA_without_intermeidate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",3.0,,595,"0,0,0,1,2,0,3,0,0",595.0,,63222,0.0,to_board,poldrack-single-stim,s533
2082.0,UA_without_intermeidate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",3.0,,2082,"0,0,0,1,2,0,3,0,0",2082.0,,65306,0.0,to_hand,poldrack-single-stim,s533
754.0,UA_without_intermeidate,,"2,3,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",3.0,,754,"0,0,0,1,2,0,3,0,0",754.0,,66061,0.0,to_board,poldrack-single-stim,s533
670.0,UA_without_intermeidate,,"2,3,0,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",3.0,,670,"0,0,0,1,2,0,3,0,0",670.0,,66733,0.0,to_hand,poldrack-single-stim,s533
425.0,UA_without_intermeidate,,"2,3,1,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",3.0,,425,"0,0,0,1,2,0,3,0,0",425.0,,67159,0.0,to_board,poldrack-single-stim,s533
2000.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,3.0,8928.0,-1,,1000.0,,69164,0.0,feedback,poldrack-single-stim,s533
5145.0,PA_with_intermediate,,"0,0,0,0,0,0,1,2,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",82,3.0,1.0,82,0.0,,5145,"0,0,0,0,0,0,1,2,3",5145.0,,76315,0.0,to_hand,poldrack-single-stim,s533
623.0,PA_with_intermediate,,"3,0,0,0,0,0,1,2,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",89,3.0,1.0,"89,71,82",0.0,,623,"0,0,0,0,0,0,1,2,3",623.0,,76939,0.0,to_board,poldrack-single-stim,s533
3079.0,PA_with_intermediate,,"3,0,0,0,0,0,1,0,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",82,3.0,2.0,"89,82",0.0,,3079,"0,0,0,0,0,0,1,2,3",3079.0,,80021,0.0,to_hand,poldrack-single-stim,s533
1123.0,PA_with_intermediate,,"3,0,0,2,0,0,1,0,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",71,3.0,2.0,"89,71,82",0.0,,1123,"0,0,0,0,0,0,1,2,3",1123.0,,81145,0.0,to_board,poldrack-single-stim,s533
1282.0,PA_with_intermediate,,"3,0,0,0,0,0,1,0,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",71,3.0,3.0,"89,71,82",0.0,,1282,"0,0,0,0,0,0,1,2,3",1282.0,,82429,0.0,to_hand,poldrack-single-stim,s533
803.0,PA_with_intermediate,,"3,0,0,2,0,0,1,0,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",71,3.0,3.0,"89,71,82",0.0,,803,"0,0,0,0,0,0,1,2,3",803.0,,83233,0.0,to_board,poldrack-single-stim,s533
762.0,PA_with_intermediate,,"0,0,0,2,0,0,1,0,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",89,3.0,4.0,"89,71,82",0.0,,762,"0,0,0,0,0,0,1,2,3",762.0,,83998,0.0,to_hand,poldrack-single-stim,s533
1155.0,PA_with_intermediate,,"0,0,0,2,0,0,1,3,0",test,ward_and_allport,"0,0,0,2,0,0,1,3,0",82,3.0,4.0,"89,71,82",0.0,,1155,"0,0,0,0,0,0,1,2,3",1155.0,,85154,0.0,to_board,poldrack-single-stim,s533
4176.0,PA_with_intermediate,True,,test,ward_and_allport,,-1,3.0,4.0,none,0.0,18666.0,-1,,1000.0,,89333,0.0,feedback,poldrack-single-stim,s533
3878.0,PA_with_intermediate,,"0,0,0,0,0,0,1,2,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",82,3.0,1.0,82,1.0,,3878,"0,0,0,0,0,0,1,2,3",3878.0,,93214,0.0,to_hand,poldrack-single-stim,s533
770.0,PA_with_intermediate,,"0,0,0,3,0,0,1,2,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",71,3.0,1.0,"89,71,82",1.0,,770,"0,0,0,0,0,0,1,2,3",770.0,,93984,0.0,to_board,poldrack-single-stim,s533
1664.0,PA_with_intermediate,,"0,0,0,3,0,0,1,0,0",test,ward_and_allport,"2,3,0,0,0,0,1,0,0",82,3.0,2.0,"71,82",1.0,,1664,"0,0,0,0,0,0,1,2,3",1664.0,,95651,0.0,to_hand,poldrack-single-stim,s533
