,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
78,100.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",1146.0,orange,1000.0,8.0,magnitude,stay,,-137069,stim,14.0,poldrack-categorize,s513
83,900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",630.0,orange,1000.0,6.0,color,switch,,-132660,stim,15.0,poldrack-categorize,s513
107,100.0,2272.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",1385.0,orange,1000.0,4.0,color,stay,,5885,stim,0.0,poldrack-single-stim,s513
110,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1020.0,#1F45FC,1000.0,7.0,magnitude,switch,,8128,stim,1.0,poldrack-single-stim,s513
113,100.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",1850.0,orange,1000.0,3.0,magnitude,stay,,10233,stim,2.0,poldrack-single-stim,s513
116,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1752.0,#1F45FC,1000.0,9.0,color,switch,,12338,stim,3.0,poldrack-single-stim,s513
119,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",603.0,orange,1000.0,3.0,magnitude,switch,,15380,stim,4.0,poldrack-single-stim,s513
122,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",587.0,orange,1000.0,8.0,color,switch,,18285,stim,5.0,poldrack-single-stim,s513
125,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",832.0,orange,1000.0,3.0,magnitude,switch,,20525,stim,6.0,poldrack-single-stim,s513
128,900.0,2408.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",561.0,#1F45FC,1000.0,9.0,magnitude,stay,,23839,stim,7.0,poldrack-single-stim,s513
131,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1157.0,orange,1000.0,7.0,color,switch,,26080,stim,8.0,poldrack-single-stim,s513
134,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1182.0,orange,1000.0,4.0,magnitude,switch,,28187,stim,9.0,poldrack-single-stim,s513
137,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1424.0,orange,1000.0,9.0,color,switch,,30426,stim,10.0,poldrack-single-stim,s513
140,900.0,2272.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",579.0,orange,1000.0,2.0,color,stay,,33603,stim,11.0,poldrack-single-stim,s513
143,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",758.0,orange,1000.0,4.0,magnitude,switch,,36509,stim,12.0,poldrack-single-stim,s513
146,900.0,2408.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",1572.0,#1F45FC,1000.0,7.0,color,switch,,39822,stim,13.0,poldrack-single-stim,s513
149,900.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1319.0,orange,1000.0,8.0,color,stay,,42726,stim,14.0,poldrack-single-stim,s513
152,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1341.0,orange,1000.0,6.0,magnitude,switch,,44966,stim,15.0,poldrack-single-stim,s513
155,100.0,2408.0,False,89.0,Color,,test,twobytwo,,71.0,"89,71",712.0,orange,1000.0,6.0,color,switch,,47478,stim,16.0,poldrack-single-stim,s513
158,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",682.0,orange,1000.0,4.0,magnitude,switch,,50518,stim,17.0,poldrack-single-stim,s513
161,900.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1712.0,orange,1000.0,4.0,color,switch,,53831,stim,18.0,poldrack-single-stim,s513
164,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1554.0,#1F45FC,1000.0,2.0,magnitude,switch,,56872,stim,19.0,poldrack-single-stim,s513
167,100.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1641.0,#1F45FC,1000.0,6.0,magnitude,stay,,58977,stim,20.0,poldrack-single-stim,s513
170,100.0,2272.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1605.0,#1F45FC,1000.0,7.0,magnitude,stay,,61354,stim,21.0,poldrack-single-stim,s513
173,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",981.0,orange,1000.0,1.0,color,switch,,64260,stim,22.0,poldrack-single-stim,s513
176,100.0,2272.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1632.0,#1F45FC,1000.0,1.0,magnitude,switch,,66636,stim,23.0,poldrack-single-stim,s513
179,100.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",2238.0,orange,1000.0,8.0,magnitude,stay,,69014,stim,24.0,poldrack-single-stim,s513
182,100.0,2952.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",862.0,#1F45FC,1000.0,9.0,magnitude,stay,,72071,stim,25.0,poldrack-single-stim,s513
185,900.0,2680.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",1589.0,orange,1000.0,8.0,magnitude,stay,,75655,stim,26.0,poldrack-single-stim,s513
188,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1215.0,#1F45FC,1000.0,4.0,magnitude,stay,,77895,stim,27.0,poldrack-single-stim,s513
191,900.0,2272.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",874.0,orange,1000.0,1.0,magnitude,stay,,81072,stim,28.0,poldrack-single-stim,s513
194,900.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",529.0,#1F45FC,1000.0,8.0,magnitude,stay,,84250,stim,29.0,poldrack-single-stim,s513
197,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1745.0,#1F45FC,1000.0,8.0,color,switch,,86492,stim,30.0,poldrack-single-stim,s513
200,900.0,2408.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",2325.0,orange,1000.0,6.0,color,stay,,89805,stim,31.0,poldrack-single-stim,s513
203,100.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",890.0,orange,1000.0,7.0,color,stay,,92045,stim,32.0,poldrack-single-stim,s513
206,100.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1458.0,#1F45FC,1000.0,1.0,color,stay,,94285,stim,33.0,poldrack-single-stim,s513
209,900.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1470.0,orange,1000.0,1.0,color,stay,,97191,stim,34.0,poldrack-single-stim,s513
212,900.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",837.0,#1F45FC,1000.0,9.0,color,stay,,100096,stim,35.0,poldrack-single-stim,s513
215,100.0,2000.0,False,89.0,Color,switch,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,6.0,color,stay,,102202,stim,36.0,poldrack-single-stim,s513
218,900.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",536.0,orange,1000.0,9.0,color,stay,,105107,stim,37.0,poldrack-single-stim,s513
221,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",750.0,orange,1000.0,3.0,color,stay,,108012,stim,38.0,poldrack-single-stim,s513
224,900.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",955.0,orange,1000.0,8.0,color,stay,,111189,stim,39.0,poldrack-single-stim,s513
227,900.0,2408.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1516.0,#1F45FC,1000.0,3.0,color,stay,,114503,stim,40.0,poldrack-single-stim,s513
230,900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",792.0,#1F45FC,1000.0,3.0,color,stay,,117408,stim,41.0,poldrack-single-stim,s513
233,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1443.0,orange,1000.0,2.0,magnitude,switch,,119649,stim,42.0,poldrack-single-stim,s513
236,900.0,2000.0,False,89.0,Magnitude,switch,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,4.0,magnitude,stay,,122555,stim,43.0,poldrack-single-stim,s513
239,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",961.0,#1F45FC,1000.0,9.0,color,switch,,125595,stim,44.0,poldrack-single-stim,s513
242,900.0,2544.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1133.0,#1F45FC,1000.0,9.0,magnitude,switch,,129044,stim,45.0,poldrack-single-stim,s513
245,900.0,2680.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",621.0,#1F45FC,1000.0,7.0,color,switch,,132628,stim,46.0,poldrack-single-stim,s513
248,900.0,3088.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1775.0,#1F45FC,1000.0,7.0,color,stay,,136621,stim,47.0,poldrack-single-stim,s513
251,100.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",2059.0,#1F45FC,1000.0,3.0,color,stay,,138862,stim,48.0,poldrack-single-stim,s513
254,900.0,2544.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",598.0,orange,1000.0,4.0,color,stay,,142310,stim,49.0,poldrack-single-stim,s513
257,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1357.0,orange,1000.0,7.0,color,stay,,144416,stim,50.0,poldrack-single-stim,s513
260,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1128.0,orange,1000.0,6.0,magnitude,switch,,147458,stim,51.0,poldrack-single-stim,s513
263,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1364.0,orange,1000.0,9.0,color,switch,,149562,stim,52.0,poldrack-single-stim,s513
266,100.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1811.0,#1F45FC,1000.0,4.0,magnitude,switch,,152074,stim,53.0,poldrack-single-stim,s513
269,900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",549.0,#1F45FC,1000.0,8.0,magnitude,stay,,154979,stim,54.0,poldrack-single-stim,s513
272,100.0,2000.0,False,71.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1730.0,orange,1000.0,9.0,magnitude,stay,,157084,stim,55.0,poldrack-single-stim,s513
275,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1198.0,orange,1000.0,1.0,color,switch,,159189,stim,56.0,poldrack-single-stim,s513
278,900.0,2680.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",1567.0,orange,1000.0,7.0,color,stay,,162773,stim,57.0,poldrack-single-stim,s513
281,100.0,2272.0,False,71.0,Color,switch,test,twobytwo,,89.0,"89,71",1570.0,#1F45FC,1000.0,7.0,color,stay,,165151,stim,58.0,poldrack-single-stim,s513
284,100.0,2408.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",996.0,orange,1000.0,3.0,color,stay,,167663,stim,59.0,poldrack-single-stim,s513
287,900.0,3224.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",974.0,#1F45FC,1000.0,6.0,color,stay,,171792,stim,60.0,poldrack-single-stim,s513
290,100.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1155.0,#1F45FC,1000.0,6.0,magnitude,switch,,174304,stim,61.0,poldrack-single-stim,s513
293,900.0,2816.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",669.0,#1F45FC,1000.0,9.0,color,switch,,178025,stim,62.0,poldrack-single-stim,s513
296,100.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1209.0,orange,1000.0,4.0,magnitude,switch,,180538,stim,63.0,poldrack-single-stim,s513
299,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1529.0,#1F45FC,1000.0,8.0,color,switch,,182779,stim,64.0,poldrack-single-stim,s513
302,900.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",901.0,#1F45FC,1000.0,9.0,color,stay,,185819,stim,65.0,poldrack-single-stim,s513
305,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",712.0,#1F45FC,1000.0,7.0,color,stay,,188724,stim,66.0,poldrack-single-stim,s513
308,900.0,2000.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",800.0,#1F45FC,1000.0,9.0,color,stay,,191629,stim,67.0,poldrack-single-stim,s513
311,900.0,2272.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1909.0,orange,1000.0,2.0,magnitude,switch,,194809,stim,68.0,poldrack-single-stim,s513
314,900.0,2408.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1361.0,orange,1000.0,3.0,color,switch,,198123,stim,69.0,poldrack-single-stim,s513
317,100.0,2000.0,False,89.0,Magnitude,,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,3.0,magnitude,switch,,200227,stim,70.0,poldrack-single-stim,s513
320,100.0,2136.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",671.0,orange,1000.0,1.0,magnitude,stay,,202468,stim,71.0,poldrack-single-stim,s513
323,100.0,2000.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",676.0,orange,1000.0,6.0,color,switch,,204574,stim,72.0,poldrack-single-stim,s513
326,100.0,2408.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",921.0,orange,1000.0,2.0,magnitude,switch,,207088,stim,73.0,poldrack-single-stim,s513
329,100.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1404.0,#1F45FC,1000.0,7.0,magnitude,stay,,209464,stim,74.0,poldrack-single-stim,s513
332,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",728.0,orange,1000.0,3.0,color,switch,,212369,stim,75.0,poldrack-single-stim,s513
335,100.0,2272.0,False,89.0,Color,switch,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,9.0,color,stay,,214746,stim,76.0,poldrack-single-stim,s513
338,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",608.0,#1F45FC,1000.0,7.0,magnitude,switch,,217651,stim,77.0,poldrack-single-stim,s513
341,100.0,2000.0,False,71.0,Orange-Blue,,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,4.0,color,switch,,219756,stim,78.0,poldrack-single-stim,s513
344,900.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",632.0,orange,1000.0,4.0,color,stay,,222933,stim,79.0,poldrack-single-stim,s513
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,232936,rest_block,,poldrack-single-stim,s513
350,100.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",890.0,orange,1000.0,4.0,color,stay,,238684,stim,0.0,poldrack-single-stim,s513
353,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1633.0,#1F45FC,1000.0,7.0,magnitude,switch,,240788,stim,1.0,poldrack-single-stim,s513
356,100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",1619.0,orange,1000.0,3.0,magnitude,stay,,242893,stim,2.0,poldrack-single-stim,s513
359,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1110.0,#1F45FC,1000.0,9.0,color,switch,,244998,stim,3.0,poldrack-single-stim,s513
362,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",745.0,orange,1000.0,3.0,magnitude,switch,,247903,stim,4.0,poldrack-single-stim,s513
365,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",706.0,orange,1000.0,8.0,color,switch,,250807,stim,5.0,poldrack-single-stim,s513
368,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",879.0,orange,1000.0,3.0,magnitude,switch,,253047,stim,6.0,poldrack-single-stim,s513
371,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",564.0,#1F45FC,1000.0,9.0,magnitude,stay,,255952,stim,7.0,poldrack-single-stim,s513
374,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1082.0,orange,1000.0,7.0,color,switch,,258058,stim,8.0,poldrack-single-stim,s513
377,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1148.0,orange,1000.0,4.0,magnitude,switch,,260300,stim,9.0,poldrack-single-stim,s513
380,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1174.0,orange,1000.0,9.0,color,switch,,262405,stim,10.0,poldrack-single-stim,s513
383,900.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",504.0,orange,1000.0,2.0,color,stay,,265447,stim,11.0,poldrack-single-stim,s513
386,900.0,2680.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",682.0,orange,1000.0,4.0,magnitude,switch,,269032,stim,12.0,poldrack-single-stim,s513
389,900.0,2272.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",937.0,#1F45FC,1000.0,7.0,color,switch,,272209,stim,13.0,poldrack-single-stim,s513
392,900.0,2136.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",1182.0,orange,1000.0,8.0,color,stay,,275251,stim,14.0,poldrack-single-stim,s513
395,100.0,2000.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",1296.0,orange,1000.0,6.0,magnitude,switch,,277357,stim,15.0,poldrack-single-stim,s513
398,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1095.0,orange,1000.0,6.0,color,switch,,279597,stim,16.0,poldrack-single-stim,s513
401,900.0,2680.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1418.0,orange,1000.0,4.0,magnitude,switch,,283182,stim,17.0,poldrack-single-stim,s513
404,900.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1149.0,orange,1000.0,4.0,color,switch,,286359,stim,18.0,poldrack-single-stim,s513
407,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1047.0,#1F45FC,1000.0,2.0,magnitude,switch,,289264,stim,19.0,poldrack-single-stim,s513
410,100.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",1113.0,#1F45FC,1000.0,6.0,magnitude,stay,,291369,stim,20.0,poldrack-single-stim,s513
413,100.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",917.0,#1F45FC,1000.0,7.0,magnitude,stay,,293609,stim,21.0,poldrack-single-stim,s513
416,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1418.0,orange,1000.0,1.0,color,switch,,296514,stim,22.0,poldrack-single-stim,s513
419,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",899.0,#1F45FC,1000.0,1.0,magnitude,switch,,298620,stim,23.0,poldrack-single-stim,s513
422,100.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",823.0,orange,1000.0,8.0,magnitude,stay,,300725,stim,24.0,poldrack-single-stim,s513
425,100.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",991.0,#1F45FC,1000.0,9.0,magnitude,stay,,303102,stim,25.0,poldrack-single-stim,s513
428,900.0,2408.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",966.0,orange,1000.0,8.0,magnitude,stay,,306415,stim,26.0,poldrack-single-stim,s513
431,100.0,2000.0,False,89.0,High-Low,stay,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,4.0,magnitude,stay,,308520,stim,27.0,poldrack-single-stim,s513
434,900.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",676.0,orange,1000.0,1.0,magnitude,stay,,311425,stim,28.0,poldrack-single-stim,s513
437,900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",441.0,#1F45FC,1000.0,8.0,magnitude,stay,,314330,stim,29.0,poldrack-single-stim,s513
440,100.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",896.0,#1F45FC,1000.0,8.0,color,switch,,316706,stim,30.0,poldrack-single-stim,s513
443,900.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",618.0,orange,1000.0,6.0,color,stay,,319747,stim,31.0,poldrack-single-stim,s513
446,100.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",1551.0,orange,1000.0,7.0,color,stay,,321852,stim,32.0,poldrack-single-stim,s513
449,100.0,2544.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1643.0,#1F45FC,1000.0,1.0,color,stay,,324501,stim,33.0,poldrack-single-stim,s513
452,900.0,2272.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",1012.0,orange,1000.0,1.0,color,stay,,327678,stim,34.0,poldrack-single-stim,s513
455,900.0,2272.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",1782.0,#1F45FC,1000.0,9.0,color,stay,,330855,stim,35.0,poldrack-single-stim,s513
458,100.0,2000.0,False,89.0,Orange-Blue,switch,test,twobytwo,,-1.0,"89,71",-1.0,orange,1000.0,6.0,color,stay,,332961,stim,36.0,poldrack-single-stim,s513
461,900.0,2000.0,False,89.0,Color,switch,test,twobytwo,,71.0,"89,71",184.0,orange,1000.0,9.0,color,stay,,335866,stim,37.0,poldrack-single-stim,s513
464,900.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",841.0,orange,1000.0,3.0,color,stay,,338906,stim,38.0,poldrack-single-stim,s513
467,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",729.0,orange,1000.0,8.0,color,stay,,341811,stim,39.0,poldrack-single-stim,s513
470,900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1001.0,#1F45FC,1000.0,3.0,color,stay,,344853,stim,40.0,poldrack-single-stim,s513
473,900.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",642.0,#1F45FC,1000.0,3.0,color,stay,,348030,stim,41.0,poldrack-single-stim,s513
476,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",920.0,orange,1000.0,2.0,magnitude,switch,,350272,stim,42.0,poldrack-single-stim,s513
479,900.0,2272.0,False,89.0,High-Low,switch,test,twobytwo,,71.0,"89,71",1307.0,#1F45FC,1000.0,4.0,magnitude,stay,,353450,stim,43.0,poldrack-single-stim,s513
482,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",704.0,#1F45FC,1000.0,9.0,color,switch,,356355,stim,44.0,poldrack-single-stim,s513
485,900.0,2816.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1063.0,#1F45FC,1000.0,9.0,magnitude,switch,,360075,stim,45.0,poldrack-single-stim,s513
488,900.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1439.0,#1F45FC,1000.0,7.0,color,switch,,363387,stim,46.0,poldrack-single-stim,s513
491,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",804.0,#1F45FC,1000.0,7.0,color,stay,,366292,stim,47.0,poldrack-single-stim,s513
494,100.0,2544.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1370.0,#1F45FC,1000.0,3.0,color,stay,,368941,stim,48.0,poldrack-single-stim,s513
497,900.0,2136.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",821.0,orange,1000.0,4.0,color,stay,,371982,stim,49.0,poldrack-single-stim,s513
500,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1443.0,orange,1000.0,7.0,color,stay,,374088,stim,50.0,poldrack-single-stim,s513
503,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",773.0,orange,1000.0,6.0,magnitude,switch,,376993,stim,51.0,poldrack-single-stim,s513
506,100.0,2136.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1404.0,orange,1000.0,9.0,color,switch,,379235,stim,52.0,poldrack-single-stim,s513
