,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",416,500.0,,-80110,probe,0.0,poldrack-single-stim,s574
11,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",343,500.0,,-75593,probe,1.0,poldrack-single-stim,s574
15,2500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",509,500.0,,-70081,probe,2.0,poldrack-single-stim,s574
19,1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",372,500.0,,-65163,probe,3.0,poldrack-single-stim,s574
23,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",365,500.0,,-60640,probe,4.0,poldrack-single-stim,s574
27,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",359,500.0,,-56126,probe,5.0,poldrack-single-stim,s574
31,2300.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",502,500.0,,-50805,probe,6.0,poldrack-single-stim,s574
35,1700.0,BX,0.0,71.0,practice,dot_pattern_expectancy,89.0,"89,71",541,500.0,,-46095,probe,7.0,poldrack-single-stim,s574
39,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",278,500.0,,-41578,probe,8.0,poldrack-single-stim,s574
43,2100.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",364,500.0,,-36463,probe,9.0,poldrack-single-stim,s574
66,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",438,500.0,,7699,probe,0.0,poldrack-single-stim,s574
69,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",607,500.0,,12520,probe,1.0,poldrack-single-stim,s574
72,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",461,500.0,,16668,probe,2.0,poldrack-single-stim,s574
75,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",341,500.0,,21086,probe,3.0,poldrack-single-stim,s574
78,3540.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",425,500.0,,27135,probe,4.0,poldrack-single-stim,s574
81,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",338,500.0,,31285,probe,5.0,poldrack-single-stim,s574
84,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",766,500.0,,35300,probe,6.0,poldrack-single-stim,s574
87,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",361,500.0,,39313,probe,7.0,poldrack-single-stim,s574
