,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",690,1700.0,,-76075,stim,,poldrack-categorize,s483
9,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",538,1700.0,,-72364,stim,,poldrack-categorize,s483
12,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",572,1700.0,,-68655,stim,,poldrack-categorize,s483
15,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",559,1700.0,,-64944,stim,,poldrack-categorize,s483
18,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",485,1700.0,,-61235,stim,,poldrack-categorize,s483
21,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",581,1700.0,,-57526,stim,,poldrack-categorize,s483
24,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",645,1700.0,,-53817,stim,,poldrack-categorize,s483
27,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",580,1700.0,,-50107,stim,,poldrack-categorize,s483
30,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",555,1700.0,,-46397,stim,,poldrack-categorize,s483
33,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",610,1700.0,,-42687,stim,,poldrack-categorize,s483
36,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",652,1700.0,,-38979,stim,,poldrack-categorize,s483
39,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",583,1700.0,,-35269,stim,,poldrack-categorize,s483
61,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",462,1700.0,,5611,stim,0.0,poldrack-single-stim,s483
64,2100.272,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",606,1700.0,,8217,stim,1.0,poldrack-single-stim,s483
67,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",592,1700.0,,10824,stim,2.0,poldrack-single-stim,s483
70,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",497,1700.0,,13430,stim,3.0,poldrack-single-stim,s483
73,2100.408,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",569,1700.0,,16036,stim,4.0,poldrack-single-stim,s483
76,2100.544,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",618,1700.0,,18641,stim,5.0,poldrack-single-stim,s483
79,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",616,1700.0,,21247,stim,6.0,poldrack-single-stim,s483
82,2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",410,1700.0,,23854,stim,7.0,poldrack-single-stim,s483
85,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",575,1700.0,,26460,stim,8.0,poldrack-single-stim,s483
88,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",617,1700.0,,29068,stim,9.0,poldrack-single-stim,s483
91,2100.136,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",546,1700.0,,31675,stim,10.0,poldrack-single-stim,s483
94,2100.272,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",422,1700.0,,34282,stim,11.0,poldrack-single-stim,s483
97,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",483,1700.0,,36889,stim,12.0,poldrack-single-stim,s483
100,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",431,1700.0,,39495,stim,13.0,poldrack-single-stim,s483
103,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",483,1700.0,,42101,stim,14.0,poldrack-single-stim,s483
106,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",455,1700.0,,44706,stim,15.0,poldrack-single-stim,s483
109,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",567,1700.0,,47312,stim,16.0,poldrack-single-stim,s483
112,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",601,1700.0,,49919,stim,17.0,poldrack-single-stim,s483
115,2100.952,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",575,1700.0,,52526,stim,18.0,poldrack-single-stim,s483
118,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",373,1700.0,,55133,stim,19.0,poldrack-single-stim,s483
121,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",585,1700.0,,57739,stim,20.0,poldrack-single-stim,s483
124,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",544,1700.0,,60347,stim,21.0,poldrack-single-stim,s483
127,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",560,1700.0,,62952,stim,22.0,poldrack-single-stim,s483
130,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",502,1700.0,,65558,stim,23.0,poldrack-single-stim,s483
133,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",482,1700.0,,68168,stim,24.0,poldrack-single-stim,s483
136,2100.272,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",574,1700.0,,70774,stim,25.0,poldrack-single-stim,s483
139,2100.272,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",519,1700.0,,73379,stim,26.0,poldrack-single-stim,s483
142,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",624,1700.0,,75985,stim,27.0,poldrack-single-stim,s483
145,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",458,1700.0,,78593,stim,28.0,poldrack-single-stim,s483
148,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",590,1700.0,,81198,stim,29.0,poldrack-single-stim,s483
151,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",465,1700.0,,83803,stim,30.0,poldrack-single-stim,s483
154,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",644,1700.0,,86412,stim,31.0,poldrack-single-stim,s483
157,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",379,1700.0,,89018,stim,32.0,poldrack-single-stim,s483
160,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",395,1700.0,,91623,stim,33.0,poldrack-single-stim,s483
