,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",563,500.0,,-91775,probe,0.0,poldrack-single-stim,s445
11,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",654,500.0,,-87264,probe,1.0,poldrack-single-stim,s445
15,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",697,500.0,,-82756,probe,2.0,poldrack-single-stim,s445
19,2500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",502,500.0,,-77247,probe,3.0,poldrack-single-stim,s445
23,1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",487,500.0,,-72336,probe,4.0,poldrack-single-stim,s445
27,1700.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",506,500.0,,-67627,probe,5.0,poldrack-single-stim,s445
31,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",476,500.0,,-63118,probe,6.0,poldrack-single-stim,s445
35,2100.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",335,500.0,,-58009,probe,7.0,poldrack-single-stim,s445
39,2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",513,500.0,,-52699,probe,8.0,poldrack-single-stim,s445
43,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",615,500.0,,-48190,probe,9.0,poldrack-single-stim,s445
66,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1195,500.0,,7148,probe,0.0,poldrack-single-stim,s445
69,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",663,500.0,,11156,probe,1.0,poldrack-single-stim,s445
72,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",519,500.0,,15706,probe,2.0,poldrack-single-stim,s445
75,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",428,500.0,,19985,probe,3.0,poldrack-single-stim,s445
78,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",486,500.0,,24127,probe,4.0,poldrack-single-stim,s445
81,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",444,500.0,,28271,probe,5.0,poldrack-single-stim,s445
84,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",508,500.0,,32277,probe,6.0,poldrack-single-stim,s445
87,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",445,500.0,,36284,probe,7.0,poldrack-single-stim,s445
90,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",535,500.0,,40835,probe,8.0,poldrack-single-stim,s445
93,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",656,500.0,,45795,probe,9.0,poldrack-single-stim,s445
96,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",426,500.0,,50209,probe,10.0,poldrack-single-stim,s445
99,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",420,500.0,,54217,probe,11.0,poldrack-single-stim,s445
102,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",505,500.0,,58632,probe,12.0,poldrack-single-stim,s445
105,2180.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",408,500.0,,63321,probe,13.0,poldrack-single-stim,s445
108,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",794,500.0,,67329,probe,14.0,poldrack-single-stim,s445
111,1908.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",691,500.0,,71745,probe,15.0,poldrack-single-stim,s445
