,SS_delay,SS_duration,SS_stimulus,SS_trial_type,block_duration,correct,correct_response,exp_stage,experiment_exp_id,feedback_duration,key_press,passed_check,possible_responses,rt,stim_duration,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
5,,,,,1850.0,0.0,89.0,practice,stop_signal,500.0,-1.0,True,"89,71",-1,850.0,True,,-85258,stim,0.0,poldrack-categorize,s234
6,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",749,850.0,False,,-82652,stim,1.0,poldrack-categorize,s234
7,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",811,850.0,False,,-80045,stim,2.0,poldrack-categorize,s234
8,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",578,850.0,False,,-77439,stim,3.0,poldrack-categorize,s234
9,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",686,850.0,False,,-74833,stim,4.0,poldrack-categorize,s234
10,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",661,850.0,False,,-72229,stim,5.0,poldrack-categorize,s234
11,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",596,850.0,False,,-69623,stim,6.0,poldrack-categorize,s234
12,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",541,850.0,False,,-67018,stim,7.0,poldrack-categorize,s234
13,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",450,850.0,False,,-64412,stim,8.0,poldrack-categorize,s234
14,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",599,850.0,False,,-61807,stim,9.0,poldrack-categorize,s234
15,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",533,850.0,False,,-59201,stim,10.0,poldrack-categorize,s234
16,,,,,1850.0,0.0,89.0,practice,stop_signal,500.0,71.0,True,"89,71",856,850.0,False,,-56596,stim,11.0,poldrack-categorize,s234
36,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2386.0,0.0,71.0,test,stop_signal,,89.0,True,"89,71",852,850.0,False,,5395,stim,0.0,stop-signal,s234
37,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2522.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",614,850.0,False,,7920,stim,1.0,stop-signal,s234
38,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2930.0,0.0,89.0,test,stop_signal,,-1.0,True,"89,71",-1,850.0,True,,10853,stim,2.0,stop-signal,s234
39,450.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2522.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",600,850.0,False,,13378,stim,3.0,stop-signal,s234
40,450.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2522.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",672,850.0,False,,15902,stim,4.0,stop-signal,s234
41,450.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",487,850.0,False,,18155,stim,5.0,stop-signal,s234
42,450.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2522.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",463,850.0,False,,20680,stim,6.0,stop-signal,s234
43,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2386.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",608,850.0,False,,23069,stim,7.0,stop-signal,s234
44,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",582,850.0,False,,25321,stim,8.0,stop-signal,s234
45,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2386.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",582,850.0,False,,27710,stim,9.0,stop-signal,s234
46,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",640,850.0,False,,29963,stim,10.0,stop-signal,s234
47,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2386.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",469,850.0,False,,32351,stim,11.0,stop-signal,s234
48,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2522.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",650,850.0,False,,34877,stim,12.0,stop-signal,s234
49,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2250.0,0.0,71.0,test,stop_signal,,-1.0,True,"89,71",-1,850.0,True,,37129,stim,13.0,stop-signal,s234
50,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2386.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",480,850.0,False,,39518,stim,14.0,stop-signal,s234
51,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2658.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",579,850.0,False,,42179,stim,15.0,stop-signal,s234
52,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2250.0,0.0,71.0,test,stop_signal,,-1.0,True,"89,71",-1,850.0,True,,44432,stim,16.0,stop-signal,s234
53,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,3202.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",643,850.0,False,,47636,stim,17.0,stop-signal,s234
54,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2386.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",878,850.0,False,,50025,stim,18.0,stop-signal,s234
55,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2386.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",401,850.0,False,,52414,stim,19.0,stop-signal,s234
56,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2522.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",506,850.0,False,,54939,stim,20.0,stop-signal,s234
57,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",672,850.0,False,,57192,stim,21.0,stop-signal,s234
58,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2250.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",528,850.0,False,,59445,stim,22.0,stop-signal,s234
