,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",594,500.0,,-86149,probe,0.0,poldrack-single-stim,s548
11,2500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",806,500.0,,-80641,probe,1.0,poldrack-single-stim,s548
15,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",307,500.0,,-76132,probe,2.0,poldrack-single-stim,s548
19,2300.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",435,500.0,,-70823,probe,3.0,poldrack-single-stim,s548
23,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",258,500.0,,-66316,probe,4.0,poldrack-single-stim,s548
27,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",390,500.0,,-61810,probe,5.0,poldrack-single-stim,s548
31,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",507,500.0,,-57301,probe,6.0,poldrack-single-stim,s548
35,1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",327,500.0,,-52393,probe,7.0,poldrack-single-stim,s548
39,2100.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",334,500.0,,-47285,probe,8.0,poldrack-single-stim,s548
43,1700.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",329,500.0,,-42577,probe,9.0,poldrack-single-stim,s548
66,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",354,500.0,,7691,probe,0.0,poldrack-single-stim,s548
69,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",480,500.0,,12513,probe,1.0,poldrack-single-stim,s548
72,1636.0,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",282,500.0,,16654,probe,2.0,poldrack-single-stim,s548
75,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",317,500.0,,21068,probe,3.0,poldrack-single-stim,s548
78,3540.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",479,500.0,,27114,probe,4.0,poldrack-single-stim,s548
81,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",259,500.0,,31257,probe,5.0,poldrack-single-stim,s548
84,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",284,500.0,,35263,probe,6.0,poldrack-single-stim,s548
87,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",463,500.0,,39268,probe,7.0,poldrack-single-stim,s548
90,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",350,500.0,,43548,probe,8.0,poldrack-single-stim,s548
