block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1700.0,0.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,-1,"89,71",-1,1700.0,,-77640,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",626,1700.0,,-73929,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",707,1700.0,,-70221,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",590,1700.0,,-66512,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",639,1700.0,,-62806,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",606,1700.0,,-59097,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",681,1700.0,,-55388,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",660,1700.0,,-51680,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",634,1700.0,,-47972,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",915,1700.0,,-44262,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",967,1700.0,,-40554,500.0,stim,,poldrack-categorize,s513
1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",760,1700.0,,-36845,500.0,stim,,poldrack-categorize,s513
2100.136,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",1007,1700.0,,5613,0.0,stim,0.0,poldrack-single-stim,s513
2100.0,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",659,1700.0,,8219,0.0,stim,1.0,poldrack-single-stim,s513
2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",649,1700.0,,10827,0.0,stim,2.0,poldrack-single-stim,s513
2100.408,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",572,1700.0,,13434,0.0,stim,3.0,poldrack-single-stim,s513
2100.544,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",475,1700.0,,16042,0.0,stim,4.0,poldrack-single-stim,s513
2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",649,1700.0,,18650,0.0,stim,5.0,poldrack-single-stim,s513
2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",451,1700.0,,21259,0.0,stim,6.0,poldrack-single-stim,s513
2100.408,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",535,1700.0,,23864,0.0,stim,7.0,poldrack-single-stim,s513
2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",532,1700.0,,26471,0.0,stim,8.0,poldrack-single-stim,s513
2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",520,1700.0,,29079,0.0,stim,9.0,poldrack-single-stim,s513
2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",637,1700.0,,31687,0.0,stim,10.0,poldrack-single-stim,s513
2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",368,1700.0,,34295,0.0,stim,11.0,poldrack-single-stim,s513
2100.408,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",987,1700.0,,36903,0.0,stim,12.0,poldrack-single-stim,s513
2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",685,1700.0,,39510,0.0,stim,13.0,poldrack-single-stim,s513
2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",786,1700.0,,42119,0.0,stim,14.0,poldrack-single-stim,s513
2100.544,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",743,1700.0,,44726,0.0,stim,15.0,poldrack-single-stim,s513
2100.272,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",428,1700.0,,47334,0.0,stim,16.0,poldrack-single-stim,s513
2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",631,1700.0,,49941,0.0,stim,17.0,poldrack-single-stim,s513
2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",560,1700.0,,52548,0.0,stim,18.0,poldrack-single-stim,s513
2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",822,1700.0,,55155,0.0,stim,19.0,poldrack-single-stim,s513
2100.0,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",710,1700.0,,57762,0.0,stim,20.0,poldrack-single-stim,s513
2100.544,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",482,1700.0,,60369,0.0,stim,21.0,poldrack-single-stim,s513
2100.408,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",938,1700.0,,62977,0.0,stim,22.0,poldrack-single-stim,s513
