,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,2000.0,,practice,discount_fixed,89,,,"89,71",2000,,2000.0,,-46532,stim,poldrack-single-stim,s570
24,4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1483,20.0,4000.0,,7652,,poldrack-single-stim,s570
25,4568.0,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",2295,20.0,4000.0,,12223,,poldrack-single-stim,s570
26,4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1340,20.0,4000.0,,16794,,poldrack-single-stim,s570
27,4908.0,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",2249,20.0,4000.0,,21706,,poldrack-single-stim,s570
28,4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",1222,20.0,4000.0,,26549,,poldrack-single-stim,s570
29,5248.0,larger_later,,discount_fixed,89,32.0,57.0,"89,71",2626,20.0,4000.0,,31803,,poldrack-single-stim,s570
30,4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",1843,20.0,4000.0,,36576,,poldrack-single-stim,s570
31,5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",3126,20.0,4000.0,,42577,,poldrack-single-stim,s570
32,5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",2974,20.0,4000.0,,48172,,poldrack-single-stim,s570
33,4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",2376,20.0,4000.0,,52743,,poldrack-single-stim,s570
34,5112.0,larger_later,,discount_fixed,89,24.0,38.0,"89,71",3145,20.0,4000.0,,57856,,poldrack-single-stim,s570
35,5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",2031,20.0,4000.0,,63516,,poldrack-single-stim,s570
36,4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",2622,20.0,4000.0,,68087,,poldrack-single-stim,s570
37,4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1557,20.0,4000.0,,72861,,poldrack-single-stim,s570
38,5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",2022,20.0,4000.0,,77906,,poldrack-single-stim,s570
39,4840.0,larger_later,,discount_fixed,89,77.0,142.0,"89,71",2788,20.0,4000.0,,82749,,poldrack-single-stim,s570
