,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,text,time_elapsed,trial_id,trial_type,worker_id
84,PA_with_intermediate,,"3,0,0,0,0,0,1,2,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",89,3.0,1.0,"89,71,82",4.0,,401,"0,0,0,0,0,0,1,2,3",,75437,to_board,poldrack-single-stim,s445
85,PA_with_intermediate,,"3,0,0,0,0,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",82,3.0,2.0,"89,82",4.0,,715,"0,0,0,0,0,0,1,2,3",,76155,to_hand,poldrack-single-stim,s445
86,PA_with_intermediate,,"3,0,0,2,0,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",71,3.0,2.0,"89,71,82",4.0,,573,"0,0,0,0,0,0,1,2,3",,76729,to_board,poldrack-single-stim,s445
87,PA_with_intermediate,,"0,0,0,2,0,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",89,3.0,3.0,"89,71,82",4.0,,493,"0,0,0,0,0,0,1,2,3",,77225,to_hand,poldrack-single-stim,s445
88,PA_with_intermediate,,"0,0,0,2,3,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",71,3.0,3.0,"89,71,82",4.0,,522,"0,0,0,0,0,0,1,2,3",,77748,to_board,poldrack-single-stim,s445
89,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,8884.0,-1,,,80296,feedback,poldrack-single-stim,s445
90,PA_without_intermediate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,0,0,0,0,1,0,0",71,3.0,1.0,71,5.0,,3089,"0,0,0,1,2,3,0,0,0",,83389,to_hand,poldrack-single-stim,s445
91,PA_without_intermediate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,0,0,0,0,1,0,0",89,3.0,1.0,"89,71,82",5.0,,568,"0,0,0,1,2,3,0,0,0",,83958,to_board,poldrack-single-stim,s445
92,PA_without_intermediate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,0,0,0,0,1,0,0",71,3.0,2.0,"89,71",5.0,,409,"0,0,0,1,2,3,0,0,0",,84370,to_hand,poldrack-single-stim,s445
93,PA_without_intermediate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,0,0,0,0,1,0,0",89,3.0,2.0,"89,71,82",5.0,,346,"0,0,0,1,2,3,0,0,0",,84718,to_board,poldrack-single-stim,s445
94,PA_without_intermediate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,0,0,0,0,1,0,0",71,3.0,3.0,"89,71",5.0,,472,"0,0,0,1,2,3,0,0,0",,85193,to_hand,poldrack-single-stim,s445
95,PA_without_intermediate,,"3,2,0,0,0,0,1,0,0",practice,ward_and_allport,"3,2,0,0,0,0,1,0,0",82,3.0,3.0,"89,71,82",5.0,,610,"0,0,0,1,2,3,0,0,0",,85805,to_board,poldrack-single-stim,s445
96,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,7784.0,-1,,,88081,feedback,poldrack-single-stim,s445
97,PA_with_intermediate,,"0,0,0,0,0,0,1,2,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",82,3.0,1.0,82,6.0,,2629,"0,0,0,0,0,0,1,2,3",,90712,to_hand,poldrack-single-stim,s445
98,PA_with_intermediate,,"3,0,0,0,0,0,1,2,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",89,3.0,1.0,"89,71,82",6.0,,310,"0,0,0,0,0,0,1,2,3",,91023,to_board,poldrack-single-stim,s445
99,PA_with_intermediate,,"3,0,0,0,0,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",82,3.0,2.0,"89,82",6.0,,552,"0,0,0,0,0,0,1,2,3",,91579,to_hand,poldrack-single-stim,s445
100,PA_with_intermediate,,"3,0,0,2,0,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",71,3.0,2.0,"89,71,82",6.0,,378,"0,0,0,0,0,0,1,2,3",,91958,to_board,poldrack-single-stim,s445
101,PA_with_intermediate,,"0,0,0,2,0,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",89,3.0,3.0,"89,71,82",6.0,,517,"0,0,0,0,0,0,1,2,3",,92477,to_hand,poldrack-single-stim,s445
102,PA_with_intermediate,,"0,0,0,2,3,0,1,0,0",practice,ward_and_allport,"0,0,0,2,3,0,1,0,0",71,3.0,3.0,"89,71,82",6.0,,341,"0,0,0,0,0,0,1,2,3",,92819,to_board,poldrack-single-stim,s445
103,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,8783.0,-1,,,96864,feedback,poldrack-single-stim,s445
104,PA_with_intermediate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"2,0,0,1,3,0,0,0,0",71,3.0,1.0,71,7.0,,1717,"0,0,0,1,2,3,0,0,0",,98584,to_hand,poldrack-single-stim,s445
105,PA_with_intermediate,,"0,0,0,1,2,0,3,0,0",practice,ward_and_allport,"2,0,0,1,3,0,0,0,0",82,3.0,1.0,"89,71,82",7.0,,635,"0,0,0,1,2,3,0,0,0",,99220,to_board,poldrack-single-stim,s445
106,PA_with_intermediate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,0,0,1,3,0,0,0,0",71,3.0,2.0,"71,82",7.0,,394,"0,0,0,1,2,3,0,0,0",,99618,to_hand,poldrack-single-stim,s445
107,PA_with_intermediate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,0,0,1,3,0,0,0,0",89,3.0,2.0,"89,71,82",7.0,,441,"0,0,0,1,2,3,0,0,0",,100059,to_board,poldrack-single-stim,s445
108,PA_with_intermediate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,0,0,1,3,0,0,0,0",82,3.0,3.0,"89,71,82",7.0,,1637,"0,0,0,1,2,3,0,0,0",,101698,to_hand,poldrack-single-stim,s445
109,PA_with_intermediate,,"2,0,0,1,3,0,0,0,0",practice,ward_and_allport,"2,0,0,1,3,0,0,0,0",71,3.0,3.0,"89,71,82",7.0,,469,"0,0,0,1,2,3,0,0,0",,102169,to_board,poldrack-single-stim,s445
110,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,7580.0,-1,,,104445,feedback,poldrack-single-stim,s445
111,PA_with_intermediate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",89,3.0,1.0,89,8.0,,2970,"1,2,3,0,0,0,0,0,0",,107417,to_hand,poldrack-single-stim,s445
112,PA_with_intermediate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",71,3.0,1.0,"89,71,82",8.0,,270,"1,2,3,0,0,0,0,0,0",,107689,to_board,poldrack-single-stim,s445
113,PA_with_intermediate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",89,3.0,2.0,"89,71",8.0,,752,"1,2,3,0,0,0,0,0,0",,108444,to_hand,poldrack-single-stim,s445
114,PA_with_intermediate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",82,3.0,2.0,"89,71,82",8.0,,576,"1,2,3,0,0,0,0,0,0",,109020,to_board,poldrack-single-stim,s445
115,PA_with_intermediate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",71,3.0,3.0,"89,71,82",8.0,,509,"1,2,3,0,0,0,0,0,0",,109533,to_hand,poldrack-single-stim,s445
116,PA_with_intermediate,,"1,0,0,0,0,0,2,3,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",82,3.0,3.0,"89,71,82",8.0,,346,"1,2,3,0,0,0,0,0,0",,109879,to_board,poldrack-single-stim,s445
117,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,7574.0,-1,,,112019,feedback,poldrack-single-stim,s445
118,PA_with_intermediate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",89,3.0,1.0,89,9.0,,2380,"1,2,3,0,0,0,0,0,0",,114404,to_hand,poldrack-single-stim,s445
119,PA_with_intermediate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",71,3.0,1.0,"89,71,82",9.0,,286,"1,2,3,0,0,0,0,0,0",,114691,to_board,poldrack-single-stim,s445
120,PA_with_intermediate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",89,3.0,2.0,"89,71",9.0,,341,"1,2,3,0,0,0,0,0,0",,115036,to_hand,poldrack-single-stim,s445
121,PA_with_intermediate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",82,3.0,2.0,"89,71,82",9.0,,569,"1,2,3,0,0,0,0,0,0",,115606,to_board,poldrack-single-stim,s445
122,PA_with_intermediate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",71,3.0,3.0,"89,71,82",9.0,,428,"1,2,3,0,0,0,0,0,0",,116037,to_hand,poldrack-single-stim,s445
123,PA_with_intermediate,,"1,0,0,0,0,0,2,3,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",82,3.0,3.0,"89,71,82",9.0,,300,"1,2,3,0,0,0,0,0,0",,116338,to_board,poldrack-single-stim,s445
124,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,6324.0,-1,,,118343,feedback,poldrack-single-stim,s445
125,PA_with_intermediate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"0,0,0,1,3,0,2,0,0",71,3.0,1.0,71,10.0,,2849,"0,0,0,1,2,3,0,0,0",,121195,to_hand,poldrack-single-stim,s445
126,PA_with_intermediate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"0,0,0,1,3,0,2,0,0",89,3.0,1.0,"89,71,82",10.0,,355,"0,0,0,1,2,3,0,0,0",,121552,to_board,poldrack-single-stim,s445
127,PA_with_intermediate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"0,0,0,1,3,0,2,0,0",71,3.0,2.0,"89,71",10.0,,950,"0,0,0,1,2,3,0,0,0",,122505,to_hand,poldrack-single-stim,s445
128,PA_with_intermediate,,"3,0,0,1,0,0,2,0,0",practice,ward_and_allport,"0,0,0,1,3,0,2,0,0",82,3.0,2.0,"89,71,82",10.0,,351,"0,0,0,1,2,3,0,0,0",,122857,to_board,poldrack-single-stim,s445
129,PA_with_intermediate,,"0,0,0,1,0,0,2,0,0",practice,ward_and_allport,"0,0,0,1,3,0,2,0,0",89,3.0,3.0,"89,71,82",10.0,,1021,"0,0,0,1,2,3,0,0,0",,123882,to_hand,poldrack-single-stim,s445
130,PA_with_intermediate,,"0,0,0,1,3,0,2,0,0",practice,ward_and_allport,"0,0,0,1,3,0,2,0,0",71,3.0,3.0,"89,71,82",10.0,,244,"0,0,0,1,2,3,0,0,0",,124127,to_board,poldrack-single-stim,s445
131,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,7790.0,-1,,,126132,feedback,poldrack-single-stim,s445
132,PA_without_intermediate,,"0,0,0,0,0,0,1,2,0",practice,ward_and_allport,"3,1,0,2,0,0,0,0,0",82,3.0,1.0,82,11.0,,1955,"0,0,0,0,0,0,1,2,3",,128092,to_hand,poldrack-single-stim,s445
133,PA_without_intermediate,,"3,0,0,0,0,0,1,2,0",practice,ward_and_allport,"3,1,0,2,0,0,0,0,0",89,3.0,1.0,"89,71,82",11.0,,388,"0,0,0,0,0,0,1,2,3",,128482,to_board,poldrack-single-stim,s445
134,PA_without_intermediate,,"3,0,0,0,0,0,1,0,0",practice,ward_and_allport,"3,1,0,2,0,0,0,0,0",82,3.0,2.0,"89,82",11.0,,1198,"0,0,0,0,0,0,1,2,3",,129683,to_hand,poldrack-single-stim,s445
135,PA_without_intermediate,,"3,0,0,2,0,0,1,0,0",practice,ward_and_allport,"3,1,0,2,0,0,0,0,0",71,3.0,2.0,"89,71,82",11.0,,340,"0,0,0,0,0,0,1,2,3",,130024,to_board,poldrack-single-stim,s445
136,PA_without_intermediate,,"3,0,0,2,0,0,0,0,0",practice,ward_and_allport,"3,1,0,2,0,0,0,0,0",82,3.0,3.0,"89,71,82",11.0,,485,"0,0,0,0,0,0,1,2,3",,130513,to_hand,poldrack-single-stim,s445
137,PA_without_intermediate,,"3,1,0,2,0,0,0,0,0",practice,ward_and_allport,"3,1,0,2,0,0,0,0,0",89,3.0,3.0,"89,71,82",11.0,,373,"0,0,0,0,0,0,1,2,3",,130887,to_board,poldrack-single-stim,s445
138,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,7166.0,-1,,,133299,feedback,poldrack-single-stim,s445
139,PA_with_intermediate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,0,2,0,0,0,0,0",89,3.0,1.0,89,12.0,,3477,"1,2,3,0,0,0,0,0,0",,136781,to_hand,poldrack-single-stim,s445
