,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,38665.0,,,,,ward_and_allport,,32,,,32,,,38665,,38665.0,,-55091,instruction,poldrack-single-stim,s570
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2512,practice_start_block,poldrack-single-stim,s570
24,8931.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,8931,"1,0,0,2,3,0,0,0,0",8931.0,,11951,to_hand,poldrack-single-stim,s570
25,584.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,584,"1,0,0,2,3,0,0,0,0",584.0,,12537,to_board,poldrack-single-stim,s570
26,1183.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,1183,"1,0,0,2,3,0,0,0,0",1183.0,,13722,to_hand,poldrack-single-stim,s570
27,422.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,422,"1,0,0,2,3,0,0,0,0",422.0,,14145,to_board,poldrack-single-stim,s570
28,599.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,599,"1,0,0,2,3,0,0,0,0",599.0,,14746,to_hand,poldrack-single-stim,s570
29,683.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,683,"1,0,0,2,3,0,0,0,0",683.0,,15430,to_board,poldrack-single-stim,s570
30,2500.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,15425.0,-1,,1000.0,,17938,feedback,poldrack-single-stim,s570
31,5691.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,5691,"1,2,0,3,0,0,0,0,0",5691.0,,23631,to_hand,poldrack-single-stim,s570
32,439.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,439,"1,2,0,3,0,0,0,0,0",439.0,,24072,to_board,poldrack-single-stim,s570
33,1570.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,1570,"1,2,0,3,0,0,0,0,0",1570.0,,25643,to_hand,poldrack-single-stim,s570
34,302.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,302,"1,2,0,3,0,0,0,0,0",302.0,,25947,to_board,poldrack-single-stim,s570
35,1086.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,1086,"1,2,0,3,0,0,0,0,0",1086.0,,27034,to_hand,poldrack-single-stim,s570
36,267.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,267,"1,2,0,3,0,0,0,0,0",267.0,,27301,to_board,poldrack-single-stim,s570
37,2100.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,11467.0,-1,,1000.0,,29405,feedback,poldrack-single-stim,s570
38,3409.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,3409,"0,0,0,1,2,0,3,0,0",3409.0,,32815,to_hand,poldrack-single-stim,s570
39,726.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,726,"0,0,0,1,2,0,3,0,0",726.0,,33542,to_board,poldrack-single-stim,s570
40,932.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,932,"0,0,0,1,2,0,3,0,0",932.0,,34477,to_hand,poldrack-single-stim,s570
41,959.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,959,"0,0,0,1,2,0,3,0,0",959.0,,35437,to_board,poldrack-single-stim,s570
42,1214.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,1214,"0,0,0,1,2,0,3,0,0",1214.0,,36654,to_hand,poldrack-single-stim,s570
