,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
263,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",673.0,#1F45FC,1000.0,6.0,magnitude,switch,,144396,stim,52.0,poldrack-single-stim,s495
266,900.0,2544.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",577.0,orange,1000.0,1.0,magnitude,stay,,147847,stim,53.0,poldrack-single-stim,s495
269,100.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",801.0,#1F45FC,1000.0,8.0,color,switch,,150232,stim,54.0,poldrack-single-stim,s495
272,100.0,2272.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",816.0,#1F45FC,1000.0,2.0,color,stay,,152609,stim,55.0,poldrack-single-stim,s495
275,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",937.0,orange,1000.0,2.0,color,stay,,154716,stim,56.0,poldrack-single-stim,s495
278,900.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",534.0,orange,1000.0,3.0,color,stay,,157624,stim,57.0,poldrack-single-stim,s495
281,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",889.0,orange,1000.0,3.0,magnitude,switch,,159867,stim,58.0,poldrack-single-stim,s495
284,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",441.0,#1F45FC,1000.0,4.0,color,switch,,162773,stim,59.0,poldrack-single-stim,s495
287,100.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",772.0,orange,1000.0,8.0,color,stay,,165016,stim,60.0,poldrack-single-stim,s495
290,100.0,2272.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",732.0,orange,1000.0,6.0,magnitude,switch,,167395,stim,61.0,poldrack-single-stim,s495
293,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",811.0,#1F45FC,1000.0,7.0,color,switch,,170437,stim,62.0,poldrack-single-stim,s495
296,900.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",598.0,#1F45FC,1000.0,4.0,color,stay,,173616,stim,63.0,poldrack-single-stim,s495
299,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",441.0,orange,1000.0,8.0,magnitude,switch,,176523,stim,64.0,poldrack-single-stim,s495
302,900.0,2816.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",570.0,#1F45FC,1000.0,6.0,magnitude,stay,,180246,stim,65.0,poldrack-single-stim,s495
305,100.0,2408.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",679.0,orange,1000.0,2.0,magnitude,stay,,182760,stim,66.0,poldrack-single-stim,s495
308,900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",559.0,orange,1000.0,4.0,magnitude,stay,,185666,stim,67.0,poldrack-single-stim,s495
311,100.0,2544.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",732.0,#1F45FC,1000.0,4.0,magnitude,stay,,188316,stim,68.0,poldrack-single-stim,s495
314,100.0,2136.0,False,89.0,Color,,test,twobytwo,,71.0,"89,71",848.0,orange,1000.0,3.0,color,switch,,190576,stim,69.0,poldrack-single-stim,s495
317,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1015.0,orange,1000.0,4.0,magnitude,switch,,193485,stim,70.0,poldrack-single-stim,s495
320,900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",642.0,orange,1000.0,6.0,magnitude,stay,,196400,stim,71.0,poldrack-single-stim,s495
323,900.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",831.0,orange,1000.0,4.0,magnitude,stay,,199443,stim,72.0,poldrack-single-stim,s495
326,100.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",1279.0,#1F45FC,1000.0,9.0,magnitude,stay,,201685,stim,73.0,poldrack-single-stim,s495
329,100.0,2272.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",793.0,#1F45FC,1000.0,9.0,color,switch,,204062,stim,74.0,poldrack-single-stim,s495
332,900.0,3224.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",516.0,orange,1000.0,6.0,color,stay,,208195,stim,75.0,poldrack-single-stim,s495
335,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",918.0,#1F45FC,1000.0,8.0,color,stay,,210304,stim,76.0,poldrack-single-stim,s495
338,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",781.0,#1F45FC,1000.0,1.0,magnitude,switch,,213211,stim,77.0,poldrack-single-stim,s495
341,100.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",798.0,orange,1000.0,8.0,color,switch,,215589,stim,78.0,poldrack-single-stim,s495
344,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",947.0,orange,1000.0,9.0,magnitude,switch,,217831,stim,79.0,poldrack-single-stim,s495
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,227834,rest_block,,poldrack-single-stim,s495
350,900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",575.0,orange,1000.0,3.0,magnitude,stay,,234252,stim,0.0,poldrack-single-stim,s495
353,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1074.0,#1F45FC,1000.0,2.0,color,switch,,237159,stim,1.0,poldrack-single-stim,s495
356,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",772.0,orange,1000.0,4.0,magnitude,switch,,239266,stim,2.0,poldrack-single-stim,s495
359,100.0,2680.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",787.0,#1F45FC,1000.0,4.0,color,switch,,242054,stim,3.0,poldrack-single-stim,s495
362,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",862.0,#1F45FC,1000.0,3.0,magnitude,switch,,244162,stim,4.0,poldrack-single-stim,s495
365,100.0,2272.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",778.0,#1F45FC,1000.0,1.0,magnitude,stay,,246543,stim,5.0,poldrack-single-stim,s495
368,900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",531.0,orange,1000.0,2.0,magnitude,stay,,249452,stim,6.0,poldrack-single-stim,s495
371,900.0,2272.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",755.0,orange,1000.0,7.0,magnitude,stay,,252632,stim,7.0,poldrack-single-stim,s495
374,100.0,2952.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",836.0,orange,1000.0,7.0,color,switch,,255691,stim,8.0,poldrack-single-stim,s495
377,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",723.0,orange,1000.0,6.0,magnitude,switch,,257801,stim,9.0,poldrack-single-stim,s495
380,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",831.0,#1F45FC,1000.0,9.0,color,switch,,259908,stim,10.0,poldrack-single-stim,s495
383,100.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",896.0,orange,1000.0,3.0,color,stay,,262014,stim,11.0,poldrack-single-stim,s495
386,100.0,2000.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",944.0,#1F45FC,1000.0,7.0,magnitude,switch,,264122,stim,12.0,poldrack-single-stim,s495
389,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",914.0,orange,1000.0,9.0,color,switch,,266365,stim,13.0,poldrack-single-stim,s495
392,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",688.0,#1F45FC,1000.0,1.0,color,stay,,269272,stim,14.0,poldrack-single-stim,s495
395,900.0,2000.0,False,89.0,High-Low,,test,twobytwo,,71.0,"89,71",764.0,#1F45FC,1000.0,9.0,magnitude,switch,,272180,stim,15.0,poldrack-single-stim,s495
398,900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",866.0,#1F45FC,1000.0,8.0,magnitude,stay,,275086,stim,16.0,poldrack-single-stim,s495
401,900.0,2272.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",980.0,orange,1000.0,4.0,color,switch,,278264,stim,17.0,poldrack-single-stim,s495
404,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1074.0,orange,1000.0,2.0,magnitude,switch,,280510,stim,18.0,poldrack-single-stim,s495
407,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",496.0,#1F45FC,1000.0,2.0,magnitude,stay,,283421,stim,19.0,poldrack-single-stim,s495
410,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1031.0,#1F45FC,1000.0,1.0,color,switch,,286465,stim,20.0,poldrack-single-stim,s495
413,900.0,2816.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",937.0,orange,1000.0,3.0,magnitude,switch,,290188,stim,21.0,poldrack-single-stim,s495
416,900.0,2408.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",741.0,#1F45FC,1000.0,9.0,magnitude,stay,,293502,stim,22.0,poldrack-single-stim,s495
419,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",922.0,#1F45FC,1000.0,8.0,color,switch,,295608,stim,23.0,poldrack-single-stim,s495
422,900.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",462.0,#1F45FC,1000.0,7.0,color,stay,,298653,stim,24.0,poldrack-single-stim,s495
425,100.0,2136.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",797.0,#1F45FC,1000.0,3.0,color,stay,,300895,stim,25.0,poldrack-single-stim,s495
428,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",563.0,orange,1000.0,6.0,magnitude,switch,,303938,stim,26.0,poldrack-single-stim,s495
431,900.0,2544.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",629.0,#1F45FC,1000.0,4.0,magnitude,stay,,307389,stim,27.0,poldrack-single-stim,s495
434,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",867.0,orange,1000.0,9.0,color,switch,,309633,stim,28.0,poldrack-single-stim,s495
437,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",693.0,orange,1000.0,6.0,color,stay,,311738,stim,29.0,poldrack-single-stim,s495
440,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",756.0,#1F45FC,1000.0,6.0,color,stay,,313863,stim,30.0,poldrack-single-stim,s495
443,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",541.0,#1F45FC,1000.0,9.0,magnitude,switch,,316770,stim,31.0,poldrack-single-stim,s495
446,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",559.0,orange,1000.0,8.0,color,switch,,319677,stim,32.0,poldrack-single-stim,s495
449,100.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",1019.0,#1F45FC,1000.0,6.0,color,stay,,321920,stim,33.0,poldrack-single-stim,s495
452,100.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",859.0,orange,1000.0,3.0,color,stay,,324033,stim,34.0,poldrack-single-stim,s495
455,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",632.0,#1F45FC,1000.0,4.0,magnitude,switch,,326942,stim,35.0,poldrack-single-stim,s495
458,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",756.0,orange,1000.0,9.0,color,switch,,329048,stim,36.0,poldrack-single-stim,s495
461,100.0,2136.0,False,89.0,High-Low,,test,twobytwo,,71.0,"89,71",1045.0,#1F45FC,1000.0,8.0,magnitude,switch,,331292,stim,37.0,poldrack-single-stim,s495
464,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",837.0,#1F45FC,1000.0,4.0,color,switch,,333539,stim,38.0,poldrack-single-stim,s495
467,900.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",539.0,orange,1000.0,4.0,color,stay,,336583,stim,39.0,poldrack-single-stim,s495
470,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",610.0,#1F45FC,1000.0,9.0,magnitude,switch,,339627,stim,40.0,poldrack-single-stim,s495
473,100.0,2680.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",758.0,orange,1000.0,6.0,magnitude,stay,,342412,stim,41.0,poldrack-single-stim,s495
476,100.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",676.0,#1F45FC,1000.0,7.0,magnitude,stay,,345064,stim,42.0,poldrack-single-stim,s495
479,100.0,2272.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",646.0,#1F45FC,1000.0,9.0,magnitude,stay,,347442,stim,43.0,poldrack-single-stim,s495
482,900.0,2272.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",517.0,orange,1000.0,2.0,magnitude,stay,,350622,stim,44.0,poldrack-single-stim,s495
485,100.0,2408.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",971.0,#1F45FC,1000.0,6.0,color,switch,,353135,stim,45.0,poldrack-single-stim,s495
488,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",786.0,#1F45FC,1000.0,3.0,magnitude,switch,,356179,stim,46.0,poldrack-single-stim,s495
491,900.0,2272.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",708.0,orange,1000.0,7.0,magnitude,stay,,359358,stim,47.0,poldrack-single-stim,s495
494,100.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",806.0,orange,1000.0,2.0,magnitude,stay,,361464,stim,48.0,poldrack-single-stim,s495
497,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",668.0,orange,1000.0,6.0,color,switch,,364505,stim,49.0,poldrack-single-stim,s495
500,100.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",684.0,#1F45FC,1000.0,9.0,magnitude,switch,,366884,stim,50.0,poldrack-single-stim,s495
503,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",604.0,#1F45FC,1000.0,3.0,magnitude,stay,,368991,stim,51.0,poldrack-single-stim,s495
506,900.0,2680.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",572.0,#1F45FC,1000.0,6.0,color,switch,,372578,stim,52.0,poldrack-single-stim,s495
