,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,20828.0,,,,,ward_and_allport,,32,,,32,,,20828,,20828.0,,-38023,instruction,poldrack-single-stim,s553
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2510,practice_start_block,poldrack-single-stim,s553
24,6099.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,6099,"1,0,0,2,3,0,0,0,0",6099.0,,9112,to_hand,poldrack-single-stim,s553
25,1435.0,UA_with_intermeidate,,"1,3,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",0.0,,1435,"1,0,0,2,3,0,0,0,0",1435.0,,10548,to_board,poldrack-single-stim,s553
26,1635.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71",0.0,,1635,"1,0,0,2,3,0,0,0,0",1635.0,,12186,to_hand,poldrack-single-stim,s553
27,1594.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",0.0,,1594,"1,0,0,2,3,0,0,0,0",1594.0,,13781,to_board,poldrack-single-stim,s553
28,1543.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",0.0,,1543,"1,0,0,2,3,0,0,0,0",1543.0,,15326,to_hand,poldrack-single-stim,s553
29,849.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,849,"1,0,0,2,3,0,0,0,0",849.0,,16175,to_board,poldrack-single-stim,s553
30,2105.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,4.0,"89,82",0.0,,2105,"1,0,0,2,3,0,0,0,0",2105.0,,18282,to_hand,poldrack-single-stim,s553
31,1029.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",0.0,,1029,"1,0,0,2,3,0,0,0,0",1029.0,,19311,to_board,poldrack-single-stim,s553
32,2500.0,,True,,practice,ward_and_allport,,-1,3.0,4.0,none,,19307.0,-1,,1000.0,,21817,feedback,poldrack-single-stim,s553
33,3821.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,3821,"1,2,0,3,0,0,0,0,0",3821.0,,25641,to_hand,poldrack-single-stim,s553
34,1100.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,1100,"1,2,0,3,0,0,0,0,0",1100.0,,26741,to_board,poldrack-single-stim,s553
35,1013.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,1013,"1,2,0,3,0,0,0,0,0",1013.0,,27755,to_hand,poldrack-single-stim,s553
36,512.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,512,"1,2,0,3,0,0,0,0,0",512.0,,28268,to_board,poldrack-single-stim,s553
37,1001.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,1001,"1,2,0,3,0,0,0,0,0",1001.0,,29271,to_hand,poldrack-single-stim,s553
38,503.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,503,"1,2,0,3,0,0,0,0,0",503.0,,29775,to_board,poldrack-single-stim,s553
39,2100.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,10064.0,-1,,1000.0,,31881,feedback,poldrack-single-stim,s553
40,2494.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,2494,"0,0,0,1,2,0,3,0,0",2494.0,,34377,to_hand,poldrack-single-stim,s553
41,1641.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,1641,"0,0,0,1,2,0,3,0,0",1641.0,,36020,to_board,poldrack-single-stim,s553
42,1124.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,1124,"0,0,0,1,2,0,3,0,0",1124.0,,37147,to_hand,poldrack-single-stim,s553
43,905.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,905,"0,0,0,1,2,0,3,0,0",905.0,,38052,to_board,poldrack-single-stim,s553
44,570.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,570,"0,0,0,1,2,0,3,0,0",570.0,,38625,to_hand,poldrack-single-stim,s553
45,463.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,463,"0,0,0,1,2,0,3,0,0",463.0,,39089,to_board,poldrack-single-stim,s553
46,2200.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,9413.0,-1,,1000.0,,41295,feedback,poldrack-single-stim,s553
47,2138.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,2138,"0,0,0,1,2,0,3,0,0",2138.0,,43435,to_hand,poldrack-single-stim,s553
