,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",610,1700.0,,-75750,stim,,poldrack-categorize,s172
9,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",556,1700.0,,-72040,stim,,poldrack-categorize,s172
12,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",733,1700.0,,-68329,stim,,poldrack-categorize,s172
15,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",568,1700.0,,-64620,stim,,poldrack-categorize,s172
18,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",621,1700.0,,-60913,stim,,poldrack-categorize,s172
21,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",752,1700.0,,-57203,stim,,poldrack-categorize,s172
24,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",693,1700.0,,-53494,stim,,poldrack-categorize,s172
27,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",653,1700.0,,-49786,stim,,poldrack-categorize,s172
30,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",642,1700.0,,-46076,stim,,poldrack-categorize,s172
33,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",501,1700.0,,-42366,stim,,poldrack-categorize,s172
36,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",554,1700.0,,-38657,stim,,poldrack-categorize,s172
39,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",659,1700.0,,-34947,stim,,poldrack-categorize,s172
61,2100.952,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",634,1700.0,,5614,stim,0.0,poldrack-single-stim,s172
64,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",681,1700.0,,8221,stim,1.0,poldrack-single-stim,s172
67,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",612,1700.0,,10828,stim,2.0,poldrack-single-stim,s172
70,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",628,1700.0,,13434,stim,3.0,poldrack-single-stim,s172
73,2100.0,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",554,1700.0,,16042,stim,4.0,poldrack-single-stim,s172
76,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",645,1700.0,,18647,stim,5.0,poldrack-single-stim,s172
79,2100.272,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",523,1700.0,,21255,stim,6.0,poldrack-single-stim,s172
82,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",730,1700.0,,23862,stim,7.0,poldrack-single-stim,s172
85,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",638,1700.0,,26469,stim,8.0,poldrack-single-stim,s172
88,2100.272,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",665,1700.0,,29076,stim,9.0,poldrack-single-stim,s172
91,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",627,1700.0,,31682,stim,10.0,poldrack-single-stim,s172
94,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",520,1700.0,,34289,stim,11.0,poldrack-single-stim,s172
97,2100.272,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",630,1700.0,,36896,stim,12.0,poldrack-single-stim,s172
100,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",554,1700.0,,39502,stim,13.0,poldrack-single-stim,s172
103,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",728,1700.0,,42109,stim,14.0,poldrack-single-stim,s172
106,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",571,1700.0,,44715,stim,15.0,poldrack-single-stim,s172
109,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",580,1700.0,,47320,stim,16.0,poldrack-single-stim,s172
112,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",497,1700.0,,49926,stim,17.0,poldrack-single-stim,s172
115,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",601,1700.0,,52534,stim,18.0,poldrack-single-stim,s172
118,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",532,1700.0,,55142,stim,19.0,poldrack-single-stim,s172
121,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",556,1700.0,,57750,stim,20.0,poldrack-single-stim,s172
124,2101.0879999999997,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",645,1700.0,,60357,stim,21.0,poldrack-single-stim,s172
127,2100.272,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",695,1700.0,,62963,stim,22.0,poldrack-single-stim,s172
130,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",543,1700.0,,65572,stim,23.0,poldrack-single-stim,s172
133,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",552,1700.0,,68182,stim,24.0,poldrack-single-stim,s172
136,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",502,1700.0,,70789,stim,25.0,poldrack-single-stim,s172
139,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",672,1700.0,,73396,stim,26.0,poldrack-single-stim,s172
142,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",582,1700.0,,76003,stim,27.0,poldrack-single-stim,s172
145,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",598,1700.0,,78609,stim,28.0,poldrack-single-stim,s172
148,2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",520,1700.0,,81214,stim,29.0,poldrack-single-stim,s172
151,2100.272,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",566,1700.0,,83820,stim,30.0,poldrack-single-stim,s172
154,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",794,1700.0,,86428,stim,31.0,poldrack-single-stim,s172
157,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",460,1700.0,,89033,stim,32.0,poldrack-single-stim,s172
160,2100.0,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",529,1700.0,,91641,stim,33.0,poldrack-single-stim,s172
163,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",445,1700.0,,94247,stim,34.0,poldrack-single-stim,s172
166,2100.408,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",666,1700.0,,96855,stim,35.0,poldrack-single-stim,s172
169,2100.544,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",537,1700.0,,99463,stim,36.0,poldrack-single-stim,s172
172,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",633,1700.0,,102072,stim,37.0,poldrack-single-stim,s172
175,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",567,1700.0,,104680,stim,38.0,poldrack-single-stim,s172
178,2100.408,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",558,1700.0,,107287,stim,39.0,poldrack-single-stim,s172
181,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",507,1700.0,,109895,stim,40.0,poldrack-single-stim,s172
