block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",816,500.0,,-87421,0.0,probe,0.0,poldrack-single-stim,s234
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",563,500.0,,-82913,0.0,probe,1.0,poldrack-single-stim,s234
2500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",467,500.0,,-77405,0.0,probe,2.0,poldrack-single-stim,s234
2100.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",695,500.0,,-72296,0.0,probe,3.0,poldrack-single-stim,s234
1700.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",818,500.0,,-67586,0.0,probe,4.0,poldrack-single-stim,s234
2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",389,500.0,,-62277,0.0,probe,5.0,poldrack-single-stim,s234
1500.0,AX,0.0,89.0,practice,dot_pattern_expectancy,71.0,"89,71",731,500.0,,-57771,0.0,probe,6.0,poldrack-single-stim,s234
1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",579,500.0,,-53264,0.0,probe,7.0,poldrack-single-stim,s234
1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",748,500.0,,-48757,0.0,probe,8.0,poldrack-single-stim,s234
1900.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",728,500.0,,-43850,0.0,probe,9.0,poldrack-single-stim,s234
1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",431,500.0,,7281,0.0,probe,0.0,poldrack-single-stim,s234
1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",635,500.0,,11288,0.0,probe,1.0,poldrack-single-stim,s234
2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",774,500.0,,16246,0.0,probe,2.0,poldrack-single-stim,s234
1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",595,500.0,,20524,0.0,probe,3.0,poldrack-single-stim,s234
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",636,500.0,,24940,0.0,probe,4.0,poldrack-single-stim,s234
1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",508,500.0,,29355,0.0,probe,5.0,poldrack-single-stim,s234
2588.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",566,500.0,,34450,0.0,probe,6.0,poldrack-single-stim,s234
1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",506,500.0,,38457,0.0,probe,7.0,poldrack-single-stim,s234
1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",944,500.0,,42463,0.0,probe,8.0,poldrack-single-stim,s234
1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",475,500.0,,46468,0.0,probe,9.0,poldrack-single-stim,s234
1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",552,500.0,,50610,0.0,probe,10.0,poldrack-single-stim,s234
2044.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",753,500.0,,55160,0.0,probe,11.0,poldrack-single-stim,s234
1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",463,500.0,,59437,0.0,probe,12.0,poldrack-single-stim,s234
2588.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",862,500.0,,64533,0.0,probe,13.0,poldrack-single-stim,s234
1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",492,500.0,,68539,0.0,probe,14.0,poldrack-single-stim,s234
2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",395,500.0,,73496,0.0,probe,15.0,poldrack-single-stim,s234
1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",537,500.0,,77638,0.0,probe,16.0,poldrack-single-stim,s234
