,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
281,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",598.0,#1F45FC,3.0,magnitude,switch,,166038,stim,58.0,poldrack-single-stim,s172
284,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",545.0,orange,1.0,color,switch,,168550,stim,59.0,poldrack-single-stim,s172
287,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",507.0,orange,7.0,color,stay,,170926,stim,60.0,poldrack-single-stim,s172
290,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",559.0,#1F45FC,1.0,magnitude,switch,,173966,stim,61.0,poldrack-single-stim,s172
293,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",439.0,#1F45FC,7.0,magnitude,stay,,176871,stim,62.0,poldrack-single-stim,s172
296,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",607.0,orange,3.0,color,switch,,178974,stim,63.0,poldrack-single-stim,s172
299,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",754.0,#1F45FC,6.0,magnitude,switch,,181215,stim,64.0,poldrack-single-stim,s172
302,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",487.0,#1F45FC,1.0,color,switch,,184119,stim,65.0,poldrack-single-stim,s172
305,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",470.0,orange,2.0,magnitude,switch,,187159,stim,66.0,poldrack-single-stim,s172
308,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",668.0,#1F45FC,6.0,magnitude,stay,,190471,stim,67.0,poldrack-single-stim,s172
311,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",426.0,orange,9.0,color,switch,,193511,stim,68.0,poldrack-single-stim,s172
314,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",771.0,#1F45FC,8.0,magnitude,switch,,195615,stim,69.0,poldrack-single-stim,s172
317,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",520.0,#1F45FC,7.0,color,switch,,198655,stim,70.0,poldrack-single-stim,s172
320,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",537.0,orange,3.0,color,stay,,201031,stim,71.0,poldrack-single-stim,s172
323,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",622.0,orange,6.0,magnitude,switch,,203135,stim,72.0,poldrack-single-stim,s172
326,900.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",641.0,#1F45FC,9.0,color,switch,,206448,stim,73.0,poldrack-single-stim,s172
329,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",522.0,orange,7.0,color,stay,,209352,stim,74.0,poldrack-single-stim,s172
332,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",620.0,#1F45FC,2.0,magnitude,switch,,211592,stim,75.0,poldrack-single-stim,s172
335,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",579.0,orange,8.0,color,switch,,214104,stim,76.0,poldrack-single-stim,s172
338,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",431.0,orange,4.0,magnitude,switch,,217144,stim,77.0,poldrack-single-stim,s172
341,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",467.0,orange,8.0,color,switch,,220456,stim,78.0,poldrack-single-stim,s172
344,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",458.0,orange,7.0,magnitude,switch,,223496,stim,79.0,poldrack-single-stim,s172
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,233498,rest_block,,poldrack-single-stim,s172
350,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",588.0,orange,7.0,magnitude,switch,,239109,stim,0.0,poldrack-single-stim,s172
353,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",531.0,orange,9.0,magnitude,stay,,242286,stim,1.0,poldrack-single-stim,s172
356,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",645.0,#1F45FC,4.0,magnitude,stay,,245189,stim,2.0,poldrack-single-stim,s172
359,900.0,False,89.0,High-Low,switch,test,twobytwo,71.0,"89,71",552.0,orange,2.0,magnitude,stay,,248365,stim,3.0,poldrack-single-stim,s172
362,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",882.0,orange,3.0,magnitude,stay,,250742,stim,4.0,poldrack-single-stim,s172
365,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",580.0,orange,2.0,color,switch,,253799,stim,5.0,poldrack-single-stim,s172
368,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",631.0,#1F45FC,4.0,color,stay,,256583,stim,6.0,poldrack-single-stim,s172
371,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",627.0,#1F45FC,2.0,magnitude,switch,,258825,stim,7.0,poldrack-single-stim,s172
374,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",392.0,orange,8.0,magnitude,stay,,262001,stim,8.0,poldrack-single-stim,s172
377,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",632.0,orange,7.0,magnitude,stay,,264377,stim,9.0,poldrack-single-stim,s172
380,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",571.0,#1F45FC,8.0,magnitude,stay,,267417,stim,10.0,poldrack-single-stim,s172
383,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",626.0,orange,1.0,color,switch,,269929,stim,11.0,poldrack-single-stim,s172
386,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",822.0,orange,7.0,magnitude,switch,,272169,stim,12.0,poldrack-single-stim,s172
389,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",544.0,#1F45FC,7.0,magnitude,stay,,275209,stim,13.0,poldrack-single-stim,s172
392,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",360.0,#1F45FC,7.0,color,switch,,278113,stim,14.0,poldrack-single-stim,s172
395,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",427.0,#1F45FC,2.0,color,stay,,281020,stim,15.0,poldrack-single-stim,s172
398,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",448.0,#1F45FC,1.0,magnitude,switch,,283925,stim,16.0,poldrack-single-stim,s172
401,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",520.0,orange,9.0,color,switch,,286829,stim,17.0,poldrack-single-stim,s172
404,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",989.0,orange,3.0,magnitude,switch,,288933,stim,18.0,poldrack-single-stim,s172
407,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",697.0,#1F45FC,8.0,color,switch,,291309,stim,19.0,poldrack-single-stim,s172
410,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",368.0,#1F45FC,2.0,color,stay,,294622,stim,20.0,poldrack-single-stim,s172
413,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",423.0,orange,7.0,color,stay,,297525,stim,21.0,poldrack-single-stim,s172
416,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",639.0,orange,9.0,magnitude,switch,,299765,stim,22.0,poldrack-single-stim,s172
419,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",442.0,#1F45FC,2.0,magnitude,stay,,302669,stim,23.0,poldrack-single-stim,s172
422,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",605.0,#1F45FC,3.0,magnitude,stay,,304909,stim,24.0,poldrack-single-stim,s172
425,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",453.0,#1F45FC,2.0,magnitude,stay,,308357,stim,25.0,poldrack-single-stim,s172
428,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",408.0,orange,2.0,color,switch,,311941,stim,26.0,poldrack-single-stim,s172
431,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",458.0,#1F45FC,8.0,magnitude,switch,,315933,stim,27.0,poldrack-single-stim,s172
434,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",757.0,orange,6.0,magnitude,stay,,318174,stim,28.0,poldrack-single-stim,s172
437,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",564.0,#1F45FC,6.0,magnitude,stay,,320823,stim,29.0,poldrack-single-stim,s172
440,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",483.0,orange,6.0,color,switch,,323726,stim,30.0,poldrack-single-stim,s172
443,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",676.0,#1F45FC,8.0,color,stay,,325968,stim,31.0,poldrack-single-stim,s172
446,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",437.0,orange,9.0,magnitude,switch,,328872,stim,32.0,poldrack-single-stim,s172
449,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",596.0,#1F45FC,3.0,color,switch,,331385,stim,33.0,poldrack-single-stim,s172
452,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",620.0,#1F45FC,9.0,magnitude,switch,,333491,stim,34.0,poldrack-single-stim,s172
455,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",608.0,#1F45FC,1.0,magnitude,stay,,335597,stim,35.0,poldrack-single-stim,s172
458,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",634.0,orange,4.0,color,switch,,337702,stim,36.0,poldrack-single-stim,s172
461,900.0,False,71.0,Color,stay,test,twobytwo,89.0,"89,71",449.0,orange,4.0,color,stay,,341286,stim,37.0,poldrack-single-stim,s172
464,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",630.0,orange,7.0,color,stay,,344462,stim,38.0,poldrack-single-stim,s172
467,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",650.0,#1F45FC,4.0,magnitude,switch,,346975,stim,39.0,poldrack-single-stim,s172
470,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",492.0,#1F45FC,4.0,color,switch,,351105,stim,40.0,poldrack-single-stim,s172
473,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",720.0,#1F45FC,6.0,magnitude,switch,,353617,stim,41.0,poldrack-single-stim,s172
476,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",447.0,#1F45FC,2.0,magnitude,stay,,357337,stim,42.0,poldrack-single-stim,s172
479,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",440.0,orange,3.0,color,switch,,360651,stim,43.0,poldrack-single-stim,s172
482,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",475.0,orange,8.0,color,stay,,363692,stim,44.0,poldrack-single-stim,s172
485,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",535.0,orange,6.0,magnitude,switch,,366733,stim,45.0,poldrack-single-stim,s172
488,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",422.0,#1F45FC,9.0,color,switch,,369636,stim,46.0,poldrack-single-stim,s172
491,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",881.0,#1F45FC,8.0,magnitude,switch,,372541,stim,47.0,poldrack-single-stim,s172
494,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",624.0,#1F45FC,1.0,color,switch,,374917,stim,48.0,poldrack-single-stim,s172
497,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",471.0,#1F45FC,3.0,color,stay,,378230,stim,49.0,poldrack-single-stim,s172
500,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",639.0,orange,2.0,color,stay,,380335,stim,50.0,poldrack-single-stim,s172
503,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",472.0,#1F45FC,2.0,magnitude,switch,,383376,stim,51.0,poldrack-single-stim,s172
506,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",550.0,orange,6.0,magnitude,stay,,386280,stim,52.0,poldrack-single-stim,s172
509,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",528.0,orange,6.0,magnitude,stay,,389592,stim,53.0,poldrack-single-stim,s172
512,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",551.0,orange,6.0,color,switch,,391969,stim,54.0,poldrack-single-stim,s172
515,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",451.0,#1F45FC,6.0,color,stay,,394874,stim,55.0,poldrack-single-stim,s172
518,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",647.0,#1F45FC,7.0,magnitude,switch,,397251,stim,56.0,poldrack-single-stim,s172
521,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",597.0,orange,1.0,color,switch,,400155,stim,57.0,poldrack-single-stim,s172
524,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",595.0,#1F45FC,3.0,magnitude,switch,,402260,stim,58.0,poldrack-single-stim,s172
527,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",554.0,orange,1.0,color,switch,,404637,stim,59.0,poldrack-single-stim,s172
530,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",475.0,orange,7.0,color,stay,,406878,stim,60.0,poldrack-single-stim,s172
533,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",459.0,#1F45FC,1.0,magnitude,switch,,409781,stim,61.0,poldrack-single-stim,s172
536,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",428.0,#1F45FC,7.0,magnitude,stay,,412686,stim,62.0,poldrack-single-stim,s172
539,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",654.0,orange,3.0,color,switch,,414790,stim,63.0,poldrack-single-stim,s172
542,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",588.0,#1F45FC,6.0,magnitude,switch,,416894,stim,64.0,poldrack-single-stim,s172
545,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",439.0,#1F45FC,1.0,color,switch,,419798,stim,65.0,poldrack-single-stim,s172
548,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",542.0,orange,2.0,magnitude,switch,,422838,stim,66.0,poldrack-single-stim,s172
551,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",545.0,#1F45FC,6.0,magnitude,stay,,425742,stim,67.0,poldrack-single-stim,s172
554,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",461.0,orange,9.0,color,switch,,428646,stim,68.0,poldrack-single-stim,s172
557,100.0,False,71.0,High-Low,,test,twobytwo,89.0,"89,71",612.0,#1F45FC,8.0,magnitude,switch,,430887,stim,69.0,poldrack-single-stim,s172
560,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",456.0,#1F45FC,7.0,color,switch,,433792,stim,70.0,poldrack-single-stim,s172
563,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",541.0,orange,3.0,color,stay,,436034,stim,71.0,poldrack-single-stim,s172
566,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",588.0,orange,6.0,magnitude,switch,,438819,stim,72.0,poldrack-single-stim,s172
569,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",428.0,#1F45FC,9.0,color,switch,,441995,stim,73.0,poldrack-single-stim,s172
572,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",426.0,orange,7.0,color,stay,,445035,stim,74.0,poldrack-single-stim,s172
