block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
1671.0,,practice,discount_fixed,89,,,"89,71",1671,,1671.0,,-39125,1000.0,stim,poldrack-single-stim,s554
4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1362,20.0,4000.0,,7644,0.0,,poldrack-single-stim,s554
4568.0,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",4048,20.0,4000.0,,12215,0.0,,poldrack-single-stim,s554
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",3472,20.0,4000.0,,16785,0.0,,poldrack-single-stim,s554
4908.0,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",3064,20.0,4000.0,,21695,0.0,,poldrack-single-stim,s554
4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",3190,20.0,4000.0,,26537,0.0,,poldrack-single-stim,s554
5248.0,smaller_sooner,,discount_fixed,71,32.0,57.0,"89,71",3276,20.0,4000.0,,31787,0.0,,poldrack-single-stim,s554
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",4024,20.0,4000.0,,36562,0.0,,poldrack-single-stim,s554
5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",3501,20.0,4000.0,,42559,0.0,,poldrack-single-stim,s554
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",3038,20.0,4000.0,,48149,0.0,,poldrack-single-stim,s554
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",1971,20.0,4000.0,,52720,0.0,,poldrack-single-stim,s554
5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",4154,20.0,4000.0,,57833,0.0,,poldrack-single-stim,s554
5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",4096,20.0,4000.0,,63491,0.0,,poldrack-single-stim,s554
4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",3936,20.0,4000.0,,68062,0.0,,poldrack-single-stim,s554
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",3133,20.0,4000.0,,72836,0.0,,poldrack-single-stim,s554
5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",4267,20.0,4000.0,,77882,0.0,,poldrack-single-stim,s554
