CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,71.0,Color,stay,practice,twobytwo,500.0,71.0,"89,71",608.0,orange,1000.0,1.0,color,stay,,-107542,0.0,stim,0.0,poldrack-categorize,s192
100.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",670.0,orange,1000.0,7.0,color,stay,,-103926,0.0,stim,1.0,poldrack-categorize,s192
900.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",344.0,#1F45FC,1000.0,1.0,color,stay,,-99508,0.0,stim,2.0,poldrack-categorize,s192
100.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",736.0,#1F45FC,1000.0,2.0,color,stay,,-95888,0.0,stim,3.0,poldrack-categorize,s192
900.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",373.0,#1F45FC,1000.0,6.0,color,stay,,-91472,0.0,stim,4.0,poldrack-categorize,s192
100.0,2000.0,False,89.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",728.0,#1F45FC,1000.0,6.0,magnitude,switch,,-87856,0.0,stim,5.0,poldrack-categorize,s192
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",407.0,#1F45FC,1000.0,1.0,color,switch,,-83440,0.0,stim,6.0,poldrack-categorize,s192
100.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",1383.0,orange,1000.0,6.0,magnitude,switch,,-79824,0.0,stim,7.0,poldrack-categorize,s192
900.0,2000.0,True,89.0,Magnitude,switch,practice,twobytwo,500.0,89.0,"89,71",451.0,orange,1000.0,8.0,magnitude,stay,,-75402,0.0,stim,8.0,poldrack-categorize,s192
100.0,2000.0,True,71.0,Magnitude,stay,practice,twobytwo,500.0,71.0,"89,71",662.0,#1F45FC,1000.0,1.0,magnitude,stay,,-71783,0.0,stim,9.0,poldrack-categorize,s192
900.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",419.0,#1F45FC,1000.0,6.0,color,switch,,-67365,0.0,stim,10.0,poldrack-categorize,s192
