,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
81,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",282,500.0,,31261,probe,5.0,poldrack-single-stim,s172
84,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",359,500.0,,35267,probe,6.0,poldrack-single-stim,s172
87,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",419,500.0,,39273,probe,7.0,poldrack-single-stim,s172
90,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",374,500.0,,43553,probe,8.0,poldrack-single-stim,s172
93,2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",272,500.0,,48512,probe,9.0,poldrack-single-stim,s172
96,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",405,500.0,,52927,probe,10.0,poldrack-single-stim,s172
99,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",302,500.0,,57070,probe,11.0,poldrack-single-stim,s172
102,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",482,500.0,,61076,probe,12.0,poldrack-single-stim,s172
105,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",455,500.0,,65220,probe,13.0,poldrack-single-stim,s172
108,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",430,500.0,,69361,probe,14.0,poldrack-single-stim,s172
111,2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",243,500.0,,74319,probe,15.0,poldrack-single-stim,s172
114,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",444,500.0,,78325,probe,16.0,poldrack-single-stim,s172
117,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",249,500.0,,82332,probe,17.0,poldrack-single-stim,s172
120,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",399,500.0,,86473,probe,18.0,poldrack-single-stim,s172
123,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",457,500.0,,90615,probe,19.0,poldrack-single-stim,s172
126,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",516,500.0,,94756,probe,20.0,poldrack-single-stim,s172
129,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",403,500.0,,98761,probe,21.0,poldrack-single-stim,s172
132,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",464,500.0,,102770,probe,22.0,poldrack-single-stim,s172
135,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",423,500.0,,107047,probe,23.0,poldrack-single-stim,s172
138,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",474,500.0,,111734,probe,24.0,poldrack-single-stim,s172
141,1772.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",313,500.0,,116013,probe,25.0,poldrack-single-stim,s172
144,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",370,500.0,,120018,probe,26.0,poldrack-single-stim,s172
147,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",455,500.0,,124024,probe,27.0,poldrack-single-stim,s172
150,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",455,500.0,,128165,probe,28.0,poldrack-single-stim,s172
153,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",666,500.0,,132851,probe,29.0,poldrack-single-stim,s172
156,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",610,500.0,,137672,probe,30.0,poldrack-single-stim,s172
159,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",259,500.0,,141814,probe,31.0,poldrack-single-stim,s172
162,2180.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",254,500.0,,146499,probe,32.0,poldrack-single-stim,s172
165,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",527,500.0,,151048,probe,33.0,poldrack-single-stim,s172
168,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",380,500.0,,155326,probe,34.0,poldrack-single-stim,s172
171,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",420,500.0,,159331,probe,35.0,poldrack-single-stim,s172
174,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,500.0,,164017,probe,36.0,poldrack-single-stim,s172
177,2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",476,500.0,,168977,probe,37.0,poldrack-single-stim,s172
180,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",564,500.0,,173118,probe,38.0,poldrack-single-stim,s172
183,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",368,500.0,,177532,probe,39.0,poldrack-single-stim,s172
184,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,185035,rest_block,,poldrack-single-stim,s172
188,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",384,500.0,,192319,probe,0.0,poldrack-single-stim,s172
191,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",439,500.0,,196324,probe,1.0,poldrack-single-stim,s172
194,2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",475,500.0,,201281,probe,2.0,poldrack-single-stim,s172
197,1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",824,500.0,,205560,probe,3.0,poldrack-single-stim,s172
200,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",352,500.0,,209973,probe,4.0,poldrack-single-stim,s172
203,1908.0,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",452,500.0,,214387,probe,5.0,poldrack-single-stim,s172
206,2588.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",532,500.0,,219482,probe,6.0,poldrack-single-stim,s172
209,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",446,500.0,,223488,probe,7.0,poldrack-single-stim,s172
212,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",285,500.0,,227493,probe,8.0,poldrack-single-stim,s172
215,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",296,500.0,,231499,probe,9.0,poldrack-single-stim,s172
218,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",340,500.0,,235640,probe,10.0,poldrack-single-stim,s172
221,2044.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",328,500.0,,240190,probe,11.0,poldrack-single-stim,s172
224,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",381,500.0,,244469,probe,12.0,poldrack-single-stim,s172
227,2588.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",283,500.0,,249563,probe,13.0,poldrack-single-stim,s172
230,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",711,500.0,,253569,probe,14.0,poldrack-single-stim,s172
233,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",444,500.0,,258526,probe,15.0,poldrack-single-stim,s172
236,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",256,500.0,,262668,probe,16.0,poldrack-single-stim,s172
239,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",449,500.0,,266810,probe,17.0,poldrack-single-stim,s172
242,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",539,500.0,,270816,probe,18.0,poldrack-single-stim,s172
245,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",607,500.0,,274956,probe,19.0,poldrack-single-stim,s172
248,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",353,500.0,,278962,probe,20.0,poldrack-single-stim,s172
251,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",624,500.0,,283647,probe,21.0,poldrack-single-stim,s172
254,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",416,500.0,,287653,probe,22.0,poldrack-single-stim,s172
257,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",393,500.0,,292069,probe,23.0,poldrack-single-stim,s172
260,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",278,500.0,,296210,probe,24.0,poldrack-single-stim,s172
263,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",456,500.0,,300352,probe,25.0,poldrack-single-stim,s172
266,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",387,500.0,,304496,probe,26.0,poldrack-single-stim,s172
269,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",428,500.0,,308502,probe,27.0,poldrack-single-stim,s172
272,2044.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",47,500.0,,313053,probe,28.0,poldrack-single-stim,s172
275,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",458,500.0,,317739,probe,29.0,poldrack-single-stim,s172
278,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",578,500.0,,321880,probe,30.0,poldrack-single-stim,s172
281,1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",506,500.0,,326158,probe,31.0,poldrack-single-stim,s172
284,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",422,500.0,,330163,probe,32.0,poldrack-single-stim,s172
287,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",276,500.0,,334577,probe,33.0,poldrack-single-stim,s172
290,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",412,500.0,,339127,probe,34.0,poldrack-single-stim,s172
293,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",386,500.0,,343270,probe,35.0,poldrack-single-stim,s172
296,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",533,500.0,,347548,probe,36.0,poldrack-single-stim,s172
299,1636.0,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",527,500.0,,351693,probe,37.0,poldrack-single-stim,s172
302,1772.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",483,500.0,,355972,probe,38.0,poldrack-single-stim,s172
305,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",369,500.0,,359977,probe,39.0,poldrack-single-stim,s172
306,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,367481,rest_block,,poldrack-single-stim,s172
310,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",360,500.0,,374628,probe,0.0,poldrack-single-stim,s172
313,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",472,500.0,,378634,probe,1.0,poldrack-single-stim,s172
316,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,500.0,,383183,probe,2.0,poldrack-single-stim,s172
319,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",339,500.0,,387461,probe,3.0,poldrack-single-stim,s172
322,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",444,500.0,,391602,probe,4.0,poldrack-single-stim,s172
325,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",301,500.0,,395744,probe,5.0,poldrack-single-stim,s172
328,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",365,500.0,,399749,probe,6.0,poldrack-single-stim,s172
331,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",515,500.0,,403755,probe,7.0,poldrack-single-stim,s172
334,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",585,500.0,,408303,probe,8.0,poldrack-single-stim,s172
337,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",470,500.0,,413262,probe,9.0,poldrack-single-stim,s172
340,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",426,500.0,,417677,probe,10.0,poldrack-single-stim,s172
343,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",457,500.0,,421684,probe,11.0,poldrack-single-stim,s172
346,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",465,500.0,,426098,probe,12.0,poldrack-single-stim,s172
349,2180.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",329,500.0,,430784,probe,13.0,poldrack-single-stim,s172
352,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",479,500.0,,434790,probe,14.0,poldrack-single-stim,s172
355,1908.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",307,500.0,,439204,probe,15.0,poldrack-single-stim,s172
358,2316.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",298,500.0,,444028,probe,16.0,poldrack-single-stim,s172
361,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",641,500.0,,448849,probe,17.0,poldrack-single-stim,s172
364,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",296,500.0,,452991,probe,18.0,poldrack-single-stim,s172
367,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",456,500.0,,456999,probe,19.0,poldrack-single-stim,s172
370,1908.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",299,500.0,,461413,probe,20.0,poldrack-single-stim,s172
373,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",323,500.0,,465420,probe,21.0,poldrack-single-stim,s172
376,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",568,500.0,,470242,probe,22.0,poldrack-single-stim,s172
379,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",379,500.0,,474247,probe,23.0,poldrack-single-stim,s172
382,2724.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",576,500.0,,479476,probe,24.0,poldrack-single-stim,s172
385,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",619,500.0,,483483,probe,25.0,poldrack-single-stim,s172
388,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",382,500.0,,487626,probe,26.0,poldrack-single-stim,s172
391,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",356,500.0,,491768,probe,27.0,poldrack-single-stim,s172
394,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",403,500.0,,496046,probe,28.0,poldrack-single-stim,s172
397,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",385,500.0,,500323,probe,29.0,poldrack-single-stim,s172
400,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",358,500.0,,504328,probe,30.0,poldrack-single-stim,s172
403,2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",375,500.0,,509286,probe,31.0,poldrack-single-stim,s172
406,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",375,500.0,,513430,probe,32.0,poldrack-single-stim,s172
409,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",412,500.0,,517571,probe,33.0,poldrack-single-stim,s172
412,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",307,500.0,,521577,probe,34.0,poldrack-single-stim,s172
415,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",355,500.0,,525582,probe,35.0,poldrack-single-stim,s172
418,2316.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",508,500.0,,530404,probe,36.0,poldrack-single-stim,s172
421,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",472,500.0,,534953,probe,37.0,poldrack-single-stim,s172
424,3948.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",473,500.0,,541407,probe,38.0,poldrack-single-stim,s172
427,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",365,500.0,,545550,probe,39.0,poldrack-single-stim,s172
428,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,553053,rest_block,,poldrack-single-stim,s172
432,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",454,500.0,,560199,probe,0.0,poldrack-single-stim,s172
435,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,500.0,,564341,probe,1.0,poldrack-single-stim,s172
438,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",336,500.0,,568346,probe,2.0,poldrack-single-stim,s172
441,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",366,500.0,,572352,probe,3.0,poldrack-single-stim,s172
444,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",545,500.0,,576765,probe,4.0,poldrack-single-stim,s172
447,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",321,500.0,,580907,probe,5.0,poldrack-single-stim,s172
450,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",475,500.0,,585456,probe,6.0,poldrack-single-stim,s172
453,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",441,500.0,,589733,probe,7.0,poldrack-single-stim,s172
456,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",594,500.0,,593739,probe,8.0,poldrack-single-stim,s172
459,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",431,500.0,,598424,probe,9.0,poldrack-single-stim,s172
462,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",439,500.0,,602431,probe,10.0,poldrack-single-stim,s172
465,3676.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",455,500.0,,608612,probe,11.0,poldrack-single-stim,s172
468,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",347,500.0,,612755,probe,12.0,poldrack-single-stim,s172
471,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",534,500.0,,616897,probe,13.0,poldrack-single-stim,s172
474,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",280,500.0,,620902,probe,14.0,poldrack-single-stim,s172
477,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",410,500.0,,625316,probe,15.0,poldrack-single-stim,s172
480,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",386,500.0,,629457,probe,16.0,poldrack-single-stim,s172
483,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",363,500.0,,633463,probe,17.0,poldrack-single-stim,s172
486,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",339,500.0,,637877,probe,18.0,poldrack-single-stim,s172
489,2180.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",364,500.0,,642564,probe,19.0,poldrack-single-stim,s172
492,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",533,500.0,,646843,probe,20.0,poldrack-single-stim,s172
495,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",363,500.0,,650850,probe,21.0,poldrack-single-stim,s172
498,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",323,500.0,,654855,probe,22.0,poldrack-single-stim,s172
501,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,500.0,,659405,probe,23.0,poldrack-single-stim,s172
504,2860.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",378,500.0,,664770,probe,24.0,poldrack-single-stim,s172
507,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",416,500.0,,668776,probe,25.0,poldrack-single-stim,s172
510,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",299,500.0,,673053,probe,26.0,poldrack-single-stim,s172
513,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",414,500.0,,677331,probe,27.0,poldrack-single-stim,s172
516,2860.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",349,500.0,,682696,probe,28.0,poldrack-single-stim,s172
519,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",453,500.0,,686974,probe,29.0,poldrack-single-stim,s172
522,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",356,500.0,,691116,probe,30.0,poldrack-single-stim,s172
525,2452.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",287,500.0,,696073,probe,31.0,poldrack-single-stim,s172
528,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",356,500.0,,700216,probe,32.0,poldrack-single-stim,s172
531,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",299,500.0,,704222,probe,33.0,poldrack-single-stim,s172
534,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",387,500.0,,708364,probe,34.0,poldrack-single-stim,s172
537,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",343,500.0,,712505,probe,35.0,poldrack-single-stim,s172
540,2180.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",350,500.0,,717190,probe,36.0,poldrack-single-stim,s172
543,1500.0,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",574,500.0,,721197,probe,37.0,poldrack-single-stim,s172
546,1636.0,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",377,500.0,,725340,probe,38.0,poldrack-single-stim,s172
549,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",383,500.0,,729482,probe,39.0,poldrack-single-stim,s172
