,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,29278.0,,,,,ward_and_allport,,32,,,32,,,29278,,29278.0,,-37090,instruction,poldrack-single-stim,s558
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2504,practice_start_block,poldrack-single-stim,s558
24,4956.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4956,"1,0,0,2,3,0,0,0,0",4956.0,,7964,to_hand,poldrack-single-stim,s558
25,881.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,881,"1,0,0,2,3,0,0,0,0",881.0,,8846,to_board,poldrack-single-stim,s558
26,1388.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,1388,"1,0,0,2,3,0,0,0,0",1388.0,,10236,to_hand,poldrack-single-stim,s558
27,963.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,963,"1,0,0,2,3,0,0,0,0",963.0,,11200,to_board,poldrack-single-stim,s558
28,852.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,852,"1,0,0,2,3,0,0,0,0",852.0,,12053,to_hand,poldrack-single-stim,s558
29,483.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,483,"1,0,0,2,3,0,0,0,0",483.0,,12537,to_board,poldrack-single-stim,s558
30,2500.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,12537.0,-1,,1000.0,,15041,feedback,poldrack-single-stim,s558
31,5386.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,5386,"1,2,0,3,0,0,0,0,0",5386.0,,20429,to_hand,poldrack-single-stim,s558
32,611.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,611,"1,2,0,3,0,0,0,0,0",611.0,,21041,to_board,poldrack-single-stim,s558
33,497.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,497,"1,2,0,3,0,0,0,0,0",497.0,,21539,to_hand,poldrack-single-stim,s558
34,541.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,541,"1,2,0,3,0,0,0,0,0",541.0,,22082,to_board,poldrack-single-stim,s558
35,583.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,583,"1,2,0,3,0,0,0,0,0",583.0,,22666,to_hand,poldrack-single-stim,s558
36,412.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,412,"1,2,0,3,0,0,0,0,0",412.0,,23079,to_board,poldrack-single-stim,s558
37,2100.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,10140.0,-1,,1000.0,,25181,feedback,poldrack-single-stim,s558
38,6815.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,6815,"0,0,0,1,2,0,3,0,0",6815.0,,31998,to_hand,poldrack-single-stim,s558
39,438.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,438,"0,0,0,1,2,0,3,0,0",438.0,,32438,to_board,poldrack-single-stim,s558
40,769.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,769,"0,0,0,1,2,0,3,0,0",769.0,,33210,to_hand,poldrack-single-stim,s558
41,417.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,417,"0,0,0,1,2,0,3,0,0",417.0,,33627,to_board,poldrack-single-stim,s558
42,1276.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,1276,"0,0,0,1,2,0,3,0,0",1276.0,,34904,to_hand,poldrack-single-stim,s558
43,281.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,281,"0,0,0,1,2,0,3,0,0",281.0,,35186,to_board,poldrack-single-stim,s558
44,2200.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,12209.0,-1,,1000.0,,37390,feedback,poldrack-single-stim,s558
45,5570.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,5570,"0,0,0,1,2,0,3,0,0",5570.0,,42962,to_hand,poldrack-single-stim,s558
46,588.0,UA_without_intermeidate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",3.0,,588,"0,0,0,1,2,0,3,0,0",588.0,,43551,to_board,poldrack-single-stim,s558
47,918.0,UA_without_intermeidate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",3.0,,918,"0,0,0,1,2,0,3,0,0",918.0,,44471,to_hand,poldrack-single-stim,s558
48,402.0,UA_without_intermeidate,,"2,3,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",3.0,,402,"0,0,0,1,2,0,3,0,0",402.0,,44874,to_board,poldrack-single-stim,s558
49,400.0,UA_without_intermeidate,,"2,3,0,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",3.0,,400,"0,0,0,1,2,0,3,0,0",400.0,,45276,to_hand,poldrack-single-stim,s558
50,463.0,UA_without_intermeidate,,"2,3,1,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",3.0,,463,"0,0,0,1,2,0,3,0,0",463.0,,45740,to_board,poldrack-single-stim,s558
51,2000.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,10354.0,-1,,1000.0,,47744,feedback,poldrack-single-stim,s558
52,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,49246,test_start_block,poldrack-single-stim,s558
53,7603.0,PA_with_intermediate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",89,3.0,1.0,89,0.0,,7603,"1,2,3,0,0,0,0,0,0",7603.0,,57351,to_hand,poldrack-single-stim,s558
54,580.0,PA_with_intermediate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,580,"1,2,3,0,0,0,0,0,0",580.0,,57932,to_board,poldrack-single-stim,s558
55,1165.0,PA_with_intermediate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",89,3.0,2.0,"89,82",0.0,,1165,"1,2,3,0,0,0,0,0,0",1165.0,,59099,to_hand,poldrack-single-stim,s558
56,820.0,PA_with_intermediate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,820,"1,2,3,0,0,0,0,0,0",820.0,,59919,to_board,poldrack-single-stim,s558
57,1716.0,PA_with_intermediate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",82,3.0,3.0,"89,71,82",0.0,,1716,"1,2,3,0,0,0,0,0,0",1716.0,,61638,to_hand,poldrack-single-stim,s558
58,405.0,PA_with_intermediate,,"1,0,0,2,3,0,0,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",71,3.0,3.0,"89,71,82",0.0,,405,"1,2,3,0,0,0,0,0,0",405.0,,62044,to_board,poldrack-single-stim,s558
59,3768.0,,True,,test,ward_and_allport,,-1,3.0,3.0,none,,16567.0,-1,,1000.0,,65814,feedback,poldrack-single-stim,s558
60,5505.0,PA_with_intermediate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",89,3.0,1.0,89,1.0,,5505,"1,2,3,0,0,0,0,0,0",5505.0,,71321,to_hand,poldrack-single-stim,s558
61,619.0,PA_with_intermediate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,0,0,0,0,0,2,3,0",71,3.0,1.0,"89,71,82",1.0,,619,"1,2,3,0,0,0,0,0,0",619.0,,71941,to_board,poldrack-single-stim,s558
